playerid,award,year,lgid,note,pos
cowlebi01,Second Team All-Star,1944,NHL,,C
wentwcy01,Second Team All-Star,1934,NHL,,D
macinal01,Second Team All-Star,1988,NHL,,D
brimsfr01,Calder,1938,NHL,,
cainhe01,Second Team All-Star,1943,NHL,,LW
oconnbu01,Hart,1947,NHL,,
sloanto01,Second Team All-Star,1955,NHL,,C
myersty01,Calder,2009,NHL,,
bernise01,Playoff MVP,1976,WHA,,
mahovfr01,Second Team All-Star,1961,NHL,,LW
gretzwa01,Second Team All-Star,1997,NHL,,C
lemiema01,Second Team All-Star,1986,NHL,,C
karlser01,Norris,2011,NHL,,
delveal01,Second Team All-Star,1958,NHL,,LW
breweca01,Second Team All-Star,1961,NHL,,D
crosbsi01,Pearson,2006,NHL,,
smithbi01,Conn Smythe,1982,NHL,,
orrbo01,First Team All-Star,1968,NHL,,D
esposph01,Art Ross,1973,NHL,,
barrato01,First Team All-Star,1983,NHL,,G
phanedi01,First Team All-Star,2007,NHL,,D
crawfja01,Second Team All-Star,1942,NHL,,D
thompti01,First Team All-Star,1937,NHL,,G
durnabi01,First Team All-Star,1944,NHL,,G
fernama01,Jennings,2008,NHL,shared,
bouchfr01,First Team All-Star,1934,NHL,,C
ftorero01,Second Team All-Star,1977,WHA,,C
ftorero01,First Team All-Star,1978,WHA,,C
ovechal01,Art Ross,2007,NHL,,
bossymi01,First Team All-Star,1980,NHL,,RW
robinla01,Second Team All-Star,1977,NHL,,D
dionnma01,Pearson,1978,NHL,,
orrbo01,Hart,1969,NHL,,
bourqra01,Norris,1986,NHL,,
savarde01,Second Team All-Star,1982,NHL,,C
perregi01,Second Team All-Star,1976,NHL,,C
villegi01,Vezina,1970,NHL,shared,
trembjc01,First Team All-Star,1975,WHA,,D
dyeba01,Art Ross,1924,NHL,,
roypa01,First Team All-Star,1991,NHL,,G
barryma01,First Team All-Star,1936,NHL,,C
stewaga01,Second Team All-Star,1947,NHL,,LW
thornjo01,First Team All-Star,2005,NHL,,C
kariypa01,First Team All-Star,1996,NHL,,LW
bournbo01,Masterton,1987,NHL,,
hallgl01,First Team All-Star,1968,NHL,,G
raycran01,Calder,2003,NHL,,
turekro01,Jennings,1999,NHL,,
jagrja01,First Team All-Star,2005,NHL,,RW
gretzwa01,Art Ross,1985,NHL,,
friesje01,All-Rookie,1994,NHL,,F
raynech01,Second Team All-Star,1948,NHL,,G
francro01,Lady Byng,1997,NHL,,
harvedo01,Norris,1954,NHL,,
potvide01,First Team All-Star,1977,NHL,,D
durnabi01,Vezina,1943,NHL,,
belivje01,Second Team All-Star,1963,NHL,,C
thomati01,Vezina,2010,NHL,,
phanedi01,All-Rookie,2005,NHL,,D
forsbpe01,Hart,2002,NHL,,
johnsto01,Second Team All-Star,1955,NHL,,D
giacoed01,Vezina,1970,NHL,shared,
lindste01,First Team All-Star,1950,NHL,,LW
hullbo01,Hart,1964,NHL,,
riggipa01,Jennings,1983,NHL,shared,
broderi01,Second Team All-Star,1978,WHA,,G
chabolo01,Vezina,1934,NHL,,
bouchbr01,All-Rookie,1999,NHL,,G
