playerid,year,stint,tmid,w,l,sa,ga
gerbema01,2007,1,OTT,2,2,16,5
montoal01,2011,1,NYI,2,2,13,5
kolziol01,2005,1,WAS,4,5,44,15
labarja01,2009,1,PHO,6,1,27,8
drouije01,2009,1,EDM,4,3,37,11
smithmi02,2010,1,TBL,1,0,4,0
niittan01,2010,1,SJS,2,0,4,0
turcoma01,2010,1,CHI,2,2,13,7
bacasja01,2005,1,STL,1,0,4,1
lalimpa01,2008,1,BUF,0,3,10,4
bouchbr01,2005,1,PHO,1,0,3,0
thibajo01,2005,1,PIT,1,1,12,3
fleurma01,2010,1,PIT,8,2,38,6
hedbejo01,2008,1,ATL,3,0,13,1
bryzgil01,2006,1,AND,0,4,13,6
howarji01,2009,1,DET,5,7,54,17
burkese01,2006,1,LAK,2,2,22,11
hedbejo01,2007,1,ATL,5,3,31,7
ramoka01,2008,1,TBL,1,3,13,5
tellqmi01,2008,1,PHO,1,0,8,1
bironma01,2008,1,PHI,2,3,17,5
kolziol01,2006,1,WAS,1,5,17,9
bironma01,2011,1,NYR,0,2,7,3
gigueje01,2006,1,AND,4,6,39,13
emeryra01,2011,1,CHI,1,3,13,5
dunhami01,2006,1,NYI,1,1,8,3
poggeju01,2008,1,TOR,0,1,2,2
marksja02,2011,1,FLO,0,1,3,1
hedbejo01,2009,1,ATL,4,2,21,5
conklty01,2010,1,STL,0,2,7,6
masonch02,2011,1,WPG,1,1,8,3
theodjo01,2008,1,WAS,4,4,22,6
garonma01,2005,1,LAK,4,1,16,3
clemmsc01,2011,1,FLO,2,3,20,7
bironma01,2007,1,PHI,2,6,20,13
gigueje01,2009,2,TOR,1,2,8,4
josepcu01,2006,1,PHO,2,1,13,2
leclapa01,2006,1,CBS,1,1,15,4
conklty01,2007,1,PIT,2,3,15,7
lenevda01,2005,1,PHO,0,1,3,1
burkese01,2005,1,TBL,2,3,11,5
labarja01,2005,1,LAK,2,0,5,0
crawfco01,2005,1,CHI,0,1,3,2
vokouto01,2008,1,FLO,3,4,19,6
nabokev01,2007,1,SJS,6,6,40,18
backsni01,2007,1,MIN,1,6,21,12
masonst01,2010,1,CBS,4,5,31,10
valiqst01,2006,1,NYR,1,0,4,2
toskave01,2009,1,TOR,1,1,4,2
osgooch01,2006,1,DET,1,2,14,6
dubiewa01,2009,1,MIN,1,0,2,0
emeryra01,2007,1,OTT,1,3,15,7
theodjo01,2005,1,MTL,1,1,6,1
huetcr01,2009,1,CHI,3,4,38,13
irvinle01,2011,1,CAL,0,1,4,2
eschero01,2006,1,PHI,0,1,2,2
garonma01,2009,1,CBS,2,3,18,8
bobrose01,2011,1,PHI,1,2,8,4
fleurma01,2007,1,PIT,1,0,3,0
valiqst01,2008,1,NYR,1,2,12,3
reimeja01,2011,1,TOR,2,1,8,3
budajpe01,2006,1,COL,3,4,27,11
elliobr01,2010,2,COL,2,1,10,1
hardijo01,2005,1,MIN,1,0,3,1
fleurma01,2008,1,PIT,3,4,22,6
macdojo01,2010,1,DET,1,2,9,2
quickjo01,2009,1,LAK,8,6,51,17
markkju01,2006,1,EDM,0,1,3,2
auldal01,2005,1,VAN,4,3,22,7
gustajo01,2011,1,TOR,1,3,11,4
nabokev01,2009,1,SJS,6,6,50,13
gerbema01,2006,1,OTT,1,2,10,3
fernama01,2007,1,BOS,1,0,3,0
rolosdw01,2009,1,NYI,5,5,39,15
osgooch01,2009,1,DET,1,2,8,4
rolosdw01,2005,2,EDM,1,3,12,7
howarji01,2011,1,DET,7,2,27,5
varlasi01,2009,1,WAS,3,4,33,9
khabini01,2007,1,CHI,2,4,19,7
masonch02,2006,1,NAS,4,2,20,6
mcelhcu01,2009,2,AND,1,2,8,4
backsni01,2011,1,MIN,5,6,32,15
rolosdw01,2005,1,MIN,0,1,8,2
garonma01,2006,1,LAK,1,3,18,7
masonch02,2007,1,NAS,1,4,13,5
huetcr01,2008,1,CHI,2,2,12,5
labarja01,2011,1,PHO,0,2,11,7
hillejo01,2010,1,AND,4,2,26,4
hedbejo01,2010,1,NJD,2,1,11,3
gigueje01,2010,1,TOR,2,2,15,7
montoal01,2010,1,NYI,0,2,9,3
mcelhcu01,2009,1,CAL,1,0,4,2
lehtoka01,2009,1,DAL,1,0,4,0
khabini01,2009,1,EDM,2,2,12,4
dipieri01,2006,1,NYI,5,4,44,9
masonch02,2009,1,STL,5,3,28,8
smithmi02,2006,1,DAL,1,0,3,0
macdojo01,2011,1,DET,1,1,9,3
millery01,2010,1,BUF,2,1,8,4
rasktu01,2011,1,BOS,2,2,14,6
