year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1952,NHL,CHI,14,11,10.0,,13,17,5.0,,,,,,5,2,3,,6,4,3,,3,6,3,,4,7,3.0,,4,6,0.0,,5,3,3,,,,,
2010,NHL,BUF,21,16,,4,22,13,,6,,,,,3,7,,2,6,6,,1,6,5,,1,8,3,,1,6,4,,2,10,4,,2,4,0,,1
1993,NHL,WAS,17,16,9.0,,22,19,1.0,,,,,,6,7,0,,4,6,1,,7,4,2,,5,7,1.0,,9,2,2.0,,4,6,4,,4,3,0,
1975,NHL,PIT,23,11,6.0,,12,22,6.0,,,,,,4,2,1,,6,8,1,,5,7,2,,4,7,3.0,,8,2,4.0,,7,6,1,,1,1,0,
2007,NHL,WAS,23,15,,3,20,16,,5,,,,,5,6,,0,3,10,,2,7,3,,3,9,4,,0,6,4,,3,10,4,,0,3,0,,0
1945,NHL,MTL,16,6,3.0,,12,11,2.0,,,,,,1,0,0,,7,4,0,,5,3,3,,4,5,0.0,,7,3,0.0,,4,2,2,,,,,
1960,NHL,MTL,24,6,5.0,,17,13,5.0,,,,,,6,5,2,,6,2,2,,11,2,1,,4,4,3.0,,7,4,2.0,,7,2,0,,,,,
2000,NHL,NYR,17,20,3.0,1,16,23,2.0,0,,,,,4,6,0,0,9,6,0,0,3,9,1,1,5,7,2.0,0,5,4,1.0,0,5,9,1,0,2,2,0,0
1988,NHL,MNS,17,15,8.0,,10,22,8.0,,,,,,2,8,1,,5,5,3,,5,6,3,,4,4,5.0,,4,6,2.0,,7,7,2,,0,1,0,
1982,NHL,MNS,23,6,11.0,,17,18,5.0,,,,,,9,2,1,,5,6,3,,6,3,4,,6,3,4.0,,7,3,2.0,,7,6,2,,0,1,0,
1928,NHL,MTL,12,4,6.0,,10,3,9.0,,,,,,,,,,2,2,2,,5,3,1,,5,1,7.0,,5,1,4.0,,5,0,1,,,,,
2001,NHL,CHI,28,7,5.0,1,13,20,8.0,0,,,,,7,3,3,0,5,5,4,0,11,4,1,0,7,5,1.0,0,3,3,0.0,0,6,3,3,1,2,4,1,0
2009,NHL,NJD,27,10,,4,21,17,,3,,,,,8,4,,0,9,2,,1,11,4,,0,7,7,,1,2,4,,1,7,5,,3,4,1,,1
1986,NHL,PHI,29,9,2.0,,17,17,6.0,,,,,,8,2,0,,9,2,2,,8,7,0,,9,3,2.0,,3,5,1.0,,8,5,3,,1,2,0,
2005,NHL,NYR,25,10,,6,19,16,,6,,,,,6,4,,3,10,3,,0,6,5,,2,7,3,,3,6,0,,0,6,6,,4,3,5,,0
1999,NHL,COL,25,12,4.0,0,17,16,7.0,1,,,,,5,5,2,1,6,5,1,0,7,5,1,0,7,4,3.0,0,3,7,3.0,0,10,2,1,0,4,0,0,0
1968,NHL,LAK,19,14,5.0,,5,28,5.0,,,,,,2,5,1,,5,7,1,,5,4,2,,4,8,2.0,,5,9,1.0,,3,9,3,,,,,
1987,NHL,QUE,15,23,2.0,,17,20,3.0,,,,,,5,4,1,,5,7,0,,6,6,1,,5,8,1.0,,5,8,1.0,,6,8,1,,0,2,0,
1977,WHA,CIN,21,19,1.0,,14,23,2.0,,,,,,1,5,0,,7,8,0,,5,6,2,,6,8,0.0,,5,6,1.0,,8,5,0,,3,4,0,
1991,NHL,BUF,22,13,5.0,,9,24,7.0,,,,,,4,6,1,,5,6,2,,3,7,3,,8,3,3.0,,4,7,1.0,,6,6,2,,1,2,0,
1976,WHA,PHR,20,18,2.0,,8,30,2.0,,,,,,5,5,0,,7,5,2,,2,10,0,,6,7,0.0,,4,9,1.0,,3,11,1,,1,1,0,
1950,NHL,BOS,13,12,10.0,,9,18,8.0,,,,,,0,4,3,,4,7,2,,6,6,3,,6,3,3.0,,3,4,5.0,,3,6,2,,,,,
1994,NHL,FLO,9,12,3.0,,11,10,3.0,,,,,,,,,,,,,,,,,,3,4,0.0,,4,7,2.0,,6,5,2,,5,6,2,
