playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
migayru01,,,Rudy,Migay,,Rudolph Joseph,Toy Terrier,66,150,L,13728,3708,migayru01,1949,1959,,,C,1928,11,18,Canada,ON,Port Arthur,,,,,,
salosa01,,,Sami,Salo,,Sami,,75,215,R,10573,40218,salosa01,1998,2011,,,D,1974,9,2,Finland,,Turku,,,,,,
ferrape01,,,Peter,Ferraro,,Peter Joseph,,70,180,R,10466,1656,ferrape01,1995,2001,,,R,1973,1,24,USA,NY,Port Jefferson,,,,,,
riihihe01,,,Heikki,Riihiranta,,Heikki,Hexi,70,191,L,,4573,riihihe01,,,1974,1976,D,1948,10,4,Finland,,Helsinki,,,,,,
weslebl01,,,Blake,Wesley,,Blake Trevor,Red,73,200,L,14663,5689,weslebl01,1979,1985,,,D,1959,7,10,Canada,AB,Red Deer,,,,,,
majorbr01,,,Bruce,Major,,Bruce Alan,,75,180,L,11004,3332,majorbr01,1990,1990,,,C,1967,1,3,Canada,BC,Vernon,,,,,,
shanabr01,,,Brendan,Shanahan,,Brendan Frederick,Shanny,75,220,R,11482,4888,shanabr01,1987,2008,,,L,1969,1,23,Canada,ON,Mimico,,,,,,
marshbr01,,,Brad,Marsh,,Bradley Charles,,75,220,L,11026,3408,marshbr01,1978,1992,,,D,1958,3,31,Canada,ON,London,,,,,,
cisarma01,,,Marian,Cisar,,Marian,,72,197,R,11572,29278,cisarma01,1999,2001,,,R,1978,2,25,Czech Republic,,Bratislava,,,,,,
lavenbr01,,,Brian,Lavender,,Brian James,,72,174,L,13331,3010,lavenbr01,1971,1974,1975,1975,L,1947,4,20,Canada,AB,Edmonton,,,,,,
jackssc01,,,Scott,Jackson,,,,76,200,L,,72034,jackssc01,2009,2009,,,D,1987,2,5,Canada,BC,Salmon Arm,,,,,,
