coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
shaugto01c,1929,CHI,NHL,1,,21,10,8,3,,,,
hartce01c,1938,MTL,NHL,1,,30,6,18,6,,,,
hartce01c,1929,MTL,NHL,1,,44,21,14,9,6,5,0,1
berenre01c,1979,STL,NHL,2,,56,27,20,9,3,0,3,0
staplpa01c,1973,CHC,WHA,1,,78,38,35,5,18,8,10,0
tortojo01c,2006,TBL,NHL,1,,82,44,33,5,6,2,4,0
pagepi01c,1991,QUE,NHL,2,,62,17,34,11,,,,
irvindi01c,1937,TOR,NHL,1,,48,24,15,9,7,4,3,0
boilema01c,1975,PIT,NHL,1,,43,15,23,5,,,,
bassejo01c,1977,BIR,WHA,2,interim,3,0,3,0,,,,
thomppa01c,1943,CHI,NHL,1,,50,22,23,5,9,4,5,0
lalonne01c,1932,MTL,NHL,1,,48,18,25,5,2,0,1,1
arniesc01c,2010,CBS,NHL,1,,82,34,35,13,,,,
therrmi01c,2000,MTL,NHL,2,,62,23,33,6,,,,
roberji01c,1981,BUF,NHL,2,,45,21,16,8,,,,
schmimi01c,1954,BOS,NHL,2,,40,13,12,15,5,1,4,0
dineebi01c,1992,PHI,NHL,1,,84,36,37,11,,,,
carlyra01c,2006,AND,NHL,1,,82,48,20,14,21,16,5,0
murraan01c,2003,LAK,NHL,1,,82,28,38,16,,,,
angotlo01c,1974,STL,NHL,1,,9,2,5,2,,,,
wilsori01c,2001,DAL,NHL,2,,32,13,12,7,,,,
stewaro01c,1975,NYR,NHL,1,,39,15,20,4,,,,
dayha01c,1940,TOR,NHL,1,,48,28,14,6,7,3,4,0
tippeda01c,2005,DAL,NHL,1,,82,53,23,6,5,1,4,0
demerja01c,1993,MTL,NHL,1,,84,41,29,14,7,3,4,0
bowmasc01c,1996,DET,NHL,1,,82,38,26,18,20,16,4,0
macneal01c,2002,CAL,NHL,2,,11,4,5,2,,,,
magnuke01c,1981,CHI,NHL,1,,52,18,24,10,,,,
champwe01c,1923,REG,WCHL,1,,30,17,11,2,2,0,1,1
suttedu01c,2000,FLO,NHL,2,,46,16,24,6,,,,
hartce01c,1930,MTL,NHL,1,,44,26,10,8,10,6,4,0
murrabr01c,1988,WAS,NHL,1,,80,41,29,10,6,2,4,0
mcleljo01c,1970,TOR,NHL,1,,78,37,33,8,6,2,4,0
boondi01c,1913,MOW,NHA,1,,15,4,11,0,,,,
bouchfr01c,1944,NYR,NHL,1,,50,11,29,10,,,,
murrate01c,2009,LAK,NHL,1,,82,46,27,9,6,2,4,0
gorinbu01c,1985,BOS,NHL,1,,80,37,31,12,3,0,3,0
smithfl01c,1974,BUF,NHL,1,,80,49,16,15,17,10,7,0
dineebi01c,1977,HOU,WHA,1,,80,42,34,4,6,2,4,0
glovefr01c,1970,CLF,NHL,1,,78,20,53,5,,,,
rossar01c,1936,BOS,NHL,1,,48,23,18,7,3,1,2,0
sonmogl01c,1981,MNS,NHL,1,,80,37,23,20,4,1,3,0
crawfma01c,1994,QUE,NHL,1,,48,30,13,5,6,2,4,0
patrifr01c,1925,VMR,WCHL,1,,30,10,18,2,,,,
francem01c,1974,NYR,NHL,1,,80,37,29,14,3,1,2,0
johnsed01c,1980,PIT,NHL,1,,80,30,37,13,5,2,3,0
frasecu01c,2000,ATL,NHL,1,,82,23,47,12,,,,
perroje01c,1987,MTL,NHL,1,,80,45,22,13,11,5,6,0
burnspa01c,1989,MTL,NHL,1,,80,41,28,11,11,5,6,0
juliecl01c,2005,MTL,NHL,1,,41,19,16,6,,,,
ruelcl01c,1970,MTL,NHL,1,,23,11,8,4,,,,
oreilte01c,1988,BOS,NHL,1,,80,37,29,14,10,5,5,0
crozijo01c,1976,CAC,WHA,1,,81,31,43,7,,,,
irvindi01c,1951,MTL,NHL,1,,70,34,26,10,11,4,7,0
patrily01c,1974,STL,NHL,2,,2,1,0,1,,,,
kehoeri01c,2001,PIT,NHL,2,,78,28,42,8,,,,
holmgpa01c,1990,PHI,NHL,1,,80,33,37,10,,,,
sutteda01c,2001,SJS,NHL,1,,82,44,30,8,12,7,5,0
murraan01c,2006,STL,NHL,2,,54,27,18,9,,,,
adamsja01c,1932,DET,NHL,1,,48,25,15,8,4,2,2,0
gormato01c,1935,MTM,NHL,1,,48,22,16,10,3,0,3,0
burnsch01c,1969,MNS,NHL,2,,44,10,22,12,6,2,4,0
arboual01c,1985,NYI,NHL,1,,80,39,29,12,3,0,3,0
deboepe01c,2011,NJD,NHL,1,,82,48,28,6,24,14,10,0
kingda01c,1994,CAL,NHL,1,,48,24,17,7,7,3,4,0
martija02c,1996,OTT,NHL,1,,82,31,36,15,7,3,4,0
bouchge01c,1934,STE,NHL,2,,35,9,20,6,,,,
nykolmi01c,1983,TOR,NHL,1,,80,26,45,9,,,,
patrifr01c,1915,VML,PCHA,1,,18,9,9,0,,,,
krommbo01c,1975,WIJ,WHA,1,,81,52,27,2,13,12,1,0
johnsed01c,1996,PIT,NHL,1,,62,31,26,5,,,,
renneto01c,2006,NYR,NHL,1,,82,42,30,10,10,6,4,0
dayha01c,1943,TOR,NHL,1,,50,23,23,4,5,1,4,0
sherofr01c,1977,PHI,NHL,1,,80,45,20,15,12,7,5,0
conacch01c,1947,CHI,NHL,2,,32,13,15,4,,,,
johnsed01c,1982,PIT,NHL,1,,80,18,53,9,,,,
hartscr01c,1996,CHI,NHL,1,,82,34,35,13,6,2,4,0
sherofr01c,1974,PHI,NHL,1,,80,51,18,11,17,12,5,0
tippeda01c,2006,DAL,NHL,1,,82,50,25,7,7,3,4,0
bylsmda01c,2010,PIT,NHL,1,,82,49,25,8,7,3,4,0
arboual01c,1991,NYI,NHL,1,,80,34,35,11,,,,
kellypa01c,1976,BIR,WHA,2,,57,24,30,3,,,,
simpste01c,1994,WIN,NHL,2,,15,7,7,1,,,,
cheevge01c,1980,BOS,NHL,1,,80,37,30,13,3,0,3,0
suhonal01c,2000,CHI,NHL,1,,82,29,45,8,,,,
