playerid,year,stint,tmid,s,g,gdg
tavarjo01,2011,1,NYI,2,7,0
jonesry01,2010,1,EDM,2,0,0
wellwky01,2009,1,VAN,7,4,1
backsni02,2008,1,WAS,3,1,0
coutulo01,2009,1,SJS,1,1,1
kostise01,2010,1,NAS,1,0,0
weighdo01,2005,1,STL,5,1,0
stewach02,2010,2,STL,2,0,0
tyutife01,2011,1,CBS,0,1,0
sillimi01,2005,1,STL,4,0,0
myersty01,2009,1,BUF,3,1,1
svatoma01,2005,1,COL,5,2,0
boyleda01,2011,1,SJS,0,4,0
browndu01,2007,1,LAK,8,4,1
arnasty01,2007,1,COL,1,1,0
hortona01,2011,1,BOS,1,1,0
ekmanni01,2006,1,PIT,1,0,0
berglpa01,2010,1,STL,3,0,0
zedniri01,2008,1,FLO,2,1,1
wellwky01,2005,1,TOR,1,0,0
zajactr01,2011,1,NJD,1,1,1
plekato01,2006,1,MTL,3,1,0
franzjo01,2006,1,DET,2,1,1
tkachke01,2009,1,STL,1,0,0
langro01,2007,1,CHI,2,1,1
bertuto01,2007,1,AND,6,1,0
carteje01,2007,1,PHI,6,3,0
daugaka01,2011,1,OTT,0,1,0
fleisto01,2009,1,WAS,4,1,1
setogde01,2011,1,MIN,5,9,4
staffdr01,2011,1,BUF,0,4,0
cullema02,2005,1,CHI,1,0,0
koivumi01,2005,1,MIN,6,4,1
palffzi01,2005,1,PIT,2,0,0
richabr01,2008,1,DAL,7,2,1
laichbr01,2010,1,WAS,1,0,0
omarkli01,2010,1,EDM,5,2,1
ribeimi01,2006,1,DAL,9,4,2
hallad01,2010,1,TBL,7,2,0
modanmi01,2006,1,DAL,3,0,0
holmsto01,2006,1,DET,2,0,0
nedvepe01,2005,1,PHO,1,0,0
bettsbl01,2005,1,NYR,1,0,0
hechtjo01,2006,1,BUF,1,0,0
perroda01,2011,1,STL,1,7,1
arnasty01,2005,1,CHI,3,1,0
koivumi01,2009,1,MIN,12,5,2
prospva01,2006,1,TBL,5,2,1
drurych01,2005,1,BUF,1,0,0
bochebr01,2009,1,TBL,1,0,0
macarcl01,2009,1,BUF,2,0,0
frattma01,2011,1,TOR,1,2,0
jonesda01,2010,1,COL,4,0,0
tlustji01,2011,1,CAR,0,1,0
tuckeda01,2005,1,TOR,4,1,1
nagyla01,2005,1,PHO,5,1,1
wardja01,2006,1,NYR,1,0,0
korpila01,2010,1,PHO,4,0,0
paveljo01,2007,1,SJS,11,7,0
osullpa01,2010,2,MIN,1,1,0
daleytr01,2011,1,DAL,1,2,1
malkiev01,2009,1,PIT,2,1,0
dumonjp01,2005,1,BUF,1,0,0
holmqmi01,2005,1,CHI,5,2,1
laddan01,2009,1,CHI,4,1,1
brashdo01,2006,1,WAS,1,0,0
larosch01,2009,1,CAR,1,1,1
kozlovy01,2008,1,ATL,8,6,3
sourash01,2006,1,MTL,1,1,1
burnsbr01,2010,1,MIN,3,1,0
ritchby01,2006,1,CAL,3,2,0
giontbr01,2006,1,NJD,13,7,2
verstkr01,2010,2,PHI,2,0,0
bernist01,2010,1,FLO,1,1,1
ponikal01,2005,1,TOR,5,1,0
toewsjo01,2011,1,CHI,3,7,2
backlmi01,2011,1,CAL,0,1,0
perezal01,2006,1,MTL,2,0,0
markoan01,2009,1,MTL,1,0,0
hortona01,2006,1,FLO,7,2,1
mccleja01,2005,1,STL,4,2,0
tikhovi01,2008,1,PHO,2,1,1
pruchpe01,2009,1,PHO,4,1,0
parrima01,2005,1,NYI,2,0,0
reinpst01,2008,1,PHO,3,2,0
grabomi01,2010,1,TOR,6,2,1
montast01,2008,1,AND,1,0,0
fishemi01,2009,1,OTT,5,2,0
sturmma01,2007,1,BOS,8,1,1
seguity01,2011,1,BOS,6,12,4
callary01,2009,1,NYR,1,0,0
koivusa01,2006,1,MTL,9,5,2
mcammde01,2007,1,OTT,3,1,1
hallta02,2010,1,EDM,7,2,0
vrbatra01,2011,1,PHO,4,13,0
eratma01,2008,1,NAS,5,2,1
hollwry01,2005,1,NYR,1,0,0
hartite01,2010,1,EDM,1,0,0
bergepa01,2008,1,BOS,7,0,0
sundima01,2006,1,TOR,11,6,1
okposky01,2009,1,NYI,4,0,0
thomabi01,2005,1,PHO,1,0,0
ritolma01,2010,1,TBL,1,0,0
clowery01,2006,1,SJS,4,2,1
bergepa01,2007,1,BOS,1,0,0
filppva01,2006,1,DET,2,0,0
backeda01,2010,1,STL,1,0,0
