playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
cahanla01,1972,1,CHC,WHA,D,75.0,1.0,10.0,11.0,44.0,,0,,0,,,,,,,,,,,,,,,,
caseyjo01,1992,1,MNS,NHL,G,60.0,0.0,3.0,3.0,28.0,0,0,2,0,0,0,0,0,,,,,,,,,,,,
brydsgo01,1929,1,TOR,NHL,F,8.0,2.0,0.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,
tamerch01,1993,1,PIT,NHL,D,12.0,0.0,0.0,0.0,9.0,3,0,0,0,0,0,0,10,5,0,0,0,2,1,0,0,0,0,0,2
mullebr01,1991,1,SJS,NHL,R,72.0,18.0,28.0,46.0,66.0,-14,5,7,3,1,1,0,168,,,,,,,,,,,,
ribblpa01,1982,1,CAL,NHL,D,28.0,0.0,1.0,1.0,18.0,-12,0,,0,,0,0,14,,,,,,,,,,,,
hedicbr01,1991,1,STL,NHL,D,4.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,6
preslwa01,1994,1,BUF,NHL,R,46.0,14.0,5.0,19.0,41.0,5,0,1,5,1,2,0,90,5,3,1,4,8,3,0,1,1,0,1,14
saloto01,1998,2,EDM,NHL,G,13.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
johnsto01,1956,1,MTL,NHL,D,70.0,4.0,11.0,15.0,59.0,,,,,,,,,10,0,2,2,13,,,,,,,
vasicjo01,2007,1,NYI,NHL,C,81.0,16.0,19.0,35.0,53.0,1,0,5,2,0,2,,126,,,,,,,,,,,,
patrile01,1920,1,VA2,PCHA,D,5.0,2.0,3.0,5.0,13.0,,,,,,,,,,,,,,,,,,,,
sittlda01,1976,1,TOR,NHL,C,73.0,38.0,52.0,90.0,89.0,8,12,,1,,5,3,307,9,5,16,21,4,,3,,0,,0,
blackst01,1949,1,DET,NHL,L,69.0,7.0,14.0,21.0,53.0,,,,,,,,,13,0,0,0,13,,,,,,,
hossama02,2006,1,NYR,NHL,L,64.0,10.0,8.0,18.0,26.0,-4,3,1,0,1,2,,83,10,2,2,4,4,5,0,0,0,0,0,16
