year,hofid,name,category
1961,appssy01h,Syl Apps,Player
1958,mcnamge02h,George McNamara,Player
1960,walkeja01h,Jack Walker,Player
1993,knoxse01h,Seymour Knox,Builder
1962,lavioja01h,Jack Laviolette,Player
1992,allenke01h,Keith Allen,Builder
1961,richama01h,Maurice Richard,Player
1962,broadpu01h,Punch Broadbent,Player
1988,parkbr01h,Brad Park,Player
1959,thompti01h,Tiny Thompson,Player
1974,dundeto01h,Tommy Dunderdale,Player
1996,salmibo01h,Borje Salming,Player
2003,fuhrgr01h,Grant Fuhr,Player
1964,stewaja01h,Jack Stewart,Player
2003,ilitcmi01h,Mike Illitch,Builder
1982,gilbero01h,Rod Gilbert,Player
1962,mcgimbi01h,Billy McGimsie,Player
1996,arboual01h,Al Arbour,Builder
1988,oconnbu01h,Buddy O'Connor,Player
1961,dayha01h,Hap Day,Player
1989,tretivl01h,Vladislav Tretiak,Player
1965,russebl01h,Blair Russell,Player
1958,norrija02h,James Norris Sr.,Builder
2010,granaca01h,Cammi Granato,Player
1961,brownge03h,George Brown,Builder
1987,ziegljo01h,John Ziegler,Builder
1947,sutheja01h,James Sutherland,Builder
1994,oneilbr01h,Brian O'Neill,Builder
1965,marshja02h,Jack Marshall,Player
1975,pilotpi01h,Pierre Pilote,Player
1995,cookbu01h,Bun Cook,Player
1987,clarkbo01h,Bobby Clarke,Player
1991,armstne01h,Neil Armstrong,Referee/Linesman
1992,johnsbo02h,Bob Johnson,Builder
1965,barryma01h,Marty Barry,Player
1991,smithcl01h,Clint Smith,Player
1975,bucklfr01h,Frank Buckland,Builder
1950,drinkgr01h,Graham Drinkwater,Player
1972,holmeha01h,Hap Holmes,Player
2001,kurrija01h,Jari Kurri,Player
1993,smithbi01h,Billy Smith,Player
1950,davidal01h,Scotty Davidson,Player
1993,lapoigu01h,Guy Lapointe,Player
1960,bouchge01h,Georges Boucher,Player
1983,sindeha01h,Harry Sinden,Builder
2011,nieuwjo01h,Joe Nieuwendyk,Player
1985,mariujo01h,John Mariucci,Builder
1959,adamsja01h,Jack Adams,Player
1980,worslgu01h,Gump Worsley,Player
1984,milfoja01h,Jake Milford,Builder
1972,geoffbe01h,Bernie Geoffrion,Player
1974,tarasan01h,Anatoli Tarasov,Builder
1962,smithfr01h,Frank Smith,Builder
1962,camerha01h,Harry Cameron,Player
1979,juckego01h,Gordon Juckes,Builder
1975,hallgl01h,Glenn Hall,Player
1962,darraja01h,Jack Darragh,Player
2006,brookhe01h,Herb Brooks,Builder
1970,johnsto01h,Tom Johnson,Player
1983,hullbo01h,Bobby Hull,Player
2002,neilsro01h,Roger Neilson,Builder
1987,pavelma03h,Matt Pavelich,Referee/Linesman
1964,bentldo01h,Doug Bentley,Player
1979,orrbo01h,Bobby Orr,Player
2009,hullbr01h,Brett Hull,Player
1988,laflegu01h,Guy Lafleur,Player
1964,campban01h,Angus Campbell,Builder
1963,mclaufr01h,Frederic McLaughlin,Builder
1958,keatsdu01h,Duke Keats,Player
1969,norribr01h,Bruce Norris,Builder
1960,manthsy01h,Sylvio Mantha,Player
1975,baileac01h,Ace Bailey,Player
1961,seibeol01h,Oliver Seibert,Player
1947,caldefr01h,Frank Calder,Builder
