playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
anderjo03,1925,VIC,WCHL,L,1,0,0,0,0
rickero01,1916,SEA,PCHA,D,4,0,1,1,23
walkeja01,1918,SEA,PCHA,C,5,3,0,3,9
harrism01,1915,PO1,PCHA,L,5,4,2,6,23
hartgi01,1924,VIC,WCHL,R,4,2,1,3,0
rowebo01,1916,SEA,PCHA,D,4,0,2,2,0
holmeha01,1924,VIC,WCHL,G,4,0,0,0,0
bouchge01,1922,OTS,NHL,D,6,2,1,3,6
oatmaed01,1923,CAT,WCHL,C,2,0,1,1,0
brucemo01,1919,OTS,NHL,F,5,0,0,0,0
lalonne01,1918,MTL,NHL,C,5,6,0,6,3
darraja01,1920,OTS,NHL,R/L,5,5,0,5,12
wilsocu01,1916,SEA,PCHA,R,4,1,2,3,0
poulisk01,1912,VA1,PCHA,L,3,2,0,2,5
bouchge01,1920,OTS,NHL,D,5,2,0,2,9
mackami01,1917,VML,PCHA,C,5,5,5,10,12
carsofr01,1925,MTM,NHL,R,4,0,0,0,0
benedcl01,1920,OTS,NHL,G,5,0,0,0,0
morribe01,1919,SEA,PCHA,C,5,0,2,2,0
vezinge01,1916,MOC,NHA,G,4,0,0,0,0
walkeja01,1916,SEA,PCHA,C,4,1,2,3,0
campbea01,1922,EDE,WCHL,L,2,0,0,0,0
merriho01,1914,OT1,NHA,D,3,0,0,0,0
nighbfr01,1920,OTS,NHL,C,5,0,1,1,0
bouchbi01,1923,MTL,NHL,R,4,5,1,6,6
fredrfr01,1925,VIC,WCHL,C,4,1,1,2,10
anderjo03,1924,VIC,WCHL,L,4,1,0,1,10
shoreha01,1914,OT1,NHA,D,3,0,0,0,3
mummeha01,1912,QU1,NHA,D,3,1,0,1,7
duncaar01,1921,VML,PCHA,D,5,0,1,1,9
irvinde01,1915,PO1,PCHA,D,5,0,0,0,14
bouchfr01,1922,VAM,PCHA,C,4,2,0,2,0
bouchbo01,1923,MTL,NHL,F,3,0,0,0,0
cleghod01,1923,MTL,NHL,R/C,4,0,1,1,0
rowebo01,1919,SEA,PCHA,D,5,2,1,3,13
foystfr01,1919,SEA,PCHA,C,5,6,1,7,7
lalonne01,1916,MOC,NHA,C,4,1,0,1,21
dundeto01,1915,PO1,PCHA,C,5,1,0,1,9
stanlba01,1914,VML,PCHA,R,3,6,0,6,0
vezinge01,1923,MTL,NHL,G,4,0,0,0,0
oliveha01,1923,CAT,WCHL,R,2,0,0,0,0
mackami01,1923,VAM,PCHA,L,2,0,0,0,0
rileyji01,1916,SEA,PCHA,L,4,0,0,0,3
duncaar01,1923,VAM,PCHA,D,2,0,0,0,6
darraja01,1914,OT1,NHA,C,2,3,0,3,6
parkeer01,1921,VML,PCHA,R,5,0,3,3,0
tobinch01,1915,PO1,PCHA,R,5,2,1,3,12
holmeha01,1919,SEA,PCHA,G,5,0,0,0,0
lehmahu01,1920,VML,PCHA,G,5,0,0,0,0
pitredi01,1915,MOC,NHA,R,5,4,1,5,15
prodggo01,1915,MOC,NHA,D,5,3,1,4,6
holmeha01,1916,SEA,PCHA,G,4,0,0,0,0
morribe01,1916,SEA,PCHA,R,4,14,2,16,0
rickero01,1919,SEA,PCHA,D,5,2,0,2,9
fredrfr01,1924,VIC,WCHL,C,4,3,3,6,6
cleghod01,1924,MTL,NHL,R/C,4,0,0,0,0
rileyji01,1919,SEA,PCHA,L,5,0,1,1,0
lalonne01,1915,MOC,NHA,C,4,3,2,5,28
crawfru01,1912,QU1,NHA,R,3,3,0,3,19
murramu01,1918,SEA,PCHA,D,5,2,0,2,6
bostrhe01,1922,EDE,WCHL,D,1,0,0,0,0
grahale01,1914,OT1,NHA,L,3,1,0,1,0
morrijo01,1922,EDE,WCHL,R,2,1,0,1,0
smailwa01,1912,VA1,PCHA,L,1,0,0,0,0
patrifr01,1914,VML,PCHA,D,3,2,1,3,6
corbebe01,1916,MOC,NHA,D,4,2,1,3,3
bouchfr01,1923,VAM,PCHA,C,2,1,1,2,2
berlilo01,1918,MTL,NHL,L,5,1,1,2,0
mummeha01,1917,TOA,NHL,D,5,0,6,6,0
meekiha01,1925,VIC,WCHL,L,4,0,0,0,6
cookll01,1914,VML,PCHA,D,3,3,0,3,9
rossar01,1914,OT1,NHA,D,3,0,0,0,12
lehmahu01,1914,VML,PCHA,G,3,0,0,0,0
joliaau01,1924,MTL,NHL,L,4,2,0,2,16
vezinge01,1915,MOC,NHA,G,5,0,0,0,0
rickero01,1918,SEA,PCHA,D,5,1,2,3,0
parkeer01,1923,VAM,PCHA,R,2,0,0,0,0
