name,id,award,year,lgid,note
Al Arbour,arboual01,Patrick,1991,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
Bobby Orr,orrbo01,Patrick,1978,NHL,
Bruce Norris,norribr01h,Patrick,1975,NHL,
Cammi Granato,,Patrick,2006,NHL,
Gordie Howe,howego01,Patrick,1966,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
Keith Allen,allenke01,Patrick,1987,NHL,
Mark Messier,messima01,Patrick,2008,NHL,
Rod Gilbert,gilbero01,Patrick,1990,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
Dan Kelly,kellyda01,Patrick,1988,NHL,
Phil Housley,houslph01,Patrick,2007,NHL,
Mark Johnson,johnsma02,Patrick,2010,NHL,
Stan Mikita,mikitst01,Patrick,1975,NHL,
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
Hoby Baker,bakerho01h,Patrick,1986,NHL,posthumous
Gary Bettman,,Patrick,2000,NHL,
Mike Richter,richtmi01,Patrick,2008,NHL,
Jim Devellano,,Patrick,2008,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
Jim Hendy,hendyji01h,Patrick,1969,NHL,posthumous
James Norris,norrija02h,Patrick,1966,NHL,posthumous
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Jerry York,,Patrick,2009,NHL,
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
John MacInnes,,Patrick,1985,NHL,
Walter Bush,bushwa01h,Patrick,1972,NHL,
Ron DeGregorio,,Patrick,2002,NHL,
Gil Stein,,Patrick,1992,NHL,
John A. 'Snooks' Kelly,,Patrick,1971,NHL,
Len Ceglarski,,Patrick,1989,NHL,
Mike Emrick,,Patrick,2003,NHL,
Reed Larson,larsore01,Patrick,2005,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Thomas Lockhart,lockhth01h,Patrick,1967,NHL,
John B. Sollenberger,,Patrick,1970,NHL,posthumous
Joe Mullen,mullejo01,Patrick,1994,NHL,
Jack Riley,rileyja01,Patrick,1985,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
William Wirtz,wirtzwi01h,Patrick,1977,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
Bill Cleary,,Patrick,1996,NHL,
Tom Fitzgerald,,Patrick,1977,NHL,
Bill Torrey,torrebi01h,Patrick,1982,NHL,
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
Brian Leetch,leetcbr01,Patrick,2006,NHL,
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
Frank Mathers,mathefr01,Patrick,1986,NHL,
Art Berglund,,Patrick,1991,NHL,
Bob Naegele,,Patrick,2007,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
Murray Murdoch,murdomu01,Patrick,1973,NHL,
