playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
halakja01,2008,1,MTL,NHL,34,1931,18,14,1,0,1,92,1077,1,20,0,0,,0,0,0,5
thompti01,1938,1,BOS,NHL,5,310,3,1,1,,0,8,,,,,,,,,,
puppada01,1994,1,TBL,NHL,36,2013,14,19,2,4,1,90,946,,,,,,,,,
thibajo01,1999,1,CHI,NHL,60,3438,25,26,7,10,3,158,1679,,,,,,,,,
wamslri01,1990,1,CAL,NHL,29,1670,14,7,5,0,0,85,762,1,2,0,0,,0,0,1,2
schwaco01,1996,1,TBL,NHL,31,1462,11,12,1,2,2,74,719,,,,,,,,,
ramoka01,2006,1,TBL,NHL,2,70,0,0,0,0,0,4,23,,,,,,,,,
vanbijo01,1998,1,PHI,NHL,62,3712,27,18,15,4,6,135,1380,6,369,2,4,,0,1,9,146
cattajo01,1909,1,LES,NHA,4,240,0,4,0,,0,34,,,,,,,,,,
peetepe01,1978,1,PHI,NHL,5,280,1,2,1,2,0,16,,,,,,,,,,
beaupdo01,1987,1,MNS,NHL,43,2288,10,22,3,1,0,161,1257,,,,,,,,,
norrefr01,2008,1,CBS,NHL,8,323,1,3,2,0,0,17,133,,,,,,,,,
faveldo01,1976,1,COR,NHL,30,1614,8,15,3,1,0,105,,,,,,,,,,
larocmi02,2000,1,CHI,NHL,3,152,0,2,0,0,0,9,59,,,,,,,,,
snowga01,1998,1,VAN,NHL,65,3501,20,31,8,5,6,171,1715,,,,,,,,,
hallgl01,1954,1,DET,NHL,2,120,2,0,0,,0,2,,,,,,,,,,
lemelre01,1990,1,BOS,NHL,33,1829,17,10,3,2,1,111,841,2,32,0,0,,0,0,0,18
sanfocu01,2007,1,VAN,NHL,16,679,4,3,1,0,0,32,313,,,,,,,,,
norrija01,1964,1,BOS,NHL,23,1380,10,11,2,1,1,85,,,,,,,,,,
hoganpa01,1976,2,IND,WHA,11,395,3,2,0,0,0,24,199,5,348,3,2,,0,1,17,179
roachjo01,1923,1,TRS,NHL,23,1380,10,13,0,,1,80,,,,,,,,,,
paillma01,1957,1,NYR,NHL,33,1980,11,15,7,,1,102,,,,,,,,,,
jackspe01,1935,1,BOS,NHL,1,40,0,0,0,,0,1,,,,,,,,,,
maracno01,1998,1,DET,NHL,16,821,6,5,2,1,0,31,379,2,58,0,0,,0,0,3,22
thibajo01,1994,1,QUE,NHL,18,898,12,2,2,0,1,35,423,3,148,1,2,,0,0,8,76
crawfco01,2007,1,CHI,NHL,5,224,1,2,0,1,1,8,112,,,,,,,,,
bironma01,2007,1,PHI,NHL,62,3539,30,20,9,1,5,153,1865,17,1049,9,8,,2,1,52,540
thibajo01,2003,1,CHI,NHL,14,821,5,7,2,0,1,39,450,,,,,,,,,
hrudeke01,1984,1,NYI,NHL,41,2335,19,17,3,2,2,141,1234,5,281,1,3,,1,0,8,149
middlli01,1982,1,NJD,NHL,9,412,0,6,1,0,0,37,220,,,,,,,,,
francem01,1950,1,NYR,NHL,5,260,1,1,2,,0,14,,,,,,,,,,
tayloda02,2007,1,LAK,NHL,1,20,0,0,0,0,0,2,10,,,,,,,,,
fuhrgr01,1988,1,EDM,NHL,59,3341,23,26,6,4,1,213,1714,7,417,3,4,,1,1,24,227
raynech01,1946,1,NYR,NHL,58,3480,22,30,6,,5,177,,,,,,,,,,
eliotda01,1984,1,LAK,NHL,33,1882,12,11,6,2,0,137,944,,,,,,,,,
