playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
coopeca01,,,Carson,Cooper,,Carson Eric,Shovel Shot,67.0,160.0,R,12323,18922.0,coopeca01,1924.0,1931.0,,,R,1899.0,7.0,17.0,Canada,ON,Cornwall,1955.0,7.0,4.0,Canada,ON,Hamilton
laingqu01,,,Quintin,Laing,,,,74.0,175.0,L,14779,29161.0,laingqu01,2003.0,2009.0,,,L,1979.0,6.0,8.0,Canada,SK,Harris,,,,,,
denislu01,,,Lulu,Denis,,Louis Gilbert,,68.0,140.0,R,12439,1326.0,denislu01,1949.0,1950.0,,,R,1928.0,6.0,7.0,Canada,SK,Vonda,,,,,,
bakerha01,,,Hamilton,Baker,,Hamilton George,Hammy,69.0,164.0,R,,,,,,,,R,1893.0,7.0,25.0,Canada,MB,Winnipeg,,,,,,
deshada01,,,David,Desharnais,,,,67.0,177.0,L,,73254.0,deshada01,2009.0,2011.0,,,C,1986.0,9.0,14.0,Canada,QC,Quebec,,,,,,
blackja01,,,James,Black,,James,Blackie,72.0,202.0,L,10118,401.0,blackja01,1989.0,2000.0,,,C,1969.0,8.0,15.0,Canada,SK,Regina,,,,,,
dacosst01,,,Stephane,Da Costa,,,,71.0,180.0,,,,dacosst01,2010.0,2011.0,,,R,1989.0,7.0,11.0,France,,Paris,,,,,,
strobar01,,,Art,Strobel,,Arthur George,,66.0,160.0,L,14470,13793.0,strobar01,1943.0,1943.0,,,L,1922.0,11.0,28.0,Canada,SK,Regina,1991.0,10.0,11.0,,,
waltero01,,,Ron,Walters,,Ronald Wayne,,72.0,175.0,R,,5629.0,waltero01,,,1972.0,1974.0,C,1948.0,3.0,9.0,Canada,AB,Castor,,,,,,
dehaaca01,,,Calvin,de Haan,,,,73.0,187.0,,,,dehaaca01,2011.0,2011.0,,,D,1991.0,5.0,9.0,,,,,,,,,
