playerid,award,year,lgid,note,pos
kellyre01,Second Team All-Star,1955,NHL,,D
stastpe01,Calder,1980,NHL,,
samsose01,Calder,1997,NHL,,
richama01,First Team All-Star,1948,NHL,,RW
mcsorma01,Plus-Minus,1990,NHL,tie,
mikitst01,Art Ross,1967,NHL,,
durnabi01,Vezina,1943,NHL,,
malkiev01,Art Ross,2008,NHL,,
lemiema01,Plus-Minus,1992,NHL,,
barrato01,Calder,1983,NHL,,
jagrja01,First Team All-Star,1999,NHL,,RW
parkbr01,First Team All-Star,1971,NHL,,D
prongch01,Second Team All-Star,1997,NHL,,D
dyeba01,Art Ross,1922,NHL,,
schrisw01,Calder,1934,NHL,,
laperja01,First Team All-Star,1964,NHL,,D
luongro01,Second Team All-Star,2006,NHL,,G
tardima01,Howe,1977,WHA,MVP,
gretzwa01,Second Team All-Star,1997,NHL,,C
bouchfr01,Lady Byng,1929,NHL,,
messima01,Hart,1989,NHL,,
howema01,First Team All-Star,1978,WHA,,LW
dionnma01,First Team All-Star,1979,NHL,,C
francro01,Lady Byng,2001,NHL,,
gainebo01,Selke,1979,NHL,,
kanepa01,Calder,2007,NHL,,
hampste01,Deneau,1972,WHA,Most Gentlemanly,
hamilal01,Second Team All-Star,1973,WHA,,D
ftorero01,Howe,1976,WHA,MVP,
lecavvi01,Richard,2006,NHL,,
hallgl01,First Team All-Star,1968,NHL,,G
bernise01,Playoff MVP,1976,WHA,,
bibeapa01,Second Team All-Star,1943,NHL,,G
leyri01,Murphy,1978,WHA,Best Defenceman,
breweca01,Second Team All-Star,1961,NHL,,D
worslgu01,Second Team All-Star,1965,NHL,,G
ovechal01,Pearson,2008,NHL,,
jagrja01,Second Team All-Star,1996,NHL,,RW
poilebu01,Second Team All-Star,1947,NHL,,RW
blaketo01,Hart,1938,NHL,,
hamilal01,First Team All-Star,1977,WHA,,D
morenho01,First Team All-Star,1930,NHL,,C
shoreed01,First Team All-Star,1930,NHL,,D
