year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1941,SF,A,TOR,NHL,NYR,NHL,4,2,0,13,12,
1957,SF,B,BOS,NHL,NYR,NHL,4,2,0,28,16,
1974,SCF,K,PHI,NHL,BUF,NHL,4,2,0,19,12,
1967,QF,C,STL,NHL,PHI,NHL,4,3,0,17,17,
1984,DSF,F,CHI,NHL,DET,NHL,3,0,0,23,8,
2003,CSF,L,SJS,NHL,COL,NHL,4,2,0,14,7,
1965,SCF,C,MTL,NHL,DET,NHL,4,2,0,18,14,
1989,DSF,G,LAK,NHL,CAL,NHL,4,2,0,29,24,
2007,CF,M,PIT,NHL,PHI,NHL,4,1,0,20,9,
1974,QF,,SDM,WHA,TOT,WHA,4,2,0,29,27,
1977,QF,H,PHI,NHL,BUF,NHL,4,1,0,16,11,
1998,CQF,F,COL,NHL,SJS,NHL,4,2,0,19,17,
2000,CQF,E,COL,NHL,VAN,NHL,4,0,0,16,9,
1989,CF,N,EDM,NHL,CHI,NHL,4,2,0,25,20,
2005,CSF,L,ANA,NHL,COL,NHL,4,0,0,16,4,
1991,SCF,O,PIT,NHL,CHI,NHL,4,0,0,15,10,
1987,DSF,B,BOS,NHL,BUF,NHL,4,2,0,28,22,
2000,CSF,I,NJD,NHL,TOR,NHL,4,3,0,21,18,
1967,QF,B,CHI,NHL,NYR,NHL,4,2,0,18,12,
1984,DSF,D,NYI,NHL,WAS,NHL,3,2,0,14,12,
1991,DF,L,EDM,NHL,VAN,NHL,4,2,0,18,15,
1975,Pre,D,TOR,NHL,PIT,NHL,2,1,0,8,3,
1980,QF,I,NYI,NHL,EDM,NHL,4,2,0,29,20,
1924,SCF,,VIC,WCHL,MTL,NHL,3,1,0,16,8,
1989,DSF,D,WAS,NHL,NJD,NHL,4,2,0,21,18,
1928,QF,C,TOR,NHL,DTC,NHL,2,0,0,7,2,TG
1921,SCF,,TRS,NHL,VML,PCHA,3,2,0,16,9,
1992,SCF,O,MTL,NHL,LAK,NHL,4,1,0,15,12,
2009,CQF,G,VAN,NHL,LAK,NHL,4,2,0,25,18,
2001,CQF,A,MTL,NHL,BOS,NHL,4,2,0,20,18,
1994,CQF,C,PIT,NHL,WAS,NHL,4,3,0,29,26,
2011,SCF,O,LAK,NHL,NJD,NHL,4,2,0,16,8,
1981,DSF,F,NYR,NHL,PHI,NHL,3,1,0,19,15,
1978,QF,E,NYI,NHL,CHI,NHL,4,0,0,14,3,
1971,SCF,G,BOS,NHL,NYR,NHL,4,2,0,18,16,
1947,SF,B,DET,NHL,NYR,NHL,4,2,0,17,12,
2002,CSF,L,MIN,NHL,VAN,NHL,4,3,0,26,17,
1992,DF,J,NYI,NHL,PIT,NHL,4,3,0,24,27,
1979,SF,M,PHI,NHL,MNS,NHL,4,1,0,27,14,
1981,DSF,E,NYI,NHL,PIT,NHL,3,2,0,22,13,
1972,DF,,NEW,WHA,CLC,WHA,4,1,0,16,14,
1975,Pre,A,BUF,NHL,STL,NHL,2,1,0,7,8,
1995,CQF,D,FLO,NHL,BOS,NHL,4,1,0,22,16,
1981,DSF,G,LAK,NHL,EDM,NHL,3,2,0,27,23,
1983,DF,J,NYI,NHL,WAS,NHL,4,1,0,20,13,
1936,QF,B,MTM,NHL,BOS,NHL,2,1,0,8,6,
1978,Pre,C,TOR,NHL,ATF,NHL,2,0,0,9,5,
1997,CQF,B,MTL,NHL,PIT,NHL,4,2,0,18,15,
1969,SF,F,STL,NHL,PIT,NHL,4,2,0,19,10,
1921,F,,REG,WCHL,EDE,WCHL,1,0,1,3,2,TG
1936,SCF,E,DET,NHL,NYR,NHL,3,2,0,9,8,
1984,SCF,O,EDM,NHL,PHI,NHL,4,1,0,21,14,
2001,CQF,D,TOR,NHL,NYI,NHL,4,3,0,22,21,
1999,CSF,I,PHI,NHL,PIT,NHL,4,2,0,15,14,
1973,QF,B,NYR,NHL,MTL,NHL,4,2,0,21,17,
1993,CF,N,VAN,NHL,TOR,NHL,4,1,0,16,9,
1919,SCF,,SEA,PCHA,OTS,NHL,3,2,0,15,11,
1983,DSF,G,EDM,NHL,WIN,NHL,3,0,0,18,7,
1955,SF,B,DET,NHL,TOR,NHL,4,1,0,14,10,
1970,SF,E,MTL,NHL,MNS,NHL,4,2,0,27,19,
1932,SF,D,NYR,NHL,DET,NHL,2,0,0,6,3,TG
1991,DSF,B,BOS,NHL,BUF,NHL,4,3,0,19,24,
1988,DF,K,CHI,NHL,STL,NHL,4,1,0,19,12,
1980,SF,N,MNS,NHL,CAL,NHL,4,2,0,25,18,
1976,SF,I,MTL,NHL,NYI,NHL,4,2,0,19,13,
1980,SCF,O,NYI,NHL,MNS,NHL,4,1,0,26,16,
2008,CSF,J,PIT,NHL,WAS,NHL,4,3,0,27,22,
1972,QF,A,MTL,NHL,BUF,NHL,4,2,0,21,16,
1978,SF,,EDO,WHA,NEW,WHA,4,3,0,35,29,
1994,CQF,B,PHI,NHL,BUF,NHL,4,1,0,18,13,
1970,SF,F,CHI,NHL,NYR,NHL,4,3,0,21,14,
1991,DSF,D,PIT,NHL,WAS,NHL,4,3,0,25,27,
1973,DF,,CHC,WHA,TOT,WHA,4,3,0,34,27,
1982,DSF,H,CAL,NHL,VAN,NHL,3,1,0,17,14,
1998,CQF,B,BUF,NHL,OTT,NHL,4,0,0,12,6,
1989,DSF,A,BOS,NHL,HAR,NHL,4,3,0,23,21,
1929,SCF,E,MTL,NHL,BOS,NHL,2,0,0,7,3,
1953,SF,A,DET,NHL,TOR,NHL,4,1,0,15,8,
1996,CQF,G,DET,NHL,STL,NHL,4,2,0,13,12,
1982,DSF,C,NYR,NHL,PHI,NHL,3,0,0,18,9,
1936,QF,C,NYR,NHL,TOR,NHL,2,0,0,5,1,
2005,SCF,O,CAR,NHL,EDM,NHL,4,3,0,19,16,
1980,SCF,O,NYI,NHL,MNS,NHL,4,1,0,26,16,
1928,SF,D,NYR,NHL,TOR,NHL,2,0,0,3,1,
1997,CQF,B,MTL,NHL,PIT,NHL,4,2,0,18,15,
1990,DSF,A,BOS,NHL,HAR,NHL,4,2,0,24,17,
1993,SCF,O,NYR,NHL,VAN,NHL,4,3,0,21,19,
1996,CF,M,PHI,NHL,NYR,NHL,4,1,0,20,13,
1975,QF,E,MTL,NHL,CHI,NHL,4,0,0,13,3,
1997,CQF,D,WAS,NHL,BOS,NHL,4,2,0,15,13,
1987,SCF,O,EDM,NHL,BOS,NHL,4,0,1,21,12,
1988,DSF,D,PIT,NHL,NYR,NHL,4,0,0,19,11,
2011,SCF,O,LAK,NHL,NJD,NHL,4,2,0,16,8,
2009,CQF,G,VAN,NHL,LAK,NHL,4,2,0,25,18,
1945,SF,B,BOS,NHL,DET,NHL,4,1,0,16,10,
1980,Pre,C,EDM,NHL,MTL,NHL,3,0,0,15,6,
1991,DSF,G,VAN,NHL,WIN,NHL,4,3,0,29,17,
2011,CQF,E,LAK,NHL,VAN,NHL,4,1,0,12,8,
1939,QF,C,DET,NHL,NYA,NHL,2,1,0,9,7,
1999,CF,M,NJD,NHL,PHI,NHL,4,3,0,18,15,
1946,SF,A,MTL,NHL,BOS,NHL,4,1,0,16,10,
1975,SCF,K,MTL,NHL,PHI,NHL,4,0,0,14,9,
1987,DF,L,EDM,NHL,CAL,NHL,4,0,0,18,11,
1929,QF,C,NYR,NHL,OTS,NHL,1,0,1,6,3,TG
1958,SF,A,MTL,NHL,CHI,NHL,4,2,0,21,16,
2005,CQF,G,ANA,NHL,CAL,NHL,4,3,0,17,16,
1949,SCF,C,DET,NHL,NYR,NHL,4,3,0,22,17,
1923,SCF,,MTL,NHL,CAT,WCHL,2,0,0,9,1,
1941,SF,D,DET,NHL,BOS,NHL,2,0,0,9,5,
1976,DSF,,WIJ,WHA,SDM,WHA,4,3,0,28,19,
2010,CSF,K,VAN,NHL,NAS,NHL,4,2,0,14,11,
1997,CQF,C,BUF,NHL,PHI,NHL,4,1,0,18,9,
1996,CQF,B,BUF,NHL,OTT,NHL,4,3,0,14,13,
2002,CQF,D,PHI,NHL,TOR,NHL,4,3,0,24,16,
1972,QF,B,NYR,NHL,BOS,NHL,4,1,0,22,11,
1998,CQF,B,BUF,NHL,OTT,NHL,4,0,0,12,6,
1977,SF,J,BOS,NHL,PHI,NHL,4,1,0,21,15,
2005,CQF,F,COL,NHL,DAL,NHL,4,1,0,18,15,
1992,DSF,B,MTL,NHL,QUE,NHL,4,2,0,19,16,
2008,CSF,J,PIT,NHL,WAS,NHL,4,3,0,27,22,
1981,SCF,O,NYI,NHL,VAN,NHL,4,0,0,18,10,
1993,CQF,F,VAN,NHL,CAL,NHL,4,3,0,23,20,
1995,CSF,J,PIT,NHL,NYR,NHL,4,1,0,21,15,
2000,CF,N,COL,NHL,STL,NHL,4,1,0,17,11,
1919,F,,SEA,PCHA,VML,PCHA,1,1,0,7,3,TG
1931,SF,A,NYR,NHL,MTL,NHL,3,1,0,13,9,
1996,SCF,O,DET,NHL,PHI,NHL,4,0,0,16,6,
2006,CSF,I,BUF,NHL,NYR,NHL,4,2,0,17,13,
1940,SF,D,DET,NHL,CHI,NHL,2,0,0,5,2,
1971,QF,D,STL,NHL,MNS,NHL,4,3,0,19,19,
1988,DSF,E,CHI,NHL,DET,NHL,4,2,0,25,18,
1988,DSF,D,PIT,NHL,NYR,NHL,4,0,0,19,11,
1976,Pre,A,NYI,NHL,CHI,NHL,2,0,0,7,3,
1982,DSF,F,MNS,NHL,TOR,NHL,3,1,0,18,18,
1975,QF,H,NYI,NHL,BUF,NHL,4,2,0,21,18,
1993,CQF,A,NYR,NHL,NYI,NHL,4,0,0,22,3,
2011,CF,M,NJD,NHL,NYR,NHL,4,2,0,15,14,
1954,SF,B,MTL,NHL,BOS,NHL,4,1,0,16,9,
1983,DSF,G,EDM,NHL,WIN,NHL,3,0,0,18,7,
2011,CQF,B,WAS,NHL,BOS,NHL,4,3,0,16,15,
1984,CF,N,EDM,NHL,CHI,NHL,4,2,0,44,25,
2011,CQF,C,NJD,NHL,FLO,NHL,4,3,0,18,17,
1972,DSF,,NEW,WHA,OTN,WHA,4,1,0,24,17,
1976,QF,E,MTL,NHL,STL,NHL,4,0,0,19,4,
1999,CQF,H,DET,NHL,LAK,NHL,4,0,0,15,6,
1971,SCF,G,BOS,NHL,NYR,NHL,4,2,0,18,16,
1965,SF,B,DET,NHL,CHI,NHL,4,2,0,22,10,
1988,DSF,F,STL,NHL,MNS,NHL,4,1,0,23,15,
1969,QF,A,CHI,NHL,DET,NHL,4,0,0,16,8,
1985,DSF,G,EDM,NHL,VAN,NHL,3,0,0,17,5,
1935,QF,C,NYA,NHL,CHI,NHL,1,1,0,7,5,TG
1974,ACF,,HOU,WHA,QUN,WHA,4,0,0,20,7,
1944,SF,B,DET,NHL,BOS,NHL,4,3,0,22,22,
1981,DSF,H,VAN,NHL,CAL,NHL,3,0,0,10,5,
1958,SF,B,TOR,NHL,BOS,NHL,4,3,0,20,21,
1973,QF,D,CHI,NHL,LAK,NHL,4,1,0,10,7,
1987,SCF,O,EDM,NHL,BOS,NHL,4,0,1,21,12,
1973,SF,E,BOS,NHL,CHI,NHL,4,2,0,28,20,
1979,Pre,D,BOS,NHL,PIT,NHL,3,2,0,21,14,
2010,CF,N,VAN,NHL,SJS,NHL,4,1,0,20,13,
1947,SCF,C,TOR,NHL,DET,NHL,4,0,0,18,7,
1979,SF,N,NYI,NHL,BUF,NHL,4,2,0,22,17,
1979,Pre,E,NYI,NHL,LAK,NHL,3,1,0,21,10,
2009,CQF,D,PIT,NHL,OTT,NHL,4,2,0,24,19,
1979,Pre,C,MTL,NHL,HAR,NHL,3,0,0,18,8,
1992,DSF,G,VAN,NHL,WIN,NHL,4,2,0,21,17,
2009,CQF,H,DET,NHL,PHO,NHL,4,3,0,26,18,
1973,QF,C,PHI,NHL,ATF,NHL,4,0,0,17,6,
2008,CQF,B,WAS,NHL,NYR,NHL,4,3,0,19,11,
1980,Pre,D,NYR,NHL,LAK,NHL,3,1,0,23,12,
1927,SCF,E,NYR,NHL,MTM,NHL,3,2,0,5,6,
1967,QF,C,STL,NHL,PHI,NHL,4,3,0,17,17,
2008,CSF,I,CAR,NHL,BOS,NHL,4,3,0,16,17,
1987,DF,I,BOS,NHL,MTL,NHL,4,1,0,15,10,
1969,SF,F,STL,NHL,PIT,NHL,4,2,0,19,10,
2003,CQF,E,DET,NHL,NAS,NHL,4,2,0,12,9,
2008,CQF,E,AND,NHL,SJS,NHL,4,2,0,18,10,
1999,CQF,G,COL,NHL,PHO,NHL,4,1,0,17,10,
1989,DSF,H,EDM,NHL,WIN,NHL,4,3,0,24,22,
1994,CQF,B,PHI,NHL,BUF,NHL,4,1,0,18,13,
1959,SF,B,TOR,NHL,DET,NHL,4,2,0,20,16,
1984,DSF,E,MNS,NHL,STL,NHL,3,0,0,9,5,
1998,CSF,L,COL,NHL,DET,NHL,4,2,0,21,14,
1995,CQF,C,NYR,NHL,MTL,NHL,4,2,0,19,17,
1981,DSF,E,NYI,NHL,PIT,NHL,3,2,0,22,13,
1928,QF,B,NYR,NHL,NYA,NHL,1,0,1,1,0,TG
