year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
2005,NHL,ANA,26,10,,5,17,17,,7,,,,,6,5,,1,5,6,,3,6,4,,2,7.0,2.0,,4,3.0,2.0,,1,11,4,,1,5,4,,0
1975,WHA,HOU,33,7,0.0,,20,20,0.0,,,,,,3,4,0,,11,3,0,,7,6,0,,10.0,5.0,0.0,,9.0,4.0,0.0,,9,5,0,,4,0,0,
1970,NHL,CLF,17,21,1.0,,3,32,4.0,,,,,,1,7,2,,5,8,0,,5,7,0,,4.0,10.0,1.0,,2.0,11.0,0.0,,3,8,2,,0,2,0,
1992,NHL,EDM,16,21,5.0,,10,29,3.0,,,,,,3,8,1,,5,4,3,,5,9,1,,5.0,6.0,3.0,,5.0,7.0,0.0,,3,10,0,,0,6,0,
1926,NHL,CHI,12,8,2.0,,7,14,1.0,,,,,,,,,,2,3,0,,6,3,1,,2.0,6.0,1.0,,4.0,6.0,0.0,,5,4,1,,,,,
1937,NHL,MTM,9,13,2.0,,3,17,4.0,,,,,,,,,,4,5,1,,2,6,0,,3.0,5.0,3.0,,2.0,9.0,1.0,,1,5,1,,,,,
1992,NHL,NYR,20,17,5.0,,14,22,6.0,,,,,,7,4,1,,4,6,2,,8,6,1,,4.0,5.0,3.0,,5.0,4.0,3.0,,5,6,1,,1,8,0,
1989,NHL,NYI,15,17,8.0,,16,21,3.0,,,,,,3,6,3,,3,12,0,,9,3,1,,9.0,3.0,1.0,,4.0,5.0,3.0,,3,9,3,,,,,
1993,NHL,WAS,17,16,9.0,,22,19,1.0,,,,,,6,7,0,,4,6,1,,7,4,2,,5.0,7.0,1.0,,9.0,2.0,2.0,,4,6,4,,4,3,0,
1981,NHL,PHI,25,10,5.0,,13,21,6.0,,,,,,8,2,1,,4,8,0,,10,3,0,,6.0,6.0,3.0,,4.0,6.0,2.0,,5,5,4,,1,1,1,
1995,NHL,DET,36,3,2.0,,26,10,5.0,,,,,,5,4,2,,9,2,0,,13,1,0,,8.0,2.0,2.0,,11.0,2.0,0.0,,12,1,1,,4,1,2,
2007,NHL,CAL,21,11,,9,21,19,,1,,,,,6,3,,3,4,10,,0,9,1,,4,7.0,3.0,,1,7.0,6.0,,1,7,6,,1,2,1,,0
2000,NHL,VAN,21,12,5.0,3,15,16,6.0,4,,,,,6,2,2,1,7,6,1,1,6,3,1,2,8.0,7.0,0.0,0,6.0,3.0,1.0,1,2,4,6,2,1,3,0,0
1926,NHL,NYR,14,5,3.0,,11,8,3.0,,,,,,,,,,4,1,0,,3,5,1,,8.0,1.0,2.0,,5.0,4.0,1.0,,5,2,2,,,,,
2006,NHL,NAS,28,8,,5,23,15,,3,,,,,7,3,,1,10,2,,1,9,5,,1,10.0,3.0,,0,7.0,5.0,,1,6,5,,3,2,0,,1
1992,NHL,STL,22,13,7.0,,15,23,4.0,,,,,,5,6,1,,3,6,3,,5,7,1,,9.0,4.0,2.0,,7.0,6.0,1.0,,6,4,1,,2,3,2,
1919,PCHA,SEA,8,3,0.0,,4,7,0.0,,,,,,,,,,,,,,1,1,0,,5.0,3.0,0.0,,3.0,5.0,0.0,,3,1,0,,,,,
1984,NHL,NJD,13,21,6.0,,9,27,4.0,,,,,,3,6,0,,4,6,2,,5,8,2,,3.0,9.0,1.0,,3.0,6.0,3.0,,4,10,1,,0,3,1,
2010,NHL,BOS,22,13,,6,24,12,,5,,,,,6,2,,0,6,6,,2,8,3,,3,8.0,4.0,,2,8.0,4.0,,0,7,4,,4,3,2,,0
1972,NHL,NYR,26,8,5.0,,21,15,3.0,,,,,,6,3,1,,9,4,1,,8,5,1,,11.0,1.0,1.0,,7.0,3.0,2.0,,6,7,1,,0,0,1,
2002,NHL,BUF,18,16,5.0,2,9,21,5.0,6,,,,,3,5,2,0,1,9,2,1,4,8,1,1,7.0,2.0,2.0,2,4.0,7.0,1.0,1,7,5,1,3,1,1,1,0
2009,NHL,NYR,18,17,,6,20,16,,5,,,,,8,5,,1,5,8,,0,6,4,,3,6.0,7.0,,3,3.0,3.0,,0,6,5,,3,4,1,,1
1960,NHL,NYR,15,15,5.0,,7,23,5.0,,,,,,4,7,0,,3,6,2,,3,7,3,,4.0,5.0,3.0,,5.0,7.0,1.0,,3,6,1,,,,,
2009,NHL,COL,24,14,,3,19,16,,6,,,,,10,2,,2,5,6,,3,8,5,,1,7.0,5.0,,0,5.0,2.0,,0,6,8,,1,2,2,,2
1976,NHL,CHI,19,16,5.0,,7,27,6.0,,,,,,7,5,1,,3,7,1,,2,8,4,,6.0,4.0,3.0,,5.0,8.0,1.0,,3,9,1,,0,2,0,
2003,NHL,TOR,22,14,3.0,2,23,10,7.0,1,,,,,4,3,2,1,8,3,3,1,9,1,2,1,8.0,6.0,1.0,0,6.0,6.0,1.0,0,8,5,1,0,2,0,0,0
2006,NHL,ATL,23,12,,6,20,16,,5,,,,,8,2,,3,8,5,,1,7,4,,2,6.0,5.0,,2,3.0,7.0,,2,9,4,,1,2,1,,0
1998,NHL,FLO,17,17,7.0,,13,17,11.0,,,,,,3,3,3,,5,5,2,,5,5,1,,5.0,4.0,6.0,,4.0,5.0,4.0,,5,6,2,,3,6,0,
2000,NHL,DET,27,9,3.0,2,22,11,6.0,2,,,,,7,4,0,1,8,4,1,1,7,5,2,1,8.0,3.0,1.0,1,9.0,0.0,2.0,0,7,3,3,0,3,1,0,0
1985,NHL,VAN,17,18,5.0,,6,26,8.0,,,,,,5,4,2,,4,9,1,,4,8,1,,3.0,6.0,3.0,,2.0,7.0,2.0,,4,7,4,,1,3,0,
1990,NHL,EDM,22,15,3.0,,15,22,3.0,,,,,,2,7,2,,5,7,0,,11,3,0,,7.0,5.0,1.0,,5.0,8.0,1.0,,7,7,2,,,,,
2005,NHL,DAL,28,11,,2,25,12,,4,,,,,6,4,,1,10,3,,0,8,5,,0,11.0,3.0,,1,3.0,2.0,,1,11,3,,1,4,3,,2
2011,NHL,NYR,27,12,,2,24,12,,5,,,,,4,3,,3,9,2,,0,10,4,,1,8.0,3.0,,1,9.0,3.0,,1,10,6,,1,1,3,,0
1980,NHL,EDM,17,13,10.0,,12,22,6.0,,,,,,2,4,3,,4,8,2,,2,9,1,,8.0,4.0,2.0,,5.0,7.0,2.0,,6,3,5,,2,0,1,
1996,NHL,OTT,16,17,8.0,,15,19,7.0,,,,,,3,3,4,,4,7,2,,4,7,1,,4.0,6.0,3.0,,6.0,5.0,3.0,,5,6,2,,5,2,0,
1936,NHL,TOR,14,9,1.0,,8,12,4.0,,,,,,,,,,3,5,1,,4,4,0,,5.0,6.0,1.0,,6.0,5.0,1.0,,4,1,2,,,,,
1912,PCHA,VML,5,3,0.0,,2,4,0.0,,,,,,,,,,,,,,2,1,0,,2.0,2.0,0.0,,2.0,4.0,0.0,,1,0,0,,,,,
1974,WHA,WIJ,23,13,3.0,,15,22,2.0,,,,,,4,1,0,,7,5,1,,6,8,0,,3.0,7.0,1.0,,7.0,6.0,1.0,,11,5,1,,0,3,1,
1967,NHL,MTL,26,5,6.0,,16,17,4.0,,,,,,5,1,2,,3,8,3,,6,5,3,,10.0,0.0,1.0,,10.0,2.0,1.0,,8,6,0,,,,,
2003,NHL,BUF,21,13,4.0,3,16,21,3.0,1,,,,,6,5,0,0,5,6,2,1,4,8,1,0,8.0,6.0,2.0,0,5.0,5.0,1.0,0,9,2,1,3,0,2,0,0
1976,NHL,ATF,22,11,7.0,,12,23,5.0,,,,,,5,6,2,,6,2,4,,7,5,1,,5.0,4.0,4.0,,3.0,9.0,0.0,,7,8,0,,1,0,1,
1987,NHL,NYR,22,13,5.0,,14,21,5.0,,,,,,4,5,3,,4,8,0,,6,6,2,,6.0,6.0,1.0,,7.0,4.0,2.0,,8,5,1,,1,0,1,
2002,NHL,MIN,25,13,3.0,0,17,16,7.0,1,,,,,8,1,2,0,5,6,3,0,7,4,2,1,5.0,7.0,1.0,0,7.0,4.0,0.0,0,9,5,2,0,1,2,0,0
1992,NHL,TOR,25,11,6.0,,19,18,5.0,,,,,,6,4,2,,5,5,1,,4,7,3,,9.0,4.0,1.0,,8.0,2.0,2.0,,9,3,2,,3,4,0,
