playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
baileac01,1932,1,TOR,NHL,R,47.0,10.0,8.0,18.0,52.0,,,,,,,,,8.0,0.0,1.0,1.0,4.0,,,,,,,
ingarea01,1964,1,NYR,NHL,C,69.0,15.0,13.0,28.0,40.0,,3.0,,1.0,,1.0,1.0,,,,,,,,,,,,,
cyrde01,1984,1,STL,NHL,R,9.0,5.0,3.0,8.0,0.0,1.0,0.0,,0.0,,1.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,,0.0,4.0
gaudean01,1972,1,QUN,WHA,C,77.0,27.0,44.0,71.0,12.0,,0.0,,5.0,,3.0,,,,,,,,,,,,,,
mcnamha01,1916,1,MOC,NHA,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
reinpst01,2007,1,PHO,NHL,C,81.0,16.0,30.0,46.0,26.0,-3.0,5.0,7.0,1.0,0.0,0.0,,105.0,,,,,,,,,,,,
laflach01,2002,1,STL,NHL,D,47.0,0.0,9.0,9.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,5.0,0.0,0.0,0.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,4.0
jacksje01,1988,1,QUE,NHL,L,33.0,4.0,6.0,10.0,28.0,-15.0,0.0,0.0,1.0,0.0,2.0,0.0,40.0,,,,,,,,,,,,
fotiuni01,1983,1,NYR,NHL,L,40.0,7.0,6.0,13.0,115.0,8.0,0.0,,0.0,,2.0,0.0,40.0,,,,,,,,,,,,
colbojo01,2011,1,TOR,NHL,C,10.0,1.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,,7.0,,,,,,,,,,,,
pahlssa01,2003,1,ANA,NHL,C,82.0,8.0,14.0,22.0,52.0,-2.0,1.0,0.0,0.0,2.0,2.0,0.0,134.0,,,,,,,,,,,,
hiemeul01,1985,1,NJD,NHL,D,50.0,8.0,16.0,24.0,61.0,-1.0,6.0,,0.0,,1.0,0.0,100.0,,,,,,,,,,,,
corvojo01,2002,1,LAK,NHL,D,50.0,5.0,7.0,12.0,14.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,84.0,,,,,,,,,,,,
donnemi01,1992,1,LAK,NHL,L,84.0,29.0,40.0,69.0,45.0,17.0,8.0,11.0,1.0,0.0,2.0,0.0,244.0,24.0,6.0,7.0,13.0,14.0,3.0,0.0,3.0,0.0,0.0,0.0,43.0
lasakja01,2002,1,NAS,NHL,G,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
hawgogr01,1993,1,PHI,NHL,D,19.0,3.0,12.0,15.0,19.0,2.0,3.0,8.0,0.0,0.0,0.0,0.0,37.0,,,,,,,,,,,,
foxgr01,1982,1,CHI,NHL,D,76.0,0.0,12.0,12.0,81.0,11.0,0.0,,0.0,,0.0,0.0,55.0,13.0,0.0,3.0,3.0,22.0,,0.0,,0.0,,0.0,
mckendo01,1955,1,BOS,NHL,C,65.0,10.0,24.0,34.0,20.0,,,,,,,,,,,,,,,,,,,,
zubruda01,2002,1,WAS,NHL,C,63.0,13.0,22.0,35.0,43.0,15.0,2.0,2.0,0.0,0.0,0.0,0.0,104.0,6.0,2.0,2.0,4.0,4.0,-2.0,1.0,0.0,0.0,0.0,0.0,9.0
oliveha01,1927,1,BOS,NHL,R,43.0,13.0,5.0,18.0,20.0,,,,,,,,,2.0,2.0,0.0,2.0,4.0,,,,,,,
staalma01,2007,1,NYR,NHL,D,80.0,2.0,8.0,10.0,42.0,2.0,0.0,0.0,0.0,1.0,0.0,,78.0,10.0,1.0,2.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,11.0
reidto01,1969,1,MNS,NHL,D,66.0,1.0,7.0,8.0,51.0,-10.0,0.0,,0.0,,1.0,0.0,89.0,6.0,0.0,1.0,1.0,4.0,,0.0,,0.0,,0.0,
lapoigu01,1976,1,MTL,NHL,D,77.0,25.0,51.0,76.0,53.0,69.0,10.0,,0.0,,6.0,1.0,289.0,12.0,3.0,9.0,12.0,4.0,,1.0,,0.0,,0.0,
jackmri01,2005,2,FLO,NHL,D,15.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,,25.0,,,,,,,,,,,,
stevesc01,1984,1,WAS,NHL,D,80.0,21.0,44.0,65.0,221.0,19.0,16.0,,0.0,,5.0,0.0,170.0,5.0,0.0,1.0,1.0,20.0,-4.0,0.0,,0.0,,0.0,11.0
reeceda01,1975,1,BOS,NHL,G,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,
wrighja01,1999,1,DAL,NHL,L,23.0,1.0,4.0,5.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,,,,,,,,,,,
corbere01,1996,1,COL,NHL,L,76.0,12.0,15.0,27.0,67.0,14.0,1.0,2.0,0.0,0.0,3.0,1.0,128.0,17.0,2.0,2.0,4.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0
floodma01,2009,1,NYI,NHL,D,6.0,0.0,1.0,1.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,,5.0,,,,,,,,,,,,
lefebsy01,1994,1,QUE,NHL,D,48.0,2.0,11.0,13.0,17.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,81.0,6.0,0.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
flemire01,1965,1,BOS,NHL,L,34.0,4.0,6.0,10.0,42.0,,0.0,,0.0,,1.0,0.0,,,,,,,,,,,,,
fankhsc01,1999,1,ATL,NHL,G,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
milleki01,1993,1,SJS,NHL,C,11.0,2.0,2.0,4.0,6.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,
kapanni01,2007,1,PHO,NHL,C,79.0,10.0,18.0,28.0,34.0,-1.0,5.0,10.0,0.0,0.0,5.0,,85.0,,,,,,,,,,,,
