raceid,driverid,stop,lap,time,duration,milliseconds
962,825,3,38,21:17:53,29.754,29754
971,817,2,39,19:09:27,25.2,25200
872,3,2,38,15:01:21,21.854,21854
970,13,1,2,14:07:51,23.123,23123
857,15,2,27,15:49:31,22.894,22894
892,817,1,22,14:36:44,24.319,24319
866,18,1,15,14:23:32,21.748,21748
899,822,1,17,14:26:13,24.166,24166
877,10,1,27,17:57:44,19.884,19884
917,815,2,25,14:35:57,22.997,22997
929,829,2,33,19:01:49,26.479,26479
893,814,1,20,20:42:28,29.667,29667
962,3,3,33,21:07:19,28.97,28970
928,829,1,16,14:32:55,24.132,24132
859,20,3,59,15:20:05,22.094,22094
858,13,1,15,17:30:30,20.471,20471
931,1,1,38,14:53:49,24.181,24181
868,8,2,34,13:59:31,25.871,25871
971,807,2,36,19:04:58,25.135,25135
861,37,3,39,18:22:06,28.483,28483
895,18,2,23,15:42:30,26.263,26263
963,821,3,39,16:13:44,25.006,25006
887,18,1,11,13:22:03,24.745,24745
849,155,2,20,13:40:27,31.551,31551
971,826,1,13,18:25:35,25.204,25204
977,835,1,34,14:43:13,22.233,22233
870,1,2,40,15:05:18,19.059,19059
859,817,2,41,14:59:46,22.904,22904
937,20,1,14,14:34:26,22.681,22681
900,815,2,11,17:27:03,22.497,22497
850,13,3,59,15:39:43,21.903,21903
856,24,3,38,16:16:35,22.092,22092
844,18,3,39,16:05:05,21.417,21417
942,20,1,18,14:40:12,25.019,25019
963,825,1,1,15:06:24,30.679,30679
891,821,2,28,14:58:53,22.712,22712
860,3,2,31,17:52:34,23.017,23017
953,822,3,49,15:22:23,24.673,24673
848,18,1,14,14:28:31,20.997,20997
864,10,2,26,14:44:13,20.902,20902
863,10,2,23,15:43:55,29.648,29648
896,824,2,33,15:56:05,25.383,25383
893,813,3,41,21:26:35,30.175,30175
959,13,2,26,14:39:36,36.395,36395
892,819,1,17,14:29:42,25.569,25569
916,20,3,26,14:52:33,23.799,23799
862,817,2,33,16:01:52,22.318,22318
848,153,1,19,14:37:50,21.391,21391
875,20,1,15,15:30:06,19.83,19830
886,814,1,56,15:18:16,21.066,21066
887,17,1,10,13:20:19,31.448,31448
907,825,1,10,14:15:40,21.67,21670
863,13,1,8,15:17:14,23.557,23557
905,155,2,62,15:34:01,25.116,25116
887,3,3,42,14:17:48,25.436,25436
913,154,1,10,20:23:40,29.322,29322
949,830,1,10,18:20:31,25.81,25810
937,3,2,31,15:07:43,22.765,22765
872,813,1,13,14:23:38,22.97,22970
850,17,2,30,14:52:32,21.299,21299
894,822,2,28,15:54:54,24.24,24240
898,18,1,20,13:42:04,24.589,24589
912,821,3,49,15:19:29,26.849,26849
907,828,1,28,14:39:03,23.177,23177
861,1,3,41,18:22:31,26.338,26338
969,826,1,34,16:57:51,25.559,25559
940,13,1,1,14:06:55,34.166,34166
847,2,1,35,16:10:18,23.113,23113
945,815,1,6,17:14:27,21.922,21922
895,820,1,11,15:22:39,23.648,23648
855,4,1,10,15:20:34,21.147,21147
847,18,1,8,13:15:11,23.65,23650
931,18,1,35,14:50:28,25.062,25062
931,18,2,64,15:30:17,24.661,24661
929,831,2,24,18:44:52,25.898,25898
951,3,1,21,15:41:55,29.709,29709
897,3,1,10,17:21:41,21.653,21653
913,8,1,11,20:25:15,29.702,29702
959,154,1,17,14:26:51,20.301,20301
880,822,2,24,17:42:08,23.215,23215
