constructorid,constructorref,name,nationality,url
1,Макларен,МакЛарен,Британские,http://en.wikipedia.org/wiki/McLaren
2,bmw_sauber,BMW Sauber,Немецкий,http://en.wikipedia.org/wiki/BMW_Sauber
4,resnault,Рено,Французский,http://en.wikipedia.org/wiki/Renault_F1
15,Щекотливый,Саубер,Швейцария,http://en.wikipedia.org/wiki/Sauber
17,Джордан,Иордания,Ирландский,http://en.wikipedia.org/wiki/Jordan_Grand_Prix
18,Минарди,Минарди,Итальянский,http://en.wikipedia.org/wiki/Minardi
20,Прост,Прост,Французский,http://en.wikipedia.org/wiki/Prost_Grand_Prix
34,Брабхем,Брэбхэм,Британские,http://en.wikipedia.org/wiki/Brabham
35,Даллара,Даллара,Итальянский,http://en.wikipedia.org/wiki/Dallara
41,Лейтон,Лейтон Хаус,Британские,http://en.wikipedia.org/wiki/Leyton_House
44,Евробрун,Евро Брун,Итальянский,http://en.wikipedia.org/wiki/euro_Brun
48,риал,Rial,Немецкий,http://en.wikipedia.org/wiki/Rial_%28racing_team%29
52,дух,Дух,Британские,http://en.wikipedia.org/wiki/Spirit_(gacing_team)
60,Мерзарио,Мерзарио,Итальянский,http://en.wikipedia.org/wiki/Merzario
68,Лек,ЛИК,Британские,http://en.wikipedia.org/wiki/LEC_(Formula_One)
72,Койма,Kojima,Японский,http://en.wikipedia.org/wiki/Kojima_Engineering
81,текно,Текно,Итальянский,http://en.wikipedia.org/wiki/Tecno
82,Матра,Матра,Французский,http://en.wikipedia.org/wiki/Matra
105,Мазерати,Мазерати,Итальянский,http://en.wikipedia.org/wiki/Maserati
108,Эпперли,Эпперли,Американцы,http://en.wikipedia.org/wiki/Epperly
112,Месковский,Месковски,Американцы,http://en.wikipedia.org/wiki/Meskovsky
118,vanwall,Ванволл,Британские,http://en.wikipedia.org/wiki/Vanwall
120,Дюнн,Данн,Американцы,http://en.wikipedia.org/wiki/Dunn_Engineering
123,Фрай,Фрай,Британские,http://en.wikipedia.org/wiki/Fry_(gacing_team)
130,Базатти,Бугатти,Французский,http://en.wikipedia.org/wiki/Bugatti
131,Мерседес,Мерседес,Немецкий,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One
132,Лансия,Лансия,Итальянский,http://en.wikipedia.org/wiki/Lancia_in_Formula_One
139,Бром,Бромм,Американцы,http://en.wikipedia.org/wiki/Bromme
141,Симка,Симка,Французский,http://en.wikipedia.org/wiki/Simca
142,Черт побери.,Тёрнер,Американцы,http://en.wikipedia.org/wiki/Turner_ (конструктор)
143,Дель_рой,Дель Рой,Американцы,http://en.wikipedia.org/wiki/Del_Roy
149,Шерман,Шерман,Американцы,http://en.wikipedia.org/wiki/Sherman_ (constructor)
153,Цыгане,Цизиталия,Итальянский,http://en.wikipedia.org/wiki/Cisitalia
170,Копер-климакс,Купер-Климакс,Британские,http://en.wikipedia.org/wiki/Cooper_Car_Company
174,Де-томасо-оска,Де Томасо-Оска,Итальянский,http://en.wikipedia.org/wiki/De_Tomaso
178,Купер-альфа_ромео,Купер-Альфа Ромео,Британские,http://en.wikipedia.org/wiki/Cooper_Car_Company
183,brabham-climax,Брэбхам-Климакс,Британские,http://en.wikipedia.org/wiki/Brabham
185,Ids-alfa_romeo,LDS-Alfa Romeo,Южная Африка,http://en.wikipedia.org/wiki/LDS_(automobile)
205,Лотос - гонка,Лотос,Малайзия,http://en.wikipedia.org/wiki/Lotus_Racing
208,Лотос_f1,Лотос F1,Британские,http://en.wikipedia.org/wiki/Lotus_F1
209,манур,Поместье Маруссии,Британские,http://en.wikipedia.org/wiki/Manor_Motorsport
210,Гаа,Команда &lt; &lt; Хаас F1 &gt; &gt;,Американцы,http://en.wikipedia.org/wiki/Haas_F1_Team
