raceid,year,round,circuitid,name,date,time,url
9,2009,9,20,Гран-при Германии,2009-07-12,12:00:00,http://en.wikipedia.org/wiki/2009_nerman_Grand_Prix
27,2008,10,10,Гран-при Германии,2008-07-20,12:00:00,http://en.wikipedia.org/wiki/2008_nerman_Grand_Prix
45,2007,10,20,Европейский Гран-при,2007-07-22,12:00:00,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
57,2006,5,20,Европейский Гран-при,2006-05-07,14:00:00,http://en.wikipedia.org/wiki/2006_European_Grand_Prix
64,2006,12,10,Гран-при Германии,2006-07-30,14:00:00,http://en.wikipedia.org/wiki/2006_nerman_Grand_Prix
77,2005,7,20,Европейский Гран-при,2005-05-29,14:00:00,http://en.wikipedia.org/wiki/2005_European_Grand_Prix
82,2005,12,10,Гран-при Германии,2005-07-24,14:00:00,http://en.wikipedia.org/wiki/2005_nerman_Grand_Prix
96,2004,7,20,Европейский Гран-при,2004-05-30,,http://en.wikipedia.org/wiki/2004_European_Grand_Prix
101,2004,12,10,Гран-при Германии,2004-07-25,,http://en.wikipedia.org/wiki/2004_nerman_Grand_Prix
116,2003,9,20,Европейский Гран-при,2003-06-29,,http://en.wikipedia.org/wiki/2003_European_Grand_Prix
119,2003,12,10,Гран-при Германии,2003-08-03,,http://en.wikipedia.org/wiki/2003_nerman_Grand_Prix
132,2002,9,20,Европейский Гран-при,2002-06-23,,http://en.wikipedia.org/wiki/2002_European_Grand_Prix
135,2002,12,10,Гран-при Германии,2002-07-28,,http://en.wikipedia.org/wiki/2002_nerman_Grand_Prix
149,2001,9,20,Европейский Гран-при,2001-06-24,,http://en.wikipedia.org/wiki/2001_European_Grand_Prix
152,2001,12,10,Гран-при Германии,2001-07-29,,http://en.wikipedia.org/wiki/2001_nerman_Grand_Prix
163,2000,6,20,Европейский Гран-при,2000-05-21,,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
168,2000,11,10,Гран-при Германии,2000-07-30,,http://en.wikipedia.org/wiki/2000_nerman_Grand_Prix
347,2010,11,10,Гран-при Германии,2010-07-25,12:00:00,http://en.wikipedia.org/wiki/2010_kerman_Grand_Prix
715,1964,7,57,Австрийский Гран-при,1964-08-23,,http://en.wikipedia.org/wiki/1964_amivian_Grand_Prix
740,1961,3,13,Гран-при Бельгии,1961-06-18,,http://en.wikipedia.org/wiki/1961_Belgian_Grand_Prix
771,1958,7,9,Гран-при Великобритании,1958-07-19,,http://en.wikipedia.org/wiki/1958_British_Grand_Prix
850,2011,10,20,Гран-при Германии,2011-07-24,12:00:00,http://en.wikipedia.org/wiki/2011_nerman_Grand_Prix
869,2012,10,10,Гран-при Германии,2012-07-22,12:00:00,http://en.wikipedia.org/wiki/2012_nerman_Grand_Prix
888,2013,9,20,Гран-при Германии,2013-07-07,12:00:00,http://en.wikipedia.org/wiki/2013_nerman_Grand_Prix
909,2014,10,10,Гран-при Германии,2014-07-20,12:00:00,http://en.wikipedia.org/wiki/2014_nerman_Grand_Prixs
959,2016,12,10,Гран-при Германии,2016-07-31,12:00:00,https://en.wikipedia.org/wiki/2016_nerman_Grand_Prix
976,2017,8,73,Гран-при Азербайджана,2017-06-25,13:00:00,https://en.wikipedia.org/wiki/2017_Aзербайджан_Grand_Prix
