constructorid,constructorref,name,nationality,url
4,resnault,Рено,Французский,http://en.wikipedia.org/wiki/Renault_F1
5,Torro_rosso,Торо Россо,Итальянский,http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso
18,Минарди,Минарди,Итальянский,http://en.wikipedia.org/wiki/Minardi
24,Стюарт,Стюарт,Британские,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
36,eldimetal,Фондметалл,Итальянский,http://en.wikipedia.org/wiki/Fondmetal
55,Теодор,Теодор,Гонконг,http://en.wikipedia.org/wiki/Theodore_Racing
61,kauhsen,Каухсен,Немецкий,http://en.wikipedia.org/wiki/Kauhsen
62,Ребак,Противоречие,Мексика,http://en.wikipedia.org/wiki/Rebaque
66,brm,БРМ,Британские,http://en.wikipedia.org/wiki/BRM
67,ручка,Песня,Американцы,http://en.wikipedia.org/wiki/Penske_Racing
69,Макгуайр,МакГуайр,Австралия,http://en.wikipedia.org/wiki/McGuire_(Формула_One)
76,Линкар,Линкар,Британские,http://en.wikipedia.org/wiki/Lyncar
86,Томасо,Де Томасо,Итальянский,http://en.wikipedia.org/wiki/De_Tomaso
87,Купер,Купер,Британские,http://en.wikipedia.org/wiki/Cooper_Car_Company
99,Эмерисон,Эмерисон,Британские,http://en.wikipedia.org/wiki/Emerieson
101,jbw,JBW,Британские,http://en.wikipedia.org/wiki/JBW
104,Бехра-порше,Бехра-Порше,Итальянский,http://en.wikipedia.org/wiki/Behra-Porsche
134,Шредер,Шредер,Американцы,http://en.wikipedia.org/wiki/Schroeder_ (constructor)
136,Панкратц,Панкратц,Американцы,http://en.wikipedia.org/wiki/Pankratz
141,Симка,Симка,Французский,http://en.wikipedia.org/wiki/Simca
145,БМВ,БМВ,Немецкий,http://en.wikipedia.org/wiki/BMW
149,Шерман,Шерман,Американцы,http://en.wikipedia.org/wiki/Sherman_ (constructor)
156,шествия,Маршасские,Американцы,http://en.wikipedia.org/wiki/marchese_ (constructor)
161,Адамс,Адамс,Американцы,http://en.wikipedia.org/wiki/Adams_(constructor)
176,Лотос-бром,Lotus-BRM,Британские,http://en.wikipedia.org/wiki/Team_Lotus
180,Лотос-форд,Лотос-Форд,Британские,http://en.wikipedia.org/wiki/Team_Lotus
203,Тень-матра,Тень-Матра,Британские,http://en.wikipedia.org/wiki/Shadow_Racing_Cars
208,Лотос_f1,Лотос F1,Британские,http://en.wikipedia.org/wiki/Lotus_F1
