raceid,year,round,circuitid,name,date,time,url
948,2016,1,1,Австралийский Гран-при,2016-03-20,05:00:00,https://en.wikipedia.org/wiki/2016_Australian_Grand_Prix
949,2016,2,3,Гран-при Бахрейна,2016-04-03,15:00:00,https://en.wikipedia.org/wiki/2016_Bashin_Grand_Prix
950,2016,3,17,Гран-при Китая,2016-04-17,06:00:00,https://en.wikipedia.org/wiki/2016_china_Grand_Prix
951,2016,4,71,Гран-при России,2016-05-01,12:00:00,https://en.wikipedia.org/wiki/2016_Russian_Grand_Prix
952,2016,5,4,Гран-при Испании,2016-05-15,12:00:00,https://en.wikipedia.org/wiki/2016_испанский_Grand_Prix
953,2016,6,6,Гран-при Монако,2016-05-29,12:00:00,https://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix
954,2016,7,7,Гран-при Канады,2016-06-12,18:00:00,https://en.wikipedia.org/wiki/2016_Canadian_Grand_Prix
955,2016,8,73,Европейский Гран-при,2016-06-19,13:00:00,https://en.wikipedia.org/wiki/2016_European_Grand_Prix
956,2016,9,70,Австрийский Гран-при,2016-07-03,12:00:00,https://en.wikipedia.org/wiki/2016_австрийский_Grand_Prix
957,2016,10,9,Гран-при Великобритании,2016-07-10,12:00:00,https://en.wikipedia.org/wiki/2016_British_Grand_Prix
958,2016,11,11,Гран-при Венгрии,2016-07-24,12:00:00,https://en.wikipedia.org/wiki/2016_Hungarian_Grand_Prix
959,2016,12,10,Гран-при Германии,2016-07-31,12:00:00,https://en.wikipedia.org/wiki/2016_nerman_Grand_Prix
960,2016,13,13,Гран-при Бельгии,2016-08-28,12:00:00,https://en.wikipedia.org/wiki/2016_Belgian_Grand_Prix
961,2016,14,14,Гран-при Италии,2016-09-04,12:00:00,https://en.wikipedia.org/wiki/2016_Italian_Grand_Prix
962,2016,15,15,Гран-при Сингапура,2016-09-18,12:00:00,https://en.wikipedia.org/wiki/2016_Сингапур_Grand_Prix
963,2016,16,2,Гран-при Малайзии,2016-10-02,07:00:00,https://en.wikipedia.org/wiki/2016_Малайзиян_Grand_Prix
964,2016,17,22,Гран-при Японии,2016-10-09,05:00:00,https://en.wikipedia.org/wiki/2016_Японский_Grand_Prix
965,2016,18,69,Гран-при Соединенных Штатов,2016-10-23,19:00:00,https://en.wikipedia.org/wiki/2016_United_ States_Grand_Prix
966,2016,19,32,Гран-при Мексики,2016-10-30,19:00:00,https://en.wikipedia.org/wiki/2016_Mexican_Grand_Prix
967,2016,20,18,Гран-при Бразилии,2016-11-13,16:00:00,https://en.wikipedia.org/wiki/2016_Brazilian_Grand_Prix
