playerid,yearid,round,teamid,lgid,w,l,g,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,baopp,era,ibb,wp,hbp,bk,bfp,gf,r,sh,sf,gidp
beardda01,1981,ALCS,OAK,AL,0,0,1,0,0,0,0,2,5,3,1,0,0,0.0,40.0,0.0,0.0,0.0,0.0,7.0,0,3,0.0,0.0,0.0
zitoba01,2000,ALDS1,OAK,AL,1,0,1,1,0,0,0,17,7,1,0,2,5,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0,1,0.0,0.0,1.0
howelja01,1988,NLCS,LAN,NL,0,1,2,0,0,0,0,2,1,2,0,2,1,0.0,,0.0,0.0,0.0,0.0,5.0,1,2,0.0,0.0,0.0
roberda05,1979,NLCS,PIT,NL,0,0,1,0,0,0,0,0,0,0,0,1,0,,,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0
smoltjo01,1991,WS,ATL,NL,0,0,2,2,0,0,0,43,13,2,1,1,11,0.0,1.0,0.0,0.0,1.0,0.0,56.0,0,2,0.0,0.0,1.0
clemema01,2003,NLCS,CHN,NL,1,0,1,1,0,0,0,23,5,3,0,2,3,0.0,3.0,0.0,0.0,1.0,0.0,29.0,0,3,0.0,0.0,1.0
stephje01,1967,WS,BOS,AL,0,0,1,0,0,0,0,6,3,2,0,1,0,0.0,9.0,0.0,1.0,0.0,0.0,10.0,0,2,0.0,1.0,0.0
waltebu01,1939,WS,CIN,NL,0,2,2,1,1,0,0,33,13,6,1,1,6,0.0,4.0,0.0,0.0,0.0,0.0,47.0,1,9,2.0,0.0,1.0
vuckope01,1982,WS,ML4,AL,0,1,2,2,0,0,0,42,16,7,2,5,4,0.0,4.0,1.0,0.0,0.0,0.0,64.0,0,9,0.0,0.0,0.0
russoma01,1943,WS,NYA,AL,1,0,1,1,1,0,0,27,7,0,0,1,2,0.0,0.0,1.0,0.0,0.0,0.0,37.0,0,1,0.0,0.0,0.0
riverma01,1996,ALCS,NYA,AL,1,0,2,0,0,0,0,12,6,0,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1,0,0.0,0.0,0.0
carltst01,1968,WS,SLN,NL,0,0,2,0,0,0,0,12,7,3,1,1,3,0.0,6.0,0.0,0.0,0.0,0.0,19.0,0,3,0.0,0.0,0.0
martire01,1980,WS,KCA,AL,0,0,3,0,0,0,0,29,11,3,0,3,2,0.0,2.0,0.0,0.0,1.0,0.0,42.0,0,3,0.0,1.0,1.0
myersra01,1996,ALDS1,BAL,AL,0,0,3,0,0,0,2,9,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3,0,0.0,0.0,0.0
brilene01,1967,WS,SLN,NL,1,0,2,1,1,0,0,33,7,2,1,1,4,0.0,1.0,1.0,0.0,2.0,0.0,41.0,0,2,1.0,0.0,1.0
torremi01,1977,ALCS,NYA,AL,0,1,2,1,0,0,0,33,11,5,0,5,5,0.0,4.0,0.0,0.0,0.0,0.0,47.0,0,5,1.0,0.0,0.0
