id,lgid,teamid,franchid,name,park
289,NL,TRN,TRT,Troy Trojans,Troy Ball Club Grounds
263,NL,PIT,PIT,Pittsburgh Pirates,PNC Park
51,AL,CHA,CHW,Chicago White Sox,South Side Park II
193,NL,CIN,CIN,Cincinnati Redlegs,Crosley Field
67,AL,DET,DET,Detroit Tigers,Tiger Stadium
138,NA,FW1,KEK,Fort Wayne Kekiongas,Hamilton Field
249,NL,PHI,PHI,Philadelphia Phillies,Baker Bowl/Shibe Park
210,NL,FLO,FLA,Florida Marlins,Dolphin Stadium
32,AA,SL4,STL,St. Louis Browns,Sportsman's Park I
74,AL,LAA,ANA,Los Angeles Angels of Anaheim,Angel Stadium
90,AL,OAK,OAK,Oakland Athletics,Oakland Coliseum
298,PL,CHP,CHP,Chicago Pirates,
9,AA,BS2,BRS,Boston Reds,Congress Street Grounds
234,NL,MON,WSN,Montreal Expos,Jarry Park
240,NL,NY1,SFG,New York Giants,Polo Grounds III/Polo Grounds IV
70,AL,KCA,KCR,Kansas City Royals,Municipal Stadium II
267,NL,SDN,SDP,San Diego Padres,Petco Park
247,NL,PHI,PHI,Philadelphia Blue Jays,Shibe Park
265,NL,PRO,PRO,Providence Grays,Messer Street Grounds
71,AL,KCA,KCR,Kansas City Royals,Royals Stadium
314,UA,WSU,WNA,Washington Nationals,
115,AL,WS2,TEX,Washington Senators,Griffith Stadium II
169,NL,BRO,LAD,Brooklyn Superbas,Ebbets Field
257,NL,PHN,ATH,Philadelphia Athletics,Jefferson Street Grounds
212,NL,FLO,FLA,Florida Marlins,Pro Player Stadium
130,NA,BR1,ECK,Brooklyn Eckfords,Union Grounds
88,AL,OAK,OAK,Oakland Athletics,Network Associates Coliseum
192,NL,CHN,CHC,Chicago White Stockings,West Side Park I
271,NL,SFN,SFG,San Francisco Giants,Candlestick Park
49,AL,CHA,CHW,Chicago White Sox,Comiskey Park
260,NL,PIT,PIT,Pittsburgh Pirates,Exposition Park/Forbes Field
101,AL,TBA,TBD,Tampa Bay Devil Rays,Tropicana Field
15,AA,CN3,CKK,Cincinnati Kelly's Killers,East End Park
207,NL,COL,COL,Colorado Rockies,Coors Field
204,NL,CL4,CLV,Cleveland Spiders,National League Park
52,AL,CHA,CHW,Chicago White Sox,South Side Park II/Comiskey Park
199,NL,CIN,CIN,Cincinnati Reds,League Park II in Cincinnati
46,AL,BOS,BOS,Boston Red Sox,Huntington Avenue Grounds
135,NA,CH2,CNA,Chicago White Stockings,23rd Street Grounds
110,AL,TOR,TOR,Toronto Blue Jays,Skydome
39,AL,ANA,ANA,Anaheim Angels,Edison International Field
242,NL,NY1,SFG,New York Gothams,Polo Grounds I
302,PL,PTP,PBB,Pittsburgh Burghers,
9,AA,BS2,BRS,Boston Reds,Congress Street Grounds
303,UA,ALT,ALT,Altoona Mountain City,
301,PL,PHP,PHQ,Philadelphia Athletics,
33,AA,SR2,SYS,Syracuse Stars,Star Park II
193,NL,CIN,CIN,Cincinnati Redlegs,Crosley Field
164,NL,BRO,LAD,Brooklyn Bridegrooms,Washington Park III
145,NA,PH2,PWS,Philadelphia Whites,Jefferson Street Grounds
26,AA,PH4,PHQ,Philadelphia Athletics,Athletic Park
77,AL,MIN,MIN,Minnesota Twins,Metropolitan Stadium
25,AA,PH4,PHA,Philadelphia Athletics,Oakdale Park
62,AL,CLE,CLE,Cleveland Naps,League Park II
80,AL,MLA,BAL,Milwaukee Brewers,Lloyd Street Grounds
6,AA,BR3,LAD,Brooklyn Bridegrooms,Washington Park I
182,NL,CHN,CHC,Chicago Colts,South Side Park I
102,AL,TBA,TBD,Tampa Bay Rays,Tropicana Field
152,NA,WS4,NAT,Washington Nationals,Nationals Grounds
179,NL,BSN,ATL,Boston Doves,South End Grounds III
118,FL,BRF,BTT,Brooklyn Tip-Tops,
72,AL,LAA,ANA,Los Angeles Angels,Dodger Stadium
210,NL,FLO,FLA,Florida Marlins,Dolphin Stadium
114,AL,WS1,MIN,Washington Senators,Griffith Stadium II
84,AL,NYA,NYY,New York Yankees,Yankee Stadium I
265,NL,PRO,PRO,Providence Grays,Messer Street Grounds
