hofid,yearid,votedby,ballots,needed,votes,inducted,category
aaronha01h,1982,BBWAA,415.0,312.0,406.0,Y,Player
adamsba01h,1937,BBWAA,201.0,151.0,8.0,N,Player
adamsba01h,1938,BBWAA,262.0,197.0,11.0,N,Player
adamsba01h,1939,BBWAA,274.0,206.0,11.0,N,Player
adamsba01h,1942,BBWAA,233.0,175.0,11.0,N,Player
adamsba01h,1945,BBWAA,247.0,186.0,7.0,N,Player
adamsba01h,1946,Nominating Vote,202.0,,6.0,N,Player
adamsba01h,1947,BBWAA,161.0,121.0,22.0,N,Player
adamsba01h,1948,BBWAA,121.0,91.0,4.0,N,Player
adamsba01h,1949,BBWAA,153.0,115.0,5.0,N,Player
adamsba01h,1950,BBWAA,168.0,126.0,6.0,N,Player
adamsba01h,1951,BBWAA,226.0,170.0,12.0,N,Player
adamsba01h,1953,BBWAA,264.0,198.0,17.0,N,Player
adamsba01h,1954,BBWAA,252.0,189.0,13.0,N,Player
adamsba01h,1955,BBWAA,251.0,189.0,24.0,N,Player
adamsbo03h,1966,BBWAA,302.0,227.0,1.0,N,Player
adamssp01h,1958,BBWAA,266.0,200.0,1.0,N,Player
ageeto01h,1979,BBWAA,432.0,324.0,0.0,N,Player
akerja01h,1980,BBWAA,385.0,289.0,0.0,N,Player
alexado01h,1995,BBWAA,460.0,345.0,0.0,N,Player
alexape01h,1936,BBWAA,226.0,170.0,55.0,N,Player
alexape01h,1937,BBWAA,201.0,151.0,125.0,N,Player
alexape01h,1938,BBWAA,262.0,197.0,212.0,Y,Player
allenbe01h,1979,BBWAA,432.0,324.0,0.0,N,Player
allendi01h,1983,BBWAA,374.0,281.0,14.0,N,Player
allendi01h,1986,BBWAA,425.0,319.0,41.0,N,Player
allendi01h,1987,BBWAA,413.0,310.0,55.0,N,Player
allendi01h,1989,BBWAA,447.0,336.0,35.0,N,Player
allendi01h,1990,BBWAA,444.0,333.0,58.0,N,Player
allendi01h,1991,BBWAA,443.0,333.0,59.0,N,Player
allendi01h,1992,BBWAA,430.0,323.0,69.0,N,Player
allendi01h,1995,BBWAA,460.0,345.0,72.0,N,Player
allenjo02h,1955,BBWAA,251.0,189.0,1.0,N,Player
alleyge01h,1979,BBWAA,432.0,324.0,0.0,N,Player
allisdo01h,1936,Veterans,78.0,59.0,1.0,N,Player
cummica01h,1939,Old Timers,,,,Y,Pioneer/Executive
aparilu01h,1979,BBWAA,432.0,324.0,120.0,N,Player
wilsoji01h,1956,BBWAA,193.0,145.0,17.0,N,Player
perkicy01h,1958,BBWAA,266.0,200.0,2.0,N,Player
gowdyha01h,1937,BBWAA,201.0,151.0,2.0,N,Player
slaugen01h,1968,BBWAA,283.0,213.0,129.0,N,Player
lopated01h,1970,BBWAA,300.0,225.0,1.0,N,Player
greenha01h,1945,BBWAA,247.0,186.0,3.0,N,Player
tiantlu01h,1997,BBWAA,473.0,353.0,53.0,N,Player
ehmkeho01h,1951,BBWAA,226.0,170.0,1.0,N,Player
weisswa01h,2006,BBWAA,520.0,390.0,1.0,N,Player
lemonbo01h,1967,BBWAA,292.0,219.0,35.0,N,Player
parrila02h,2001,BBWAA,515.0,387.0,9.0,N,Player
colliji01h,1939,BBWAA,274.0,206.0,72.0,N,Player
bluelu01h,1954,BBWAA,252.0,189.0,1.0,N,Player
reesepe01h,1977,BBWAA,383.0,288.0,163.0,N,Player
robinwi01h,1939,BBWAA,274.0,206.0,46.0,N,Manager
conceda01h,2007,BBWAA,545.0,409.0,74.0,N,Player
