lahmanid,playerid,managerid,hofid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namenote,namegiven,namenick,weight,height,bats,throws,debut,finalgame,college,lahman40id,lahman45id,retroid,holtzid,bbrefid
1,aaronha01,,aaronha01h,1934.0,2.0,5.0,USA,AL,Mobile,,,,,,,Hank,Aaron,,Henry Louis,"Hammer,Hammerin' Hank,Bad Henry",180.0,72.0,R,R,4/13/1954,10/3/1976,,aaronha01,aaronha01,aaroh101,aaronha01,aaronha01
25,aberscl01,,,1921.0,8.0,28.0,USA,IL,Chicago,1973.0,6.0,23.0,USA,CA,Vallejo,Cliff,Aberson,,Clifford Alexander,Kif,200.0,72.0,R,R,7/18/1947,5/9/1949,,aberscl01,aberscl01,aberc101,aberscl01,aberscl01
181,allisbi01,,,,,,USA,PA,Philadelphia,,,,,,,Bill,Allison,,William Andrew,,,,,,5/21/1872,7/4/1872,,allisbi01,allisbi01,allib102,allisbi01,allisbi01
189,almanar01,,,1972.0,10.0,26.0,USA,TX,ElPaso,,,,,,,Armando,Almanza,,Armando,,205.0,75.0,L,L,7/29/1999,7/20/2005,,almanar01,almanar01,almaa001,almanar01,almanar01
234,amelued01,,,1959.0,4.0,13.0,USA,CA,Fullerton,,,,,,,Ed,Amelung,,Edward Allen,,180.0,71.0,L,L,7/28/1984,7/7/1986,San Diego State,amelued01,amelued01,amele001,amelued01,amelued01
266,anderma02,,,1974.0,1.0,6.0,USA,AL,Montgomery,,,,,,,Marlon,Anderson,,,,190.0,70.0,L,R,9/8/1998,,,anderma02,anderma02,andem003,anderma02,anderma02
294,andrewa01,,,1859.0,9.0,18.0,USA,PA,Philadelphia,1940.0,1.0,20.0,USA,IN,Indianapolis,Wally,Andrews,,William Walter,,170.0,75.0,R,R,5/22/1884,8/8/1888,,andrewa01,andrewa01,andrw102,andrewa01,andrewa01
307,antoljo01,,,1916.0,4.0,11.0,USA,PA,Hokendauqua,2002.0,6.0,25.0,USA,PA,Catasauqua,Joe,Antolick,,Joseph,,185.0,72.0,R,R,9/20/1944,9/26/1944,,antoljo01,antoljo01,antoj102,antoljo01,antoljo01
332,arellfr01,,,1882.0,1.0,28.0,USA,CA,Santa Cruz,1918.0,12.0,13.0,USA,CA,San Jose,Frank,Arellanes,,Frank Julian,,180.0,72.0,R,R,7/28/1908,8/14/1910,,arellfr01,arellfr01,arelf101,arellfr01,arellfr01
374,asbjoca01,,,1909.0,6.0,19.0,USA,MA,Concord,1970.0,1.0,21.0,USA,PA,Williamsport,Casper,Asbjornson,Name Changed To Asby,Robert Anthony,,196.0,73.0,R,R,9/17/1928,8/31/1932,,asbjoca01,asbjoca01,asbjc101,asbjoca01,asbjoca01
407,augusje01,,,1952.0,7.0,24.0,USA,WI,Kewaunee,,,,,,,Jerry,Augustine,,Gerald Lee,,183.0,72.0,L,L,9/9/1975,4/11/1984,Wisconsin-La Crosse,augusje01,augusje01,auguj001,augusje01,augusje01
485,bailesw01,,,1895.0,2.0,12.0,USA,IL,Joliet,1939.0,9.0,27.0,USA,IL,Joliet,Sweetbreads,Bailey,,Abraham Lincoln,,184.0,72.0,R,R,5/23/1919,6/11/1921,,bailesw01,bailesw01,bails101,bailesw01,bailesw01
497,bakerbo01,,,1878.0,7.0,17.0,USA,NY,Troy,1940.0,8.0,17.0,USA,NY,New York,Bock,Baker,,Charles,Smiling Bock,181.0,69.0,,L,4/28/1901,5/13/1901,,bakerbo01,bakerbo01,bakeb102,bakerbo01,bakerbo01
508,bakerfr03,,,1946.0,10.0,29.0,USA,MS,Meridian,,,,,,,Frank,Baker,,Frank Watts,,178.0,74.0,L,R,8/9/1970,10/2/1974,,bakerfr03,bakerfr03,bakef101,bakerfr03,bakerfr03
571,bankser01,,bankser01h,1931.0,1.0,31.0,USA,TX,Dallas,,,,,,,Ernie,Banks,,Ernest,Mr. Cub,180.0,73.0,R,R,9/17/1953,9/26/1971,,bankser01,bankser01,banke101,bankser01,bankser01
613,barklje01,,,1959.0,11.0,21.0,USA,NC,Hickory,,,,,,,Jeff,Barkley,,Jeffrey Carver,,185.0,75.0,B,R,9/16/1984,7/26/1985,Citadel,barklje01,barklje01,barkj001,barklje01,barklje01
651,barrbo01,,,1856.0,12.0,,USA,DC,Washington,1930.0,3.0,11.0,USA,DC,Washington,Bob,Barr,,Robert McClelland,,192.0,73.0,R,R,6/23/1883,9/12/1891,,barrbo01,barrbo01,barrb101,barrbo01,barrbo01
680,barrofr01,,,1844.0,10.0,22.0,USA,OH,Hudson,1922.0,2.0,6.0,USA,MA,Fitchburg,Frank,Barrows,,Franklin Lee,,,,,,5/20/1871,10/7/1871,,barrofr01,barrofr01,barrf102,barrofr01,barrofr01
681,barryed01,,,1882.0,10.0,2.0,USA,WI,Madison,1920.0,6.0,19.0,USA,MA,Montague,Ed,Barry,,Edward,Jumbo,185.0,75.0,,L,8/21/1905,10/4/1907,,barryed01,barryed01,barre101,barryed01,barryed01
683,barryja01,barryja01m,barryja01h,1887.0,4.0,26.0,USA,CT,Meriden,1961.0,4.0,23.0,USA,MA,Shrewsbury,Jack,Barry,,John Joseph,,158.0,69.0,R,R,7/13/1908,6/23/1919,,barryja01,barryja01,barrj104,barryja01,barryja01
695,bartlbo01,,,1920.0,2.0,11.0,USA,IL,Chicago,,,,,,,Boyd,Bartley,,Boyd Owen,,165.0,68.0,R,R,5/30/1943,6/7/1943,,bartlbo01,bartlbo01,bartb104,bartlbo01,bartlbo01
844,beechro01,,,1884.0,5.0,10.0,USA,OH,Swanton,1952.0,10.0,11.0,USA,OH,Toledo,Roy,Beecher,,Leroy,Colonel,180.0,74.0,L,R,9/29/1907,6/25/1908,,beechro01,beechro01,beecr101,beechro01,beechro01
859,beirnke01,,,1974.0,1.0,1.0,USA,TX,Houston,,,,,,,Kevin,Beirne,,,,210.0,76.0,L,R,5/17/2000,9/28/2002,,beirnke01,beirnke01,beirk001,beirnke01,beirnke01
912,benchjo01,,benchjo01h,1947.0,12.0,7.0,USA,OK,Oklahoma City,,,,,,,Johnny,Bench,,Johnny Lee,Little General,197.0,73.0,R,R,8/28/1967,9/29/1983,,benchjo01,benchjo01,bencj101,benchjo01,benchjo01
997,berrayo01,berrayo01m,berrayo01h,1925.0,5.0,12.0,USA,MO,St. Louis,,,,,,,Yogi,Berra,,Lawrence Peter,,185.0,67.0,L,R,9/22/1946,5/9/1965,,berrayo01,berrayo01,berry101,berrayo01,berrayo01
1023,bessehe01,,,1911.0,8.0,16.0,USA,MO,St. Louis,1972.0,8.0,13.0,USA,CA,Los Angeles,Herman,Besse,,Herman A.,,190.0,74.0,L,L,4/19/1940,5/22/1946,,bessehe01,bessehe01,bessh101,bessehe01,bessehe01
1048,biasaha01,,,1922.0,1.0,14.0,Italy,,Beano,1996.0,4.0,20.0,USA,MI,Dearborn,Hank,Biasatti,,Henry Arcado,,175.0,71.0,L,L,4/23/1949,10/2/1949,,biasaha01,biasaha01,biash101,biasaha01,biasaha01
1050,bicheda01,,bicheda01h,1963.0,11.0,18.0,USA,FL,West Palm Beach,,,,,,,Dante,Bichette,,Alphonse Dante,,215.0,75.0,R,R,9/5/1988,10/6/2001,Palm Beach JC,bicheda01,bicheda01,bichd001,bicheda01,bicheda01
1073,bilbrji01,,,1924.0,4.0,20.0,USA,TN,Rickman,1985.0,12.0,26.0,USA,OH,Toledo,Jim,Bilbrey,,James Melvin,,205.0,74.0,R,R,5/17/1949,5/17/1949,,bilbrji01,bilbrji01,bilbj101,bilbrji01,bilbrji01
1146,blakeha01,,,1874.0,6.0,16.0,USA,OH,Portsmouth,1919.0,10.0,14.0,USA,IL,Chicago,Harry,Blake,,Harry Cooper,,165.0,67.0,R,R,7/7/1894,10/9/1899,,blakeha01,blakeha01,blakh101,blakeha01,blakeha01
1179,blefacu01,,,1943.0,7.0,5.0,USA,NY,Brooklyn,2001.0,1.0,28.0,USA,FL,Pompano Beach,Curt,Blefary,,Curtis Le Roy,Clank,195.0,74.0,L,R,4/14/1965,10/4/1972,,blefacu01,blefacu01,blefc101,blefacu01,blefacu01
1335,bosetri01,,,1953.0,8.0,5.0,USA,CA,Redding,,,,,,,Rick,Bosetti,,Richard Alan,,185.0,71.0,R,R,9/9/1976,5/26/1982,Shasta,bosetri01,bosetri01,boser101,bosetri01,bosetri01
1353,bottoji01,bottoji01m,bottoji01h,1900.0,4.0,23.0,USA,IL,Oglesby,1959.0,12.0,11.0,USA,MO,St.Louis,Jim,Bottomley,,James Leroy,Sunny Jim,180.0,72.0,L,L,8/18/1922,9/16/1937,,bottoji01,bottoji01,bottj101,bottoji01,bottoji01
1359,boudrlo01,boudrlo01m,boudrlo01h,1917.0,7.0,17.0,USA,IL,Harvey,2001.0,8.0,10.0,USA,IL,Frankfort,Lou,Boudreau,,Louis,"Old Shufflefoot,Handsome Lou",185.0,71.0,R,R,9/9/1938,8/24/1952,,boudrlo01,boudrlo01,boudl101,boudrlo01,boudrlo01
1382,bowieji01,,,1965.0,2.0,17.0,Japan,,Tokyo,,,,,,,Jim,Bowie,,James R.,,205.0,72.0,L,L,8/3/1994,8/11/1994,Louisiana State,bowieji01,bowieji01,bowij001,bowieji01,bowieji01
1517,brenesa01,,,1890.0,9.0,1.0,USA,WI,Galesville,1956.0,4.0,20.0,USA,WI,Galesville,Sam,Brenegan,,Olaf Selmar,,185.0,74.0,L,R,4/24/1914,4/24/1914,,brenesa01,brenesa01,brens101,brenesa01,brenesa01
1532,brettge01,,brettge01h,1953.0,5.0,15.0,USA,WV,Glen Dale,,,,,,,George,Brett,,George Howard,Mullet,185.0,72.0,L,R,8/2/1973,10/3/1993,El Camino JC,brettge01,brettge01,bretg001,brettge01,brettge01
1555,briefbu01,,,1892.0,7.0,3.0,USA,MI,Remus,1963.0,2.0,11.0,USA,WI,Milwaukee,Bunny,Brief,born Anthony John Grzeszkowski,Anthony Vincent,,185.0,72.0,R,R,9/22/1912,6/24/1917,,briefbu01,briefbu01,brieb101,briefbu01,briefbu01
1568,brinkbi01,,,1883.0,8.0,30.0,USA,MO,Warrensburg,1965.0,2.0,5.0,USA,CA,Arcadia,Bill,Brinker,,William Hutchinson,Dode,190.0,73.0,B,R,4/24/1912,5/27/1912,,brinkbi01,brinkbi01,brinb101,brinkbi01,brinkbi01
1641,browncl01,,,1903.0,7.0,8.0,USA,PA,Blackash,1955.0,12.0,31.0,USA,OH,Rocky River,Clint,Brown,,Clinton Harold,,190.0,73.0,L,R,9/27/1928,6/7/1942,,browncl01,browncl01,browc103,browncl01,browncl01
1686,brownno01,,,1919.0,2.0,1.0,USA,NC,Evergreen,1995.0,5.0,31.0,USA,SC,Bennettsville,Norm,Brown,,Norman Ladelle,,180.0,75.0,B,R,10/3/1943,5/11/1946,,brownno01,brownno01,brown101,brownno01,brownno01
1768,buckldi01,,,1858.0,9.0,21.0,USA,NY,Troy,1929.0,12.0,12.0,USA,PA,Pittsburgh,Dick,Buckley,,Richard D.,,195.0,70.0,,R,4/20/1888,9/28/1895,,buckldi01,buckldi01,buckd101,buckldi01,buckldi01
1828,burkebi02,,,1889.0,7.0,11.0,USA,MA,Clinton,1967.0,2.0,9.0,USA,MA,Worcester,Billy,Burke,,William Ignatius,,165.0,70.0,L,L,4/30/1910,9/26/1911,,burkebi02,burkebi02,burkb101,burkebi02,burkebi02
1869,burnsja02,,,1907.0,8.0,31.0,USA,MA,Cambridge,1975.0,4.0,18.0,USA,MA,Brighton,Jack,Burns,,John Irving,Slug,175.0,70.0,L,L,9/17/1930,9/27/1936,,burnsja02,burnsja02,burnj105,burnsja02,burnsja02
1927,butlabi01,,,1918.0,3.0,22.0,USA,IN,Terre Haute,1997.0,9.0,19.0,USA,IN,Terre Haute,Bill,Butland,,Wilburn Rue,,185.0,77.0,R,R,5/29/1940,5/10/1947,,butlabi01,butlabi01,butlb103,butlabi01,butlabi01
1931,butlebi02,,,1947.0,3.0,12.0,USA,MD,Hyattsville,,,,,,,Bill,Butler,,William Franklin,,210.0,74.0,L,L,4/9/1969,7/11/1977,,butlebi02,butlebi02,butlb101,butlebi02,butlebi02
2044,camparo01,,camparo01h,1921.0,11.0,19.0,USA,PA,Philadelphia,1993.0,6.0,26.0,USA,CA,Woodland Hills,Roy,Campanella,,Roy,Campy,190.0,69.0,R,R,4/20/1948,9/29/1957,,camparo01,camparo01,campr102,camparo01,camparo01
2065,campbmi01,,,1964.0,2.0,17.0,USA,WA,Seattle,,,,,,,Mike,Campbell,,Michael Thomas,,210.0,75.0,R,R,7/4/1987,9/27/1996,Hawaii,campbmi01,campbmi01,campm001,campbmi01,campbmi01
2118,carewro01,,carewro01h,1945.0,10.0,1.0,Panama,Ca,Gatun,,,,,,,Rod,Carew,,Rodney Cline,,170.0,72.0,L,R,4/11/1967,10/5/1985,,carewro01,carewro01,carer001,carewro01,carewro01
2140,carltst01,,carltst01h,1944.0,12.0,22.0,USA,FL,Miami,,,,,,,Steve,Carlton,,Steven Norman,Lefty,210.0,76.0,L,L,4/12/1965,4/23/1988,,carltst01,carltst01,carls001,carltst01,carltst01
2241,castege01,,,1907.0,8.0,4.0,USA,CA,Colton,1955.0,12.0,18.0,USA,CA,Lakewood,George,Caster,,George Jasper,Ug,180.0,73.0,R,R,9/10/1934,9/16/1946,,castege01,castege01,castg101,castege01,castege01
2297,cepedor01,,cepedor01h,1937.0,9.0,17.0,P.R.,,Ponce,,,,,,,Orlando,Cepeda,,Orlando Manuel (Penne),"Cha Cha,Baby Bull",210.0,74.0,R,R,4/15/1958,9/19/1974,,cepedor01,cepedor01,cepeo101,cepedor01,cepedor01
2361,chaseha01,chaseha01m,chaseha01h,1883.0,2.0,13.0,USA,CA,Los Gatos,1947.0,5.0,18.0,USA,CA,Colusa,Hal,Chase,,Harold Homer,Prince Hal,175.0,72.0,R,L,4/14/1905,9/25/1919,,chaseha01,chaseha01,chash101,chaseha01,chaseha01
2468,clappjo01,clappjo01m,,1851.0,7.0,17.0,USA,NY,Ithaca,1904.0,12.0,18.0,USA,NY,Ithaca,John,Clapp,,John Edgar,,194.0,67.0,R,R,4/26/1872,9/28/1883,,clappjo01,clappjo01,clapj101,clappjo01,clappjo01
2553,clemero01,,clemero01h,1934.0,8.0,18.0,P.R.,,Carolina,1972.0,12.0,31.0,in a plane crash at sea,,,Roberto,Clemente,,Roberto (Walker),Arriba,175.0,71.0,R,R,4/17/1955,10/3/1972,,clemero01,clemero01,clemr101,clemero01,clemero01
2593,cobbty01,cobbty01m,cobbty01h,1886.0,12.0,18.0,USA,GA,Narrows,1961.0,7.0,17.0,USA,GA,Atlanta,Ty,Cobb,,Tyrus Raymond,The Georgia Peach,175.0,73.0,L,R,8/30/1905,9/11/1928,,cobbty01,cobbty01,cobbt101,cobbty01,cobbty01
