raceid,driverid,stop,lap,time,duration,milliseconds
861,30,2,14,17:28:43,24.094,24094
851,814,1,11,14:22:46,22.262,22262
931,828,1,14,14:22:25,25.618,25618
929,829,1,19,18:37:18,26.103,26103
895,17,3,42,16:12:42,23.094,23094
863,5,4,38,16:09:08,23.173,23173
861,10,3,39,18:20:20,25.390,25390
937,830,1,9,14:24:48,24.564,24564
960,831,2,9,14:24:52,16:41.198,1001198
843,3,2,25,15:47:13,22.005,22005
932,815,1,24,14:35:26,23.453,23453
847,816,2,23,13:43:32,30.497,30497
887,154,2,30,13:58:16,24.751,24751
894,13,2,29,15:56:20,22.401,22401
875,815,1,18,15:35:58,24.408,24408
850,24,1,20,14:37:44,22.048,22048
954,830,1,20,14:29:59,23.586,23586
952,825,3,55,15:30:33,22.122,22122
928,817,2,36,15:07:45,22.897,22897
859,3,2,42,14:58:56,20.658,20658
891,4,2,28,14:57:52,22.444,22444
959,830,3,45,15:04:32,18.967,18967
888,4,1,12,14:23:32,20.199,20199
846,4,1,17,14:25:41,25.352,25352
848,5,3,42,15:19:57,22.632,22632
890,1,2,31,14:49:23,21.454,21454
876,818,1,1,15:05:15,25.097,25097
969,825,2,44,17:15:10,22.189,22189
888,817,2,18,14:33:49,19.952,19952
899,5,1,15,14:23:39,23.019,23019
900,821,2,30,17:59:29,23.797,23797
898,814,1,22,13:45:29,24.444,24444
899,821,2,47,15:06:09,23.138,23138
963,807,3,40,16:14:32,25.192,25192
914,828,1,2,15:07:18,18:33.851,1113851
906,16,1,15,14:28:33,23.703,23703
950,817,1,3,14:08:57,24.392,24392
861,18,1,4,16:12:01,24.305,24305
909,155,2,32,14:50:24,20.092,20092
844,814,4,44,16:13:28,21.403,21403
861,20,3,40,18:20:50,22.998,22998
882,823,2,20,15:40:06,20.743,20743
911,13,1,9,14:21:55,23.945,23945
957,831,2,16,13:36:33,30.143,30143
879,5,5,59,15:31:24,21.849,21849
958,826,1,24,14:39:02,22.105,22105
967,822,1,9,14:27:31,24.724,24724
910,154,1,8,14:17:53,23.979,23979
905,1,1,26,14:40:01,27.509,27509
883,824,3,36,16:06:51,22.817,22817
850,30,1,15,14:28:22,20.768,20768
917,154,2,40,14:55:19,23.023,23023
967,832,1,20,14:47:48,33:28.828,2008828
938,20,1,25,14:40:24,24.340,24340
928,154,2,32,15:00:30,23.605,23605
867,39,2,29,14:57:51,26.370,26370
902,820,3,40,19:14:34,25.981,25981
844,813,1,11,15:21:09,23.881,23881
901,13,1,12,16:26:05,24.637,24637
910,813,3,43,15:16:53,21.818,21818
868,817,2,29,13:51:50,25.613,25613
894,824,2,30,15:59:15,23.814,23814
881,17,1,7,16:17:26,21.010,21010
861,814,1,2,16:07:52,23.988,23988
844,24,2,16,15:30:57,56.611,56611
891,813,1,11,14:25:40,27.059,27059
961,817,2,37,14:58:08,23.633,23633
883,3,1,9,15:19:37,22.237,22237
906,817,1,13,14:25:36,23.606,23606
873,807,2,40,21:26:54,30.613,30613
885,1,1,31,14:45:51,24.801,24801
881,17,2,19,16:38:48,20.736,20736
865,819,1,33,14:49:17,27.186,27186
902,3,2,41,19:13:42,24.907,24907
958,817,1,15,14:25:05,22.241,22241
945,3,1,10,17:21:26,21.637,21637
916,822,1,15,14:32:30,24.151,24151
906,154,2,46,15:10:53,23.856,23856
960,839,1,6,14:16:18,28.718,28718
895,1,1,1,15:06:11,25.297,25297
861,808,1,4,16:12:28,24.718,24718
881,16,2,22,16:44:43,1:29.401,89401
936,815,3,41,15:08:53,22.574,22574
853,814,2,31,14:52:56,23.069,23069
982,815,2,2,20:09:53,25.315,25315
858,153,2,34,18:06:16,21.363,21363
939,18,2,37,21:18:41,30.106,30106
969,20,1,23,16:40:32,21.988,21988
927,833,3,42,16:24:30,29.202,29202
870,13,2,43,15:10:12,19.917,19917
887,20,2,35,14:06:01,24.092,24092
875,8,1,14,15:28:33,20.211,20211
888,813,1,21,14:38:44,20.331,20331
929,1,1,15,18:28:52,25.791,25791
956,821,2,28,14:38:43,16.475,16475
974,839,3,60,15:22:40,24.642,24642
886,154,1,42,15:00:07,20.859,20859
936,813,6,58,15:37:12,16.446,16446
934,815,1,20,13:38:41,28.860,28860
874,154,1,1,15:05:37,32.329,32329
961,4,3,49,15:16:39,24.082,24082
975,1,1,32,14:47:15,23.061,23061
900,825,1,12,17:27:45,23.150,23150
927,18,2,21,15:43:48,25.581,25581
855,815,1,20,15:38:10,21.655,21655
888,821,3,41,15:15:07,21.160,21160
854,813,1,11,20:25:39,30.888,30888
962,826,1,1,20:06:24,24.584,24584
890,818,3,50,15:18:45,23.756,23756
867,808,4,47,15:30:40,30.800,30800
939,828,2,28,21:01:10,29.857,29857
950,836,3,43,15:22:12,24.274,24274
851,5,4,49,15:22:56,22.364,22364
958,4,2,44,15:07:43,21.897,21897
852,16,2,31,15:06:38,20.983,20983
930,20,2,40,15:05:38,21.836,21836
944,829,1,15,14:23:24,25.547,25547
950,154,1,1,14:05:35,58.563,58563
918,154,1,1,17:05:39,16.120,16120
850,5,1,26,14:47:26,22.088,22088
