constructorresultsid,raceid,constructorid,points,status
261,42,12,0.0,
10344,731,6,4.0,
12320,617,58,0.0,
1033,117,16,0.0,
1897,197,22,9.0,
12979,565,204,0.0,
15408,966,9,27.0,
14860,904,5,0.0,
2428,244,31,0.0,
15375,963,6,12.0,
5514,452,53,0.0,
868,101,6,10.0,
3624,326,6,15.0,
1833,191,15,1.0,
504,65,11,15.0,
11246,688,66,0.0,
5545,454,55,0.0,
12361,591,34,0.0,
1890,196,15,0.0,
11547,660,182,4.0,
13507,533,4,0.0,
9609,766,118,0.0,
15253,952,6,33.0,
138,31,4,5.0,
2213,225,17,0.0,
12034,606,66,1.0,
5989,482,53,0.0,
14104,354,9,43.0,
13879,525,59,0.0,
6101,489,4,0.0,
3862,4,2,0.0,
6131,491,27,4.0,
4469,381,3,1.0,
2161,221,3,14.0,
940,108,6,5.0,
12499,601,64,4.0,
4507,383,25,0.0,
5744,467,37,0.0,
12975,565,37,3.0,
1770,185,3,0.0,
15470,972,6,33.0,
3845,3,1,7.0,
4825,403,21,0.0,
13749,517,3,0.0,
4077,360,33,0.0,
10948,704,6,0.0,
13979,343,5,0.0,
96,27,4,8.0,
4640,391,22,0.0,
683,82,9,2.0,
13540,535,54,0.0,
12445,597,26,0.0,
4615,389,22,0.0,
14638,883,207,0.0,
6447,511,34,0.0,
11347,675,194,1.0,
4879,407,45,0.0,
2260,230,6,10.0,
6145,491,57,0.0,
2879,279,15,1.0,
3786,334,25,0.0,
14606,880,207,0.0,
15197,945,131,43.0,
1613,171,21,3.0,
15348,960,4,0.0,
3514,320,22,1.5,
2622,260,32,0.0,
3790,334,47,0.0,
15004,917,15,0.0,
13464,531,6,0.0,
1079,122,1,8.0,
16,19,9,2.0,
2595,258,31,0.0,
