driverstandingsid,raceid,driverid,points,position,positiontext,wins
21023,436,137,0.0,14,14,0
13073,64,37,2.0,16,16,0
55747,601,251,0.0,31,31,0
15957,323,139,0.0,32,32,0
48778,692,385,10.0,2,2,0
43804,828,772,0.0,63,63,0
18885,370,95,38.0,3,3,2
48131,740,404,0.0,23,23,0
10474,251,65,38.0,3,3,2
51676,802,805,0.0,72,72,0
55837,602,325,0.0,54,54,0
64706,841,3,0.0,17,17,0
48194,742,289,1.0,14,14,0
19657,394,137,30.0,3,3,0
43617,839,788,0.0,40,40,0
50994,718,385,23.0,4,4,1
68121,967,18,21.0,15,15,0
50745,710,397,8.0,3,3,0
13924,50,8,90.0,3,3,4
59047,502,221,0.0,26,26,0
51978,806,674,0.0,37,37,0
48509,733,386,4.0,9,9,0
49446,773,587,0.0,75,75,0
65420,876,155,50.0,11,11,0
12927,58,15,0.0,16,16,0
22455,478,199,6.0,16,16,0
18128,15,5,22.0,12,12,0
53115,666,306,21.0,5,5,0
62262,761,553,0.0,66,66,0
18200,357,118,4.0,6,6,0
51427,708,340,0.0,38,38,0
54067,624,250,3.0,13,13,0
55242,618,243,0.0,30,30,0
48957,698,364,4.0,12,12,0
62036,758,360,2.0,14,14,0
54575,650,224,3.0,15,15,0
56336,586,233,0.0,41,41,0
17136,307,94,3.0,7,7,0
49618,775,591,6.0,15,15,0
50219,754,530,0.0,62,62,0
16339,333,109,0.0,27,27,0
43550,839,579,27.0,2,2,3
62439,763,556,0.0,43,43,0
44317,820,628,0.0,63,63,0
11681,154,60,0.0,24,24,0
51335,706,416,0.0,49,49,0
58319,557,239,0.0,27,27,0
49777,748,526,0.0,38,38,0
20545,424,172,2.0,14,14,0
59335,510,219,9.0,8,8,1
12485,93,45,0.0,17,17,0
21307,445,137,18.0,7,7,2
49177,769,537,0.0,60,60,0
55264,619,331,0.0,32,32,0
16213,330,129,0.0,28,28,0
7188,303,65,2.0,14,14,0
43808,828,773,0.0,26,26,0
57218,529,240,0.0,24,24,0
7246,304,78,0.0,29,29,0
22699,482,177,44.0,1,1,1
50294,755,517,0.0,47,47,0
44380,821,675,0.0,56,56,0
21298,445,175,8.0,10,10,0
53444,641,289,2.0,21,21,0
68057,965,821,0.0,20,20,0
57034,573,284,0.0,31,31,0
11408,142,57,1.0,7,7,0
54798,605,305,0.0,17,17,0
48314,744,444,0.0,49,49,0
64502,846,815,2.0,15,15,0
44305,820,729,0.0,40,40,0
