qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
607,46,11,8,22,19,1:22.143,,
6857,955,835,4,30,22,1:46.394,,
4119,91,4,4,8,19,,,
7057,965,8,6,7,5,1:36.985,1:36.584,1:36.131
5883,901,20,9,1,2,1:57.654,1:59.399,1:59.486
7033,964,8,6,7,3,1:31.674,1:31.406,1:30.949
6523,937,833,206,98,20,1:53.099,,
4818,852,15,205,21,19,2:08.773,,
3384,339,808,4,12,11,1:47.952,1:48.760,
4784,851,30,131,7,9,1:22.876,1:21.852,1:21.907
7193,971,839,10,31,14,1:31.774,1:31.684,
2079,226,14,1,8,9,1:32.001,,
4419,107,47,18,21,19,1:13.550,,
3676,351,2,15,22,15,1:48.696,1:48.557,
3416,340,10,166,24,19,1:39.278,,
2272,243,94,18,23,19,1:26.619,,
341,34,10,7,12,13,1:36.210,1:35.937,
5274,872,37,164,22,23,1:27.629,,
2183,240,56,17,15,8,1:21.749,,
2004,215,58,18,21,20,1:25.154,,
1111,69,14,9,14,17,1:32.252,,
720,51,29,12,21,22,1:39.336,,
2103,227,84,17,12,11,1:21.177,,
6465,934,3,131,6,2,1:33.475,1:32.737,1:32.361
6384,929,833,209,98,19,1:39.722,,
2655,259,91,15,29,10,1:23.347,,
503,42,13,6,5,3,1:12.731,1:12.180,1:12.703
3903,115,30,6,1,3,1:16.047,,
4138,92,46,18,20,18,1:34.584,,
7353,979,815,10,11,14,1:19.095,1:18.639,
5749,894,820,206,23,22,1:41.322,,
508,42,15,7,12,8,1:13.186,1:12.828,1:13.789
5544,884,807,15,11,15,1:23.058,1:22.389,
5726,893,824,206,22,21,1:48.830,,
7268,975,839,10,31,9,1:13.520,1:13.320,1:13.135
2719,262,109,22,6,20,1:28.993,,
5336,875,814,10,11,14,1:38.942,1:38.643,
2119,228,77,22,4,7,1:28.336,,
4717,848,155,15,16,14,1:40.131,1:39.525,
5444,880,1,131,10,3,1:45.456,1:36.625,1:28.087
364,35,6,3,8,16,1:12.800,,
6241,916,18,1,22,7,1:38.574,1:38.024,1:37.655
4026,121,15,4,7,6,1:21.944,,
6537,938,826,9,26,14,1:25.742,1:25.796,
4508,75,30,6,1,8,1:15.398,1:18.153,
5041,863,18,1,3,4,1:34.792,1:33.416,1:32.711
1805,203,68,25,21,19,1:53.237,,
3310,17,18,23,22,5,1:40.378,1:40.148,1:41.892
1969,214,25,22,8,7,1:14.986,,
3626,349,153,5,17,13,1:58.944,1:48.267,
934,61,14,9,14,16,1:16.514,1:16.301,
3491,343,811,164,21,22,1:31.266,,
4699,847,5,205,20,20,1:16.786,,
879,59,22,11,11,5,1:14.766,1:14.312,1:15.804
1264,83,4,4,5,6,1:21.141,,
5582,886,8,208,7,9,1:24.451,1:28.667,1:27.432
5287,873,13,6,6,13,1:49.767,1:48.344,
6540,938,4,1,14,17,1:26.154,,
7141,969,20,6,5,2,1:25.210,1:23.401,1:22.456
5373,877,813,3,18,4,1:41.981,1:41.907,1:41.226
6149,912,3,131,6,2,1:25.493,1:24.600,1:24.383
3806,110,15,4,7,5,1:13.953,,
5929,853,4,6,5,4,1:24.134,1:23.342,1:22.841
1473,140,63,7,24,13,1:33.742,,
234,29,20,5,15,6,1:38.141,1:37.842,1:40.142
597,46,15,7,12,9,1:20.481,1:19.951,1:21.206
1221,81,18,16,3,3,1:20.207,,
6704,948,836,209,94,22,1:29.642,,
1090,68,33,14,18,18,1:49.903,,
6493,936,154,208,8,10,1:24.242,1:23.805,1:24.181
1358,87,38,18,20,20,,,
6905,958,20,6,5,5,1:35.718,1:24.082,1:20.874
2201,240,93,31,11,26,1:28.106,,
5339,875,818,5,17,17,1:38.744,1:39.340,
5504,882,824,206,22,19,1:38.780,,
4830,854,30,131,7,8,1:48.819,1:46.043,
1856,209,30,6,5,4,1:25.773,,
4529,76,13,15,12,11,1:16.218,1:18.902,
6526,938,20,6,5,3,1:24.989,1:23.577,1:23.685
6118,910,154,208,8,15,1:26.136,1:25.337,
37,19,20,5,15,15,1:36.111,1:35.648,
5200,869,819,206,25,21,1:19.220,,
1305,85,30,6,1,7,1:21.721,,
5469,881,3,131,9,6,1:37.239,1:36.190,1:52.519
3606,348,153,5,17,17,1:21.978,1:21.998,
7160,970,1,131,44,1,1:33.333,1:32.406,1:31.678
3873,113,35,16,16,12,1:10.618,,
6631,943,815,10,11,9,1:20.966,1:20.669,1:20.716
5077,864,817,5,16,16,1:23.906,1:23.442,
4351,103,31,3,3,11,1:59.681,,
6876,956,837,209,88,19,1:08.026,,
2064,225,79,25,18,16,1:20.427,,
7241,974,20,6,5,2,1:13.090,1:12.449,1:12.221
2374,247,92,30,16,21,1:36.076,,
1342,87,18,16,3,4,1:12.696,,
5739,894,18,1,5,12,1:38.882,1:38.365,
822,56,14,9,14,14,1:24.849,1:24.101,
2348,246,79,25,3,19,1:21.930,,
1860,209,65,15,16,8,1:26.564,,
6773,952,817,9,3,3,1:23.749,1:23.585,1:22.680
1908,211,44,20,14,12,1:19.626,,
1441,125,22,6,2,3,1:35.891,,
7330,978,835,4,30,11,1:41.404,1:30.193,
3365,338,155,15,23,16,1:26.251,1:25.777,
7352,979,826,5,26,13,1:18.702,1:18.538,
3012,2,17,9,14,7,1:35.027,1:34.222,1:35.797
5341,875,808,207,21,19,1:40.207,,
5552,885,3,131,9,1,1:24.620,1:16.135,1:13.876
