raceid,driverid,lap,position,time,milliseconds
111,50,9,17,1:27.941,87941
27,14,58,14,1:18.399,78399
203,49,12,3,2:07.838,127838
866,13,44,6,1:18.298,78298
19,15,45,4,1:37.149,97149
211,21,48,6,1:58.260,118260
151,21,28,17,1:27.462,87462
869,10,14,19,1:25.371,85371
44,4,59,2,1:22.205,82205
92,31,19,3,1:32.146,92146
969,840,20,13,1:30.613,90613
47,11,52,18,1:31.903,91903
975,8,63,7,1:18.706,78706
139,30,48,1,1:13.305,73305
348,29,37,19,1:30.198,90198
107,32,61,14,1:13.744,73744
230,64,22,9,1:53.956,113956
224,49,31,8,1:36.521,96521
885,820,38,16,1:50.092,110092
98,47,52,11,1:15.784,75784
114,14,31,6,1:17.012,77012
938,4,1,12,1:39.670,99670
878,808,16,16,1:47.285,107285
218,55,12,5,2:06.154,126154
973,1,52,1,1:23.948,83948
202,57,22,1,1:21.142,81142
120,2,6,9,1:26.517,86517
902,820,37,18,1:42.506,102506
187,65,24,12,1:26.872,86872
100,21,2,16,1:23.581,83581
969,8,30,4,1:27.559,87559
25,5,3,9,1:19.176,79176
24,10,14,15,1:20.617,80617
957,832,5,5,2:38.127,158127
22,14,26,14,1:29.588,89588
136,13,68,7,1:19.589,79589
964,3,7,1,1:37.907,97907
21,9,15,5,1:22.925,82925
130,63,57,7,1:20.299,80299
900,3,27,1,1:35.588,95588
944,829,23,19,1:21.552,81552
859,15,62,18,1:19.272,79272
188,44,64,9,1:24.267,84267
58,32,18,13,1:19.100,79100
961,825,21,20,1:29.650,89650
1,67,6,11,1:31.389,91389
146,58,7,17,1:16.948,76948
354,16,22,8,1:18.111,78111
239,71,12,1,1:46.112,106112
890,820,44,19,1:28.817,88817
11,22,37,1,1:39.674,99674
867,1,49,2,1:44.640,104640
952,154,19,11,1:32.487,92487
912,822,35,6,1:29.337,89337
903,817,52,4,1:42.685,102685
71,17,29,3,1:27.712,87712
894,818,21,18,1:47.446,107446
956,832,2,10,1:13.503,73503
892,815,52,12,1:28.772,88772
8,8,47,9,1:22.856,82856
961,20,50,3,1:26.593,86593
40,14,56,14,1:19.051,79051
86,42,25,10,2:00.449,120449
15,18,24,13,1:34.613,94613
232,83,27,17,1:23.811,83811
89,8,2,3,1:36.692,96692
28,13,57,1,1:23.183,83183
915,821,3,12,1:47.314,107314
341,15,59,17,1:32.336,92336
123,11,30,6,1:35.794,95794
966,822,62,8,1:23.772,83772
976,4,13,11,2:40.256,160256
129,18,5,9,1:14.033,74033
866,155,51,10,1:18.138,78138
95,44,30,11,1:19.794,79794
223,14,50,2,1:25.827,85827
842,20,31,1,1:42.284,102284
22,1,55,2,1:27.634,87634
898,824,10,17,1:46.693,106693
95,2,37,9,1:18.718,78718
233,22,60,4,1:33.145,93145
144,60,1,22,1:41.774,101774
931,13,15,19,1:21.072,81072
959,821,23,12,1:25.119,85119
844,39,44,22,1:35.845,95845
32,22,8,17,1:51.092,111092
963,831,31,14,1:42.477,102477
43,22,25,10,1:18.528,78528
83,30,26,1,1:22.637,82637
85,14,25,13,1:24.892,84892
