targetid,raceid,driverid,win
11966,134,66,0
47172,780,590,0
20466,421,112,0
54944,611,290,0
43857,829,769,0
22839,486,152,0
51136,702,360,0
65062,865,819,0
19493,387,102,0
66436,268,70,0
3349,171,35,0
65396,875,8,0
12790,107,11,0
56566,562,270,0
46287,796,633,0
57857,547,253,0
11113,178,70,0
51666,802,650,0
19394,385,117,1
66860,911,807,0
57448,536,238,0
3079,158,23,0
17610,320,102,1
63601,726,375,0
5208,232,73,0
59340,510,140,0
4469,200,25,0
56094,580,293,0
43641,826,579,0
64887,859,814,0
58214,555,178,0
47334,782,520,0
44721,824,761,0
43664,826,658,0
44554,823,513,0
50123,753,513,0
67135,930,813,0
48499,733,289,0
58744,521,175,0
22349,475,181,0
46905,791,623,0
44094,832,733,0
55465,595,231,0
18576,366,157,0
45358,816,706,0
49385,772,555,0
55617,599,182,0
22752,483,213,0
15995,324,133,0
58814,523,152,0
53666,671,376,0
55495,596,265,0
17436,315,127,0
56552,562,235,0
19918,403,138,0
57746,543,250,0
12029,137,18,0
23251,496,197,0
65909,896,813,0
57873,547,232,0
51799,804,592,0
11276,186,25,0
49399,772,536,0
54011,622,329,0
3439,34,2,0
53936,620,223,0
43829,829,501,0
52663,684,390,0
11165,181,44,0
53184,633,346,0
49319,771,596,0
56838,569,256,0
18504,364,148,0
53026,663,328,1
55450,595,199,0
57481,536,209,0
65492,879,1,0
10763,212,35,1
56580,563,222,0
18581,366,122,0
5,18,5,0
55970,576,230,0
10793,213,71,0
46146,794,647,0
62027,757,564,0
4373,196,57,1
22727,482,176,0
54677,653,262,0
16054,326,95,0
64739,854,1,0
46325,796,658,0
10623,255,99,0
46763,789,483,0
65447,877,815,0
22542,480,194,0
48082,738,479,0
56938,571,243,0
20072,409,137,0
53940,620,280,0
44288,820,717,0
7070,299,57,0
53601,669,293,0
