constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
3366,296,22,35.0,3,3,0
5490,179,18,0.0,11,11,0
6473,67,1,97.0,3,3,0
5976,140,7,2.0,10,10,0
19078,751,32,19.0,2,2,1
19344,741,95,9.0,3,3,0
19935,728,179,0.0,21,21,0
8592,5,23,68.0,1,1,4
2429,225,1,5.0,4,4,0
8821,358,35,3.0,7,7,0
25388,214,25,2.0,9,9,0
25173,883,1,23.0,6,6,0
25952,901,9,15.0,6,6,0
21975,627,63,9.0,8,8,0
1530,165,21,3.0,9,9,0
20775,682,11,4.0,9,9,0
10562,457,4,36.0,1,1,2
25192,885,9,164.0,1,1,2
23164,544,6,13.0,1,1,1
26779,973,4,14.0,7,7,0
21370,665,6,7.0,5,5,0
8716,12,3,30.5,6,6,0
10078,427,52,0.0,16,16,0
5050,241,27,0.0,6,6,0
17833,774,87,31.0,3,3,2
1514,164,16,6.0,6,6,0
7740,327,3,21.0,4,4,1
8874,361,37,4.0,9,9,0
9449,388,34,0.0,10,10,0
24869,866,206,0.0,11,11,0
26800,975,15,4.0,9,9,0
4701,278,25,0.0,13,13,0
19041,747,106,0.0,9,9,0
25457,220,18,0.0,11,11,0
21301,656,196,9.0,1,1,1
21087,678,191,10.0,8,8,0
25051,874,1,283.0,2,2,5
724,87,3,59.0,5,5,0
9130,370,39,1.0,15,15,0
23271,551,25,14.0,6,6,0
24486,354,9,469.0,1,1,8
22757,585,25,24.0,5,5,1
26092,914,206,2.0,9,9,0
20841,686,170,6.0,9,9,0
5115,246,15,4.0,7,7,0
9963,423,18,0.0,15,15,0
11262,495,6,30.0,5,5,2
19605,736,32,0.0,12,12,0
26576,958,1,38.0,7,7,0
23401,558,1,51.0,4,4,2
21660,655,6,52.0,2,2,4
4662,275,33,0.0,9,9,0
9319,381,27,0.0,14,14,0
8798,357,32,0.0,9,9,0
7879,334,44,0.0,17,17,0
25984,904,207,0.0,11,11,0
26480,952,131,157.0,1,1,4
21567,646,37,19.0,1,1,1
20921,667,191,4.0,2,2,0
9538,394,45,0.0,14,14,0
24096,519,57,0.0,14,14,0
4726,280,17,0.0,11,11,0
20119,714,66,33.0,2,2,1
151,32,2,120.0,3,3,1
19818,721,176,0.0,8,8,0
