id,season,team_id1,team_id2,pred,team_id1_wins,team_id2_wins
2012_1257_1277,2012,1257,1277,0.5,1,0
2013_1196_1278,2013,1196,1278,0.5,1,0
2014_1277_1438,2014,1277,1438,0.5,1,0
2012_1290_1443,2012,1290,1443,0.5,0,1
2014_1246_1458,2014,1246,1458,0.5,1,0
2012_1196_1438,2012,1196,1438,0.5,1,0
2011_1155_1452,2011,1155,1452,0.5,0,1
2012_1433_1455,2012,1433,1455,0.5,1,0
2011_1266_1393,2011,1266,1393,0.5,1,0
2014_1163_1235,2014,1163,1235,0.5,1,0
2014_1113_1400,2014,1113,1400,0.5,0,1
2011_1287_1350,2011,1287,1350,0.5,0,1
2014_1246_1276,2014,1246,1276,0.5,1,0
2014_1203_1272,2014,1203,1272,0.5,0,1
2013_1196_1276,2013,1196,1276,0.5,0,1
2013_1266_1274,2013,1266,1274,0.5,1,0
2012_1140_1266,2012,1140,1266,0.5,0,1
2014_1174_1277,2014,1174,1277,0.5,0,1
2011_1242_1433,2011,1242,1433,0.5,0,1
2013_1112_1326,2013,1112,1326,0.5,0,1
2012_1196_1257,2012,1196,1257,0.5,0,1
2013_1181_1257,2013,1181,1257,0.5,0,1
2013_1274_1334,2013,1274,1334,0.5,1,0
2012_1231_1246,2012,1231,1246,0.5,0,1
2012_1166_1314,2012,1166,1314,0.5,0,1
2011_1345_1389,2011,1345,1389,0.5,1,0
2013_1279_1458,2013,1279,1458,0.5,1,0
2014_1393_1444,2014,1393,1444,0.5,1,0
2013_1247_1279,2013,1247,1279,0.5,1,0
2011_1196_1364,2011,1196,1364,0.5,1,0
2014_1409_1417,2014,1409,1417,0.5,0,1
2011_1206_1326,2011,1206,1326,0.5,0,1
2014_1124_1166,2014,1124,1166,0.5,1,0
2014_1272_1438,2014,1272,1438,0.5,0,1
2012_1243_1393,2012,1243,1393,0.5,0,1
