orderid,productid,unitprice,quantity,discount
10927,52,7.0,5,0.0
10716,51,53.0,7,0.0
11054,67,14.0,20,0.0
10484,21,8.0,14,0.0
10296,16,13.9,30,0.0
11008,71,21.5,21,0.0
10671,62,49.3,10,0.0
10751,30,25.89,30,0.0
10556,72,34.8,24,0.0
10978,21,10.0,40,0.0
10749,76,18.0,10,0.0
10661,58,13.25,49,0.0
10309,42,11.2,2,0.0
10935,18,62.5,4,0.0
10594,52,7.0,24,0.0
10991,76,18.0,90,0.0
10599,62,49.3,10,0.0
10259,37,20.8,1,0.0
11036,59,55.0,30,0.0
10850,33,2.5,4,0.0
10562,62,49.3,10,0.0
10390,35,14.4,40,0.0
10322,52,5.6,20,0.0
10502,53,32.8,6,0.0
10256,77,10.4,12,0.0
11009,24,4.5,12,0.0
10997,52,7.0,20,0.0
11027,62,49.3,21,0.0
10614,21,10.0,8,0.0
10512,47,9.5,6,0.0
10550,61,28.5,10,0.0
10678,54,7.45,30,0.0
10933,53,32.8,2,0.0
10698,70,15.0,8,0.0
10985,18,62.5,8,0.0
10873,28,45.6,3,0.0
10341,59,44.0,9,0.0
10325,14,18.6,9,0.0
10814,61,28.5,30,0.0
10306,30,20.7,10,0.0
11002,55,24.0,40,0.0
10525,36,19.0,30,0.0
10537,51,53.0,6,0.0
10826,31,12.5,35,0.0
11013,23,9.0,10,0.0
10459,46,9.6,20,0.0
10279,17,31.2,15,0.0
10863,58,13.25,12,0.0
10468,30,20.7,8,0.0
10543,23,9.0,70,0.0
10504,53,32.8,10,0.0
10420,13,4.8,2,0.0
10499,28,45.6,20,0.0
10546,62,49.3,40,0.0
10666,29,123.79,36,0.0
10939,67,14.0,40,0.0
10410,59,44.0,16,0.0
10351,44,15.5,77,0.0
10866,30,25.89,40,0.0
10484,40,14.7,10,0.0
10816,62,49.3,20,0.0
10368,21,8.0,5,0.0
10298,2,15.2,40,0.0
10727,59,55.0,10,0.0
10848,9,97.0,3,0.0
10869,1,18.0,40,0.0
10579,75,7.75,21,0.0
11039,28,45.6,20,0.0
10255,2,15.2,20,0.0
10736,75,7.75,20,0.0
10637,56,38.0,60,0.0
10575,59,55.0,12,0.0
10948,51,53.0,40,0.0
10252,33,2.0,25,0.0
10446,19,7.3,12,0.0
10978,8,40.0,20,0.0
10516,18,62.5,25,0.0
10771,71,21.5,16,0.0
10833,7,30.0,20,0.0
11070,1,18.0,40,0.0
10540,26,31.23,40,0.0
10747,63,43.9,9,0.0
10715,10,31.0,21,0.0
10652,42,14.0,20,0.0
10890,41,9.65,14,0.0
10293,24,3.6,10,0.0
