orderid,productid,unitprice,quantity,discount
10514,75,7.75,50,0.0
10962,13,6.0,77,0.0
11076,14,23.25,20,0.0
10824,41,9.65,12,0.0
10439,12,30.4,15,0.0
10546,35,18.0,30,0.0
10499,49,20.0,25,0.0
10284,44,15.5,21,0.0
10517,52,7.0,6,0.0
10941,68,12.5,80,0.0
10910,61,28.5,5,0.0
10612,49,20.0,18,0.0
11013,45,9.5,20,0.0
10522,8,40.0,24,0.0
10479,53,26.2,28,0.0
11034,44,19.45,12,0.0
10287,34,11.2,20,0.0
10588,42,14.0,100,0.0
10440,61,22.8,90,0.0
10396,23,7.2,40,0.0
10757,59,55.0,7,0.0
10463,19,7.3,21,0.0
10930,27,43.9,25,0.0
10402,23,7.2,60,0.0
10258,5,17.0,65,0.0
10519,10,31.0,16,0.0
10593,69,36.0,20,0.0
10508,39,18.0,10,0.0
10861,62,49.3,3,0.0
10617,59,55.0,30,0.0
10643,39,18.0,21,0.0
10998,74,10.0,20,0.0
10471,56,30.4,20,0.0
10691,44,19.45,24,0.0
10853,18,62.5,10,0.0
10556,72,34.8,24,0.0
10455,71,17.2,30,0.0
10406,40,14.7,2,0.0
10596,56,38.0,5,0.0
11035,35,18.0,60,0.0
10273,10,24.8,24,0.0
10715,71,21.5,30,0.0
10501,54,7.45,20,0.0
10693,9,97.0,6,0.0
10911,17,39.0,12,0.0
10605,71,21.5,15,0.0
11073,24,4.5,20,0.0
10325,13,4.8,12,0.0
10893,36,19.0,20,0.0
10814,43,46.0,20,0.0
10292,20,64.8,20,0.0
10303,65,16.8,30,0.0
10712,53,32.8,3,0.0
10480,47,7.6,30,0.0
11038,71,21.5,30,0.0
10913,33,2.5,40,0.0
10719,30,25.89,3,0.0
10477,39,14.4,20,0.0
10423,31,10.0,14,0.0
10944,44,19.45,18,0.0
10829,8,40.0,20,0.0
10829,60,34.0,21,0.0
10327,30,20.7,35,0.0
10641,40,18.4,60,0.0
10262,5,17.0,12,0.0
11076,19,9.2,10,0.0
10985,16,17.45,36,0.0
10949,10,31.0,30,0.0
10514,20,81.0,39,0.0
10347,25,11.2,10,0.0
10301,56,30.4,20,0.0
10576,44,19.45,21,0.0
10640,69,36.0,20,0.0
10674,23,9.0,5,0.0
10676,19,9.2,7,0.0
