orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10258,ERNSH,1,1996-07-17T00:00:00,1996-08-14T00:00:00,1996-07-23T00:00:00,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10262,RATTC,8,1996-07-22T00:00:00,1996-08-19T00:00:00,1996-07-25T00:00:00,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10273,QUICK,3,1996-08-05T00:00:00,1996-09-02T00:00:00,1996-08-12T00:00:00,3,76.07,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10284,LEHMS,4,1996-08-19T00:00:00,1996-09-16T00:00:00,1996-08-27T00:00:00,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10287,RICAR,8,1996-08-22T00:00:00,1996-09-19T00:00:00,1996-08-28T00:00:00,3,12.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10292,TRADH,1,1996-08-28T00:00:00,1996-09-25T00:00:00,1996-09-02T00:00:00,2,1.35,Tradiao Hipermercados,"Av. Ins de Castro, 414",Sao Paulo,SP,05634-030,Brazil
10301,WANDK,8,1996-09-09T00:00:00,1996-10-07T00:00:00,1996-09-17T00:00:00,2,45.08,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10303,GODOS,7,1996-09-11T00:00:00,1996-10-09T00:00:00,1996-09-18T00:00:00,2,107.83,Godos Cocina Tpica,"C/ Romero, 33",Sevilla,,41101,Spain
10325,KOENE,1,1996-10-09T00:00:00,1996-10-23T00:00:00,1996-10-14T00:00:00,3,64.86,Kniglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10327,FOLKO,2,1996-10-11T00:00:00,1996-11-08T00:00:00,1996-10-14T00:00:00,1,63.36,Folk och f HB,kergatan 24,Brcke,,S-844 67,Sweden
10347,FAMIA,4,1996-11-06T00:00:00,1996-12-04T00:00:00,1996-11-08T00:00:00,3,3.1,Familia Arquibaldo,"Rua Ors, 92",Sao Paulo,SP,05442-030,Brazil
10396,FRANK,1,1996-12-27T00:00:00,1997-01-10T00:00:00,1997-01-06T00:00:00,3,135.35,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany
10402,ERNSH,8,1997-01-02T00:00:00,1997-02-13T00:00:00,1997-01-10T00:00:00,2,67.88,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10406,QUEEN,7,1997-01-07T00:00:00,1997-02-18T00:00:00,1997-01-13T00:00:00,1,108.04,Queen Cozinha,"Alameda dos Canrios, 891",Sao Paulo,SP,05487-020,Brazil
10423,GOURL,6,1997-01-23T00:00:00,1997-02-06T00:00:00,1997-02-24T00:00:00,3,24.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil
10439,MEREP,6,1997-02-07T00:00:00,1997-03-07T00:00:00,1997-02-10T00:00:00,3,4.07,Mre Paillarde,43 rue St. Laurent,Montral,Qubec,H1J 1C3,Canada
10440,SAVEA,4,1997-02-10T00:00:00,1997-03-10T00:00:00,1997-02-28T00:00:00,2,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10455,WARTH,8,1997-02-24T00:00:00,1997-04-07T00:00:00,1997-03-03T00:00:00,2,180.45,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10463,SUPRD,5,1997-03-04T00:00:00,1997-04-01T00:00:00,1997-03-06T00:00:00,3,14.78,Suprmes dlices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10471,BSBEV,2,1997-03-11T00:00:00,1997-04-08T00:00:00,1997-03-18T00:00:00,3,45.59,B-s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10477,PRINI,5,1997-03-17T00:00:00,1997-04-14T00:00:00,1997-03-25T00:00:00,2,13.02,Princesa Isabel Vinhos,Estrada da sade n. 58,Lisboa,,1756,Portugal
10479,RATTC,3,1997-03-19T00:00:00,1997-04-16T00:00:00,1997-03-21T00:00:00,3,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10480,FOLIG,6,1997-03-20T00:00:00,1997-04-17T00:00:00,1997-03-24T00:00:00,2,1.35,Folies gourmandes,"184, chausse de Tournai",Lille,,59000,France
10499,LILAS,4,1997-04-08T00:00:00,1997-05-06T00:00:00,1997-04-16T00:00:00,2,102.02,LILA-Supermercado,Carrera 52 con Ave. Bolvar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10501,BLAUS,9,1997-04-09T00:00:00,1997-05-07T00:00:00,1997-04-16T00:00:00,3,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10508,OTTIK,1,1997-04-16T00:00:00,1997-05-14T00:00:00,1997-05-13T00:00:00,2,4.99,Ottilies Kseladen,Mehrheimerstr. 369,Kln,,50739,Germany
10514,ERNSH,3,1997-04-22T00:00:00,1997-05-20T00:00:00,1997-05-16T00:00:00,2,789.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10517,NORTS,3,1997-04-24T00:00:00,1997-05-22T00:00:00,1997-04-29T00:00:00,3,32.07,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK
10519,CHOPS,6,1997-04-28T00:00:00,1997-05-26T00:00:00,1997-05-01T00:00:00,3,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland
10522,LEHMS,4,1997-04-30T00:00:00,1997-05-28T00:00:00,1997-05-06T00:00:00,1,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10546,VICTE,1,1997-05-23T00:00:00,1997-06-20T00:00:00,1997-05-27T00:00:00,3,194.72,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10556,SIMOB,2,1997-06-03T00:00:00,1997-07-15T00:00:00,1997-06-13T00:00:00,1,9.8,Simons bistro,Vinbltet 34,Kobenhavn,,1734,Denmark
