name,id,award,year,lgid,note
Филип Хаусли,houslph01,Патрик,2007,NHL,
Джек Баттерфилд,butteja01h,Патрик,1984,NHL,
Джон Мариуччи,mariujo01,Патрик,1976,NHL,
Артур Вертц,wirtzar01h,Патрик,1984,NHL,
Бобби Халл,hullbo01,Патрик,1968,NHL,
Ал Арбор,arboual01,Патрик,1991,NHL,
Лу Ламорелло,lamorlo01c,Патрик,1991,NHL,
Шарль Л. Кроват,,Патрик,1973,NHL,посмертный
Джим Девелоно,,Патрик,2008,NHL,
Марсель Дьонне,dionnma01,Патрик,2005,NHL,
Брюс Макналл,,Патрик,1992,NHL,
Фил Эспосито,esposph01,Патрик,1977,NHL,
Бобби Кларк,clarkbo01,Патрик,1979,NHL,
Уэстон Адамс,adamswe01h,Патрик,1973,NHL,посмертный
Брюс Норрис,norribr01h,Патрик,1975,NHL,
Джордж Лидер,,Патрик,1975,NHL,
Эд Джеремия,jeremed01,Патрик,1968,NHL,посмертный
Чарльз Адамс,adamsch01h,Патрик,1966,NHL,посмертный
Фред Шеро,sherofr01,Патрик,1979,NHL,
Хоби Бейкер,bakerho01h,Патрик,1986,NHL,посмертный
Джерри Йорк,,Патрик,2009,NHL,
Мюррей Мёрдох,murdomu01,Патрик,1973,NHL,
Гил Штайн,,Патрик,1992,NHL,
Пат Лафонтьен,lafonpa01,Патрик,1996,NHL,
Гари Беттман,,Патрик,2000,NHL,
Джон Килпатрик,kilpajo01h,Патрик,1967,NHL,посмертный
Фред Кусик,,Патрик,1987,NHL,
Майк Эмерик,,Патрик,2003,NHL,
Джо Маллен,mullejo01,Патрик,1994,NHL,
Аркт Колберглунд,,Патрик,1991,NHL,
Кларенс Кэмпбелл,campbcl01h,Патрик,1971,NHL,
Макс Макнаб,mcnabma01,Патрик,1997,NHL,
Лен Цегельский,,Патрик,1989,NHL,
Боб Флеминг,,Патрик,1994,NHL,
Томас Локхарт,lockhth01h,Патрик,1967,NHL,
Нил Бротен,brotene01,Патрик,1997,NHL,
Майк Ричар,richtmi01,Патрик,2008,NHL,
Франк Матерс,mathefr01,Патрик,1986,NHL,
Линн Патрик,patrily01,Патрик,1988,NHL,посмертный
Скоти Боумен,bowmasc01c,Патрик,2000,NHL,
Боб Джонсон,johnsbo02c,Патрик,1987,NHL,
Тери Сачук,sawchte01,Патрик,1970,NHL,посмертный
Эдди Шор,shoreed01,Патрик,1969,NHL,
Дэйв Эндрюс,,Патрик,2009,NHL,
Лу Нане,nannelo01,Патрик,1988,NHL,
Майк Илич,ilitcmi01h,Патрик,1990,NHL,
Марк Месьер,messima01,Патрик,2008,NHL,
Дэн Келли,kellyda01,Патрик,1988,NHL,
Марио Лемьё,lemiema01,Патрик,1999,NHL,
Стив Йермен,yzermst01,Патрик,2005,NHL,
Уэйн Грецки,gretzwa01,Патрик,1993,NHL,
Уильям Дженнингс,jenniwi01h,Патрик,1970,NHL,
Буд Поил,poilebu01,Патрик,1988,NHL,
Джон Циглер,ziegljo01h,Патрик,1983,NHL,
Глен Сономор,sonmogl01,Патрик,2005,NHL,
Брайан Муллен,mullebr01,Патрик,1994,NHL,
Билл Клири,,Патрик,1996,NHL,
Джек Адамс,adamsja01,Патрик,1965,NHL,
Франк Буше,bouchfr01,Патрик,1992,NHL,
Рэй Мирон,,Патрик,2003,NHL,
Мильт Шмидт,schmimi01,Патрик,1995,NHL,
Род Гилберт,gilbero01,Патрик,1990,NHL,
Красный Беренсон,berenre01,Патрик,2005,NHL,
Том Фицджеральд,,Патрик,1977,NHL,
Мюррей Армстронг,armstmu01,Патрик,1976,NHL,
Джек Паркер,,Патрик,2009,NHL,
Джеймс Норрис,norrija02h,Патрик,1966,NHL,посмертный
Тед Линдси,lindste01,Патрик,2007,NHL,
Джордж Ганд,,Патрик,1995,NHL,
Саймон Х. Кнокс III,,Патрик,1996,NHL,посмертный
Боб Польфорд,pulfobo01,Патрик,2010,NHL,
Роберт Ридер,,Патрик,1993,NHL,
Рэймонд Борк,bourqra01,Патрик,2002,NHL,
Джон Букик,bucykjo01,Патрик,1976,NHL,
Гарри Синден,sindeha01c,Патрик,1998,NHL,
Уилли О'Ри,oreewi01,Патрик,2002,NHL,
Кит Аллен,allenke01,Патрик,1987,NHL,
Сборная США по хоккею на льду 1960 года,,Патрик,2001,NHL,
Дональд Кларк,,Патрик,1974,NHL,
Джек Райли,rileyja01,Патрик,1985,NHL,
Томми Иван,ivanto01c,Патрик,1974,NHL,
"Джон А. ""Снукс"" Келли",,Патрик,1971,NHL,
Стэн Фишлер,,Патрик,2006,NHL,
Уолтер Буш,bushwa01h,Патрик,1972,NHL,
Уолтер Браун,brownwa02h,Патрик,1967,NHL,посмертный
Джон МакИннес,,Патрик,1985,NHL,
Эмаль Фрэнсис,francem01,Патрик,1981,NHL,
Уильям Татт,tuttwi01h,Патрик,1977,NHL,
Кунни Виланд,weilaco01,Патрик,1971,NHL,
Чарльз М. Шульц,,Патрик,1980,NHL,
Питер Карманос,,Патрик,1997,NHL,
Кэм Нилли,neelyca01,Патрик,2009,NHL,
Боб Нейгел,,Патрик,2007,NHL,
Джим Хендри,hendyji01h,Патрик,1969,NHL,посмертный
Алекс Делвеккио,delveal01,Патрик,1973,NHL,
Лу Вайро,,Патрик,1999,NHL,
Тони Росси,,Патрик,2010,NHL,
Рон ДеГрегорио,,Патрик,2002,NHL,
Боби Орр,orrbo01,Патрик,1978,NHL,
Артур Росс,rossar01,Патрик,1983,NHL,посмертный
Билл Чадвик,chadwbi01h,Патрик,1974,NHL,
Горди Хоу,howego01,Патрик,1966,NHL,
Джон Девидсон,davidjo01,Патрик,2003,NHL,
Джон Маясич,,Патрик,1997,NHL,
Джеймс Д. Норрис,norrija03h,Патрик,1971,NHL,посмертный
Лари Плю,pleaula01,Патрик,2001,NHL,
Дэвид Поил,,Патрик,2000,NHL,
