year,hofid,name,category
1958,cleghsp01h,Спрау Глегхорн,Игрок
1962,westwha01h,Гарри Уэствик,Игрок
2000,savarde01h,Денис Савард,Игрок
1958,moranpa01h,Пэдди Моран,Игрок
1968,cowlebi01h,Билл Коулри,Игрок
1945,vezinge01h,Джордж Везина,Игрок
1962,hoopeto01h,Том Хоупер,Игрок
1950,triheha01h,Гарри Триэй,Игрок
1963,gormato01h,Томми Горман,Построитель
1972,howego01h,Горди Хоу,Игрок
1973,molsoha01h,Хартленд Молсон,Построитель
1966,bouchbu01h,Бутч Бошар,Игрок
1962,darraja01h,Джек Даррагх,Игрок
1992,gainebo01h,Боб Гейнзи,Игрок
1962,norrija03h,Джеймс Норрис,Построитель
1960,adamsch01h,Чарльз Адамс,Построитель
2003,lafonpa01h,Пат Лафонтьен,Игрок
1966,lindste01h,Тед Линдси,Игрок
1977,ahearbu01h,Бунни Ахерн,Построитель
2005,kharlva01h,Валери Харимов,Игрок
1992,dionnma01h,Марсель Дьонне,Игрок
2010,granaca01h,Камми Гранато,Игрок
1995,robinla01h,Лэрри Роббинсон,Игрок
1990,perregi01h,Гибриль Перрюэ,Игрок
1962,ruttaja01h,Джек Руттан,Игрок
2003,ilitcmi01h,Майк Иллич,Построитель
1969,abelsi01h,Сид Эйбл,Игрок
1964,stewaja01h,Джек Стюарт,Игрок
2001,hawerda01h,Дэйл Хаверчук,Игрок
1947,hewitwi01h,Уильям Хьюитт,Построитель
1965,scanlfr01h,Фред Сканлон,Игрок
1991,pulfobo01h,Боб Польфорд,Игрок
1994,conacli01h,Лионель Коначер,Игрок
2002,neilsro01h,Рэйджер Нилсон,Построитель
2002,langwro01h,Род Лангвей,Игрок
1958,fredrfr01h,Франк Фредериксон,Игрок
1958,mcnamge02h,Джордж Макнамара,Игрок
1962,obrieja01h,амброси о'брайен,Построитель
1985,ratelje01h,Жан Рателль,Игрок
1995,sabetgu01h,Гунтер Сабецки,Построитель
1959,thompti01h,Тинни Томпсон,Игрок
1962,smithal03h,Альф Смит,Игрок
1981,mahovfr01h,Франк Маховлич,Игрок
