playerid,award,year,lgid,note,pos
amontto01,Все-новичок,1991,NHL,,РВ
antonmi01,Вторая команда всех звёзд,1976,WHA,,ЛВ
arnotja01,Все-новичок,1993,NHL,,К
ashbeba01,Вторая команда всех звёзд,1973,NHL,,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти, і вкажіть, з якого і на який мови потрібен переклад."
backsra01,Кальдер,1958,NHL,,
backsra01,Денау,1973,WHA,Наиболее галантный,
barbebi01,Первая сборная всех звёзд,1975,NHL,,ЛВ
barbebi01,Вторая команда всех звёзд,1978,NHL,,ЛВ
barbebi01,Вторая команда всех звёзд,1980,NHL,,ЛВ
barrato01,Все-новичок,1983,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
barrato01,Кальдер,1983,NHL,,
barrato01,Первая сборная всех звёзд,1983,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
barrato01,Дэннингс,1984,NHL,общий,
barrato01,Вторая команда всех звёзд,1984,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
barrato01,Везина,1983,NHL,,
bathgan01,Первая сборная всех звёзд,1958,NHL,,РВ
bathgan01,Первая сборная всех звёзд,1961,NHL,,РВ
bathgan01,Харту,1958,NHL,,
bathgan01,Вторая команда всех звёзд,1957,NHL,,РВ
bathgan01,Вторая команда всех звёзд,1962,NHL,,РВ
belfoed01,Все-новичок,1990,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
belfoed01,Кальдер,1990,NHL,,
belfoed01,Первая сборная всех звёзд,1990,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
belfoed01,Дэннингс,1990,NHL,,
belfoed01,Дэннингс,1998,NHL,общий,
belfoed01,Везина,1990,NHL,,
belivje01,Артур Росс,1955,NHL,,
belivje01,Конн Смайти,1964,NHL,,
