year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1972,"К сожалению, я не понимаю, что вы имеете в виду под «DF». Можете ли вы уточнить ваш запрос?",,WIJ,WHA,HOU,WHA,4,0,0,14,3,
1922,Ф,,VAM,PCHA,VC1,PCHA,1,1,0,5,3,ТГ
2007,CF,Yes,DET,NHL,DAL,NHL,4,2,0,17,10,
1974,АСС,,HOU,WHA,QUN,WHA,4,0,0,20,7,
1923,СЦСС,,MTL,NHL,VAM,PCHA,2,0,0,5,3,
1922,SCФ,,OTS,NHL,EDE,WCHL,2,0,0,3,1,
1972,КФ,К,CHI,NHL,STL,NHL,4,1,0,22,9,
2009,CQF,Х,DET,NHL,PHO,NHL,4,3,0,26,18,
2009,CQF,А,MTL,NHL,WAS,NHL,4,3,0,20,22,
1984,"К сожалению, я не понимаю, что вы имеете в виду под «DF». Можете ли вы уточнить ваш запрос?","Добро пожаловать в Coral, ваш персональный помощник на базе ИИ, готовый помочь вам в любое время! Я могу перевести текст с английского на русский язык и обратно. Пожалуйста, предоставьте мне текст, который вы хотите перевести, и я с радостью помогу вам.",EDM,NHL,WIN,NHL,4,0,0,22,11,
1985,"К сожалению, я не понимаю, что вы имеете в виду под «DF». Можете ли вы уточнить ваш запрос?","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",NYR,NHL,WAS,NHL,4,2,0,20,25,
1976,АСС,,QUN,WHA,WIJ,WHA,4,3,0,31,28,
2002,КФС,"Добро пожаловать в Coral, ваш персональный помощник на базе ИИ, готовый помочь вам в любое время! Я могу перевести текст с английского на русский язык и обратно. Пожалуйста, предоставьте мне текст, который вы хотите перевести, и я с радостью помогу вам.",MIN,NHL,VAN,NHL,4,3,0,26,17,
1982,ДДСФ,А,BOS,NHL,QUE,NHL,3,1,0,11,8,
1995,КФС,"Добро пожаловать в Coral, ваш персональный помощник на базе ИИ, готовый помочь вам в любое время! Я могу перевести текст с английского на русский язык и обратно. Пожалуйста, предоставьте мне текст, который вы хотите перевести, и я с радостью помогу вам.",COL,NHL,CHI,NHL,4,2,0,21,14,
1993,CQF,Х,DAL,NHL,STL,NHL,4,0,0,16,10,
1942,SCФ,К,DET,NHL,BOS,NHL,4,0,0,16,5,
1996,КФС,я,NYR,NHL,NJD,NHL,4,1,0,10,5,
1981,CF,М,NYI,NHL,QUE,NHL,4,0,0,18,9,
1983,CF,М,NYI,NHL,MTL,NHL,4,2,0,17,12,
2007,КФС,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",DET,NHL,COL,NHL,4,0,0,21,9,
2002,CQF,Х,VAN,NHL,STL,NHL,4,3,0,17,21,
2000,SCФ,О,COL,NHL,NJD,NHL,4,3,0,19,11,
1986,ДДСФ,К,PHI,NHL,NYR,NHL,4,2,0,22,13,
2010,CQF,Ф,SJS,NHL,LAK,NHL,4,2,0,20,20,
1987,ДДСФ,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти, і вкажіть, з якого і на який мови потрібен переклад.",WAS,NHL,PHI,NHL,4,3,0,31,25,
1978,Предложение,,NEW,WHA,CIN,WHA,2,1,0,10,10,
1973,КФ,А,BOS,NHL,TOR,NHL,4,0,0,17,9,
2002,SCФ,О,NJD,NHL,ANA,NHL,4,3,0,19,12,
1975,Предложение,А,BUF,NHL,STL,NHL,2,1,0,7,8,
1991,"К сожалению, я не понимаю, что вы имеете в виду под «DF». Можете ли вы уточнить ваш запрос?",я,BOS,NHL,MTL,NHL,4,0,0,14,8,
2005,CF,Yes,EDM,NHL,ANA,NHL,4,1,0,16,13,
1991,ДДСФ,Б,BOS,NHL,BUF,NHL,4,3,0,19,24,
2005,КФС,"Добро пожаловать в Coral, ваш персональный помощник на базе ИИ, готовый помочь вам в любое время! Я могу перевести текст с английского на русский язык и обратно. Пожалуйста, предоставьте мне текст, который вы хотите перевести, и я с радостью помогу вам.",ANA,NHL,COL,NHL,4,0,0,16,4,
1992,ДДСФ,Х,LAK,NHL,CAL,NHL,4,2,0,33,28,
1977,Предложение,А,PHI,NHL,COR,NHL,2,0,0,6,3,
2011,CQF,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",PHO,NHL,CHI,NHL,4,2,0,17,12,
2002,CQF,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти, і вкажіть, з якого і на який мови потрібен переклад.",PHI,NHL,TOR,NHL,4,3,0,24,16,
1975,Предложение,,NEW,WHA,CLC,WHA,3,0,0,14,6,
1927,SCФ,"Добро пожаловать в мой мир, где язык знает никаких границ! Я готов перевести для вас любой текст с английского на русский. Просто направьте мне исходный текст, и я обеспечу точный и плавный перевод.",NYR,NHL,MTM,NHL,3,2,0,5,6,
2005,КФС,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",EDM,NHL,SJS,NHL,4,2,0,19,12,
2009,КФС,я,MTL,NHL,PIT,NHL,4,3,0,19,18,
1989,"К сожалению, я не понимаю, что вы имеете в виду под «DF». Можете ли вы уточнить ваш запрос?",я,BOS,NHL,MTL,NHL,4,1,0,16,12,
1972,КФ,А,MTL,NHL,BUF,NHL,4,2,0,21,16,
1973,SCФ,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",PHI,NHL,BOS,NHL,4,2,0,15,13,
1987,CF,Yes,EDM,NHL,DET,NHL,4,1,0,23,16,
1934,SF,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти, і вкажіть, з якого і на який мови потрібен переклад.",MTM,NHL,NYR,NHL,1,0,1,5,4,ТГ
1936,КФ,К,NYR,NHL,TOR,NHL,2,0,0,5,1,
1990,ДДСФ,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",LAK,NHL,VAN,NHL,4,2,0,26,16,
1982,ДДСФ,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти, і вкажіть, з якого і на який мови потрібен переклад.",NYI,NHL,WAS,NHL,3,1,0,19,11,
1918,SCФ,,SEA,PCHA,MTL,NHL,2,2,0,19,10,Н/Д
1994,CQF,А,NYR,NHL,QUE,NHL,4,2,0,25,19,
2002,CF,М,NJD,NHL,OTT,NHL,4,3,0,17,13,
1982,ДДСФ,А,BOS,NHL,QUE,NHL,3,1,0,11,8,
1947,SF,Б,DET,NHL,NYR,NHL,4,2,0,17,12,
1986,"К сожалению, я не понимаю, что вы имеете в виду под «DF». Можете ли вы уточнить ваш запрос?","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",DET,NHL,TOR,NHL,4,3,0,20,18,
1928,КФ,К,TOR,NHL,DTC,NHL,2,0,0,7,2,ТГ
1993,CQF,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",TOR,NHL,CHI,NHL,4,2,0,15,10,
1949,SF,А,DET,NHL,TOR,NHL,4,3,0,10,11,
1988,ДДСФ,А,MTL,NHL,HAR,NHL,4,0,0,18,11,
1985,ДДСФ,Х,CAL,NHL,WIN,NHL,3,0,0,15,8,
1922,Ф,,OTS,NHL,MTL,NHL,1,1,0,3,2,ТГ
1979,КФ,"Добро пожаловать в Coral, ваш персональный помощник на базе ИИ, готовый помочь вам в любое время! Я могу перевести текст с английского на русский язык и обратно. Пожалуйста, предоставьте мне текст, который вы хотите перевести, и я с радостью помогу вам.",NYI,NHL,BOS,NHL,4,1,0,19,14,
1927,КФ,Б,NYR,NHL,PIP,NHL,1,1,0,6,4,ТГ
1985,"К сожалению, я не понимаю, что вы имеете в виду под «DF». Можете ли вы уточнить ваш запрос?",я,MTL,NHL,HAR,NHL,4,3,0,16,13,
2000,CQF,"Добро пожаловать в мой мир, где язык знает никаких границ! Я готов перевести для вас любой текст с английского на русский. Просто направьте мне исходный текст, и я обеспечу точный и плавный перевод.",COL,NHL,VAN,NHL,4,0,0,16,9,
1936,SF,А,DET,NHL,MTL,NHL,3,2,0,13,8,
2010,CQF,К,BOS,NHL,MTL,NHL,4,3,0,17,17,
1989,"К сожалению, я не понимаю, что вы имеете в виду под «DF». Можете ли вы уточнить ваш запрос?","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",CHI,NHL,STL,NHL,4,3,0,28,22,
1973,КФ,А,BOS,NHL,TOR,NHL,4,0,0,17,9,
1964,SF,А,CHI,NHL,DET,NHL,4,3,0,23,19,
1938,КФ,Б,TOR,NHL,NYA,NHL,2,0,0,6,0,
1985,ДДСФ,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",EDM,NHL,VAN,NHL,3,0,0,17,5,
