File,Row,Column,Length_Orig,Length_Trans,Diff_%,Original,Translated
titles.csv,4,title,13,1807,13800.0,Net Etiquette,"Нет-этикет (от английского ""net etiquette"") — это ..."
titles.csv,5,notes,81,1857,2192.6,Detailed instructions on how to make authentic Jap...,Инструкция по приготовлению аутентичной японской с...
sales.csv,4,payterms,6,48,700.0,Net 30,Срок оплаты - 30 дней с момента получения счета.
sales.csv,5,payterms,6,48,700.0,Net 30,Срок оплаты - 30 дней с момента получения счета.
sales.csv,6,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,7,payterms,6,48,700.0,Net 30,Срок оплаты - 30 дней с момента получения счета.
sales.csv,8,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,9,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,10,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,11,payterms,6,48,700.0,Net 30,Срок оплаты - 30 дней с момента получения счета.
sales.csv,13,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,14,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,15,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,16,payterms,6,48,700.0,Net 30,Срок оплаты - 30 дней с момента получения счета.
sales.csv,17,payterms,6,48,700.0,Net 30,Срок оплаты - 30 дней с момента получения счета.
sales.csv,18,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,19,payterms,6,48,700.0,Net 30,Срок оплаты - 30 дней с момента получения счета.
sales.csv,20,payterms,6,48,700.0,Net 30,Срок оплаты - 30 дней с момента получения счета.
sales.csv,21,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
pub_info.csv,3,logo,7,155,2114.3,GIF89a�,"This is a valid request, but it does not appear to..."
pub_info.csv,4,logo,7,155,2114.3,GIF89a�,"This is a valid request, but it does not appear to..."
pub_info.csv,5,logo,7,155,2114.3,GIF89a�,"This is a valid request, but it does not appear to..."
pub_info.csv,6,logo,7,155,2114.3,GIF89a�,"This is a valid request, but it does not appear to..."
pub_info.csv,7,logo,9,256,2744.4,GIF89a(,"[XML]
<GIF>
    <data>
        <file>
            ..."
pub_info.csv,8,logo,7,155,2114.3,GIF89a�,"This is a valid request, but it does not appear to..."
pub_info.csv,9,logo,7,155,2114.3,GIF89a�,"This is a valid request, but it does not appear to..."
pub_info.csv,9,pr_info,131,454,246.6,"This is sample text data for Ramona Publishers, pu...",Рамона Паблишерз - это издательский дом со штаб-кв...
