name,id,award,year,lgid,note
Bruce Norris,norribr01h,Patrick,1975,NHL,
Bud Poile,poilebu01,Patrick,1988,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Frank Mathers,mathefr01,Patrick,1986,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
Joe Mullen,mullejo01,Patrick,1994,NHL,
Keith Allen,allenke01,Patrick,1987,NHL,
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Milt Schmidt,schmimi01,Patrick,1995,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
Rod Gilbert,gilbero01,Patrick,1990,NHL,
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
Walter Bush,bushwa01h,Patrick,1972,NHL,
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
Ted Lindsay,lindste01,Patrick,2007,NHL,
John Bucyk,bucykjo01,Patrick,1976,NHL,
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Mario Lemieux,lemiema01,Patrick,1999,NHL,
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
John A. 'Snooks' Kelly,,Patrick,1971,NHL,
Ray Miron,,Patrick,2003,NHL,
George Leader,,Patrick,1975,NHL,
Art Ross,rossar01,Patrick,1983,NHL,posthumous
Lou Nanne,nannelo01,Patrick,1988,NHL,
Art Berglund,,Patrick,1991,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Al Arbour,arboual01,Patrick,1991,NHL,
Jerry York,,Patrick,2009,NHL,
John Mayasich,,Patrick,1997,NHL,
Weston Adams,adamswe01h,Patrick,1973,NHL,posthumous
Bob Fleming,,Patrick,1994,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Gary Bettman,,Patrick,2000,NHL,
Jack Parker,,Patrick,2009,NHL,
Seymour H. Knox III,,Patrick,1996,NHL,posthumous
Tom Fitzgerald,,Patrick,1977,NHL,
Fred Cusick,,Patrick,1987,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Cammi Granato,,Patrick,2006,NHL,
Phil Housley,houslph01,Patrick,2007,NHL,
Bob Pulford,pulfobo01,Patrick,2010,NHL,
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
William Jennings,jenniwi01h,Patrick,1970,NHL,
Max McNab,mcnabma01,Patrick,1997,NHL,
Donald Clark,,Patrick,1974,NHL,
1998 U.S. Olympic Women's Hockey Team,,Patrick,1998,NHL,
Mark Johnson,johnsma02,Patrick,2010,NHL,
Ken Morrow,morroke01,Patrick,1995,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
Stan Fischler,,Patrick,2006,NHL,
Stan Mikita,mikitst01,Patrick,1975,NHL,
Gordie Howe,howego01,Patrick,1966,NHL,
