year,hofid,name,category
1974,burchbi01h,Billy Burch,Player
1963,mclaufr01h,Frederic McLaughlin,Builder
2000,mullejo01h,Joe Mullen,Player
1965,russeer01h,Ernie Russell,Player
1969,norribr01h,Bruce Norris,Builder
1980,lumleha01h,Harry Lumley,Player
1962,ruttaja01h,Jack Ruttan,Player
1995,cookbu01h,Bun Cook,Player
1974,haych01h,Charles Hay,Builder
1961,hainsge01h,George Hainsworth,Player
1947,robincl01h,Claude Robinson,Builder
1962,hernri01h,Riley Hern,Player
1962,broadpu01h,Punch Broadbent,Player
1958,bouchfr01h,Frank Boucher,Player
1991,armstne01h,Neil Armstrong,Referee/Linesman
1962,roddemi01h,Mike Rodden,Referee/Linesman
1993,damicjo01h,John D'Amico,Referee/Linesman
1987,pavelma03h,Matt Pavelich,Referee/Linesman
2001,kurrija01h,Jari Kurri,Player
1961,dayha01h,Hap Day,Player
1964,siebeba01h,Babe Siebert,Player
1993,shuttst01h,Steve Shutt,Player
1975,baileac01h,Ace Bailey,Player
1982,ullmano01h,Norm Ullman,Player
1982,gilbero01h,Rod Gilbert,Player
1972,holmeha01h,Hap Holmes,Player
1961,appssy01h,Syl Apps,Player
1974,mooredi01h,Dickie Moore,Player
1999,gretzwa01h,Wayne Gretzky,Player
1958,pickaal01h,Allan Pickard,Builder
1958,conneal01h,Alec Connell,Player
1980,patrily01h,Lynn Patrick,Player
1977,hortoti01h,Tim Horton,Player
1974,ivanto01h,Tommy Ivan,Builder
1997,sathegl01h,Glen Sather,Builder
1988,parkbr01h,Brad Park,Player
1965,lockhth01h,Tommy Lockhart,Builder
1947,bowieru01h,Russell Bowie,Player
1992,mathefr01h,Frank Mathers,Builder
1988,laflegu01h,Guy Lafleur,Player
1961,schmimi01h,Milt Schmidt,Player
1962,gilmobi01h,Billy Gilmour,Player
1962,simpsjo01h,Joe Simpson,Player
1950,triheha01h,Harry Trihey,Player
1952,goheemo01h,Moose Goheen,Player
2001,hawerda01h,Dale Hawerchuk,Player
1958,lehmahu01h,Hugh Lehman,Player
1958,fredrfr01h,Frank Fredrickson,Player
1966,kennete01h,Ted Kennedy,Player
1947,patrile01h,Lester Patrick,Player
1970,gadsbbi01h,Bill Gadsby,Player
1958,turnell01h,Lloyd Turner,Builder
2000,bushwa01h,Walter Bush,Builder
1962,watsoha01h,Harry Watson,Player
2006,brookhe01h,Herb Brooks,Builder
1978,tuttwi01h,William Tutt,Builder
1961,richama01h,Maurice Richard,Player
1984,esposph01h,Phil Esposito,Player
1950,lalonne01h,Newsy Lalonde,Player
1989,sittlda01h,Darryl Sittler,Player
2011,nieuwjo01h,Joe Nieuwendyk,Player
1950,patrifr01h,Frank Patrick,Builder
2002,federbe01h,Bernie Federko,Player
1961,rankifr01h,Frank Rankin,Player
1992,allenke01h,Keith Allen,Builder
1974,dundeto01h,Tommy Dunderdale,Player
1979,howelha01h,Harry Howell,Player
2008,larioig01h,Igor Larionov,Player
1962,darraja01h,Jack Darragh,Player
1978,bathgan01h,Andy Bathgate,Player
1981,mahovfr01h,Frank Mahovlich,Player
1966,reardke01h,Ken Reardon,Player
1991,smithcl01h,Clint Smith,Player
1993,knoxse01h,Seymour Knox,Builder
1987,laperja01h,Jacques Laperriere,Player
1947,sutheja01h,James Sutherland,Builder
1959,dennecy01h,Cy Denneny,Player
1974,tarasan01h,Anatoli Tarasov,Builder
1945,gardich01h,Charlie Gardiner,Player
1958,cleghsp01h,Sprague Cleghorn,Player
1971,jacksbu01h,Busher Jackson,Player
1977,cattajo01h,Joseph Cattarinich,Builder
1964,diliofr01h,Francis Dilio,Builder
1973,molsoha01h,Hartland Molson,Builder
1986,boivile01h,Leo Boivin,Player
1962,ahearfr01h,Frank Ahearn,Builder
2009,lamorlo01h,Lou Lamoriello,Builder
1967,brodatu01h,Turk Broda,Player
1994,oneilbr01h,Brian O'Neill,Builder
1992,dionnma01h,Marcel Dionne,Player
1958,raymodo01h,Donat Raymond,Builder
1961,lesuepe01h,Percy LeSueur,Player
2002,gillicl01h,Clark Gillies,Player
1965,marshja02h,Jack Marshall,Player
1961,loicqpa01h,Paul Loicq,Builder
1947,hewitwi01h,William Hewitt,Builder
1961,halljo01h,Joe Hall,Player
1958,gardihe01h,Herb Gardiner,Player
1983,sindeha01h,Harry Sinden,Builder
1976,quackbi01h,Bill Quackenbush,Player
1988,oconnbu01h,Buddy O'Connor,Player
1973,udvarfr01h,Frank Udvari,Referee/Linesman
2007,macinal01h,Al MacInnis,Player
1998,goulemi01h,Michel Goulet,Player
1979,richahe01h,Henri Richard,Player
1990,poilebu01h,Bud Poile,Builder
