year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1971,QF,D,STL,NHL,MNS,NHL,4,3,0,19,19,
1960,SF,B,DET,NHL,TOR,NHL,4,1,0,15,8,
1978,QF,E,NYI,NHL,CHI,NHL,4,0,0,14,3,
2002,CQF,C,TBL,NHL,WAS,NHL,4,2,0,14,15,
1989,CF,N,EDM,NHL,CHI,NHL,4,2,0,25,20,
2002,CQF,F,ANA,NHL,DET,NHL,4,0,0,10,6,
1998,CF,M,BUF,NHL,TOR,NHL,4,1,0,21,16,
1990,DF,J,PIT,NHL,WAS,NHL,4,1,0,19,13,
1992,DF,J,NYI,NHL,PIT,NHL,4,3,0,24,27,
1938,QF,B,TOR,NHL,NYA,NHL,2,0,0,6,0,
2007,CQF,F,SJS,NHL,CAL,NHL,4,3,0,19,17,
1986,DSF,A,QUE,NHL,HAR,NHL,4,2,0,27,19,
1975,Pre,B,NYI,NHL,VAN,NHL,2,0,0,8,4,
1978,Pre,,NEW,WHA,CIN,WHA,2,1,0,10,10,
1917,F,,VML,PCHA,SEA,PCHA,1,0,1,3,2,TG
1913,SCF,,TBS,NHA,VA1,PCHA,3,0,0,13,8,
1991,CF,N,CHI,NHL,EDM,NHL,4,0,0,21,8,
1922,F,,EDE,WCHL,REG,WCHL,1,0,1,4,3,TG
1974,QF,G,MTL,NHL,VAN,NHL,4,1,0,20,9,
1935,SF,D,TOR,NHL,NYA,NHL,2,1,0,6,3,
1986,DSF,C,PHI,NHL,NYR,NHL,4,2,0,22,13,
1934,SF,D,MTM,NHL,NYR,NHL,1,0,1,5,4,TG
1996,CQF,F,EDM,NHL,DAL,NHL,4,3,0,21,18,
1985,DSF,H,CAL,NHL,WIN,NHL,3,0,0,15,8,
1996,CQF,G,DET,NHL,STL,NHL,4,2,0,13,12,
2001,CQF,H,STL,NHL,CHI,NHL,4,1,0,13,5,
1960,SF,A,CHI,NHL,MTL,NHL,4,2,0,16,15,
1974,SCF,K,PHI,NHL,BUF,NHL,4,2,0,19,12,
1958,SF,B,TOR,NHL,BOS,NHL,4,3,0,20,21,
1974,Pre,D,NYI,NHL,NYR,NHL,2,1,0,10,13,
1998,SCF,O,DAL,NHL,BUF,NHL,4,2,0,13,9,
2005,CQF,C,NJD,NHL,NYR,NHL,4,0,0,17,4,
1978,Pre,C,TOR,NHL,ATF,NHL,2,0,0,9,5,
1979,Pre,B,BUF,NHL,VAN,NHL,3,1,0,15,7,
1916,F,,MOC,NHA,OT1,NHA,1,1,0,7,6,TG
1972,SF,F,CHI,NHL,NYR,NHL,4,1,0,15,11,
1978,SCF,K,MTL,NHL,NYR,NHL,4,1,0,19,11,
1971,QF,A,BOS,NHL,TOR,NHL,4,1,0,18,10,
2005,CQF,G,ANA,NHL,CAL,NHL,4,3,0,17,16,
1967,SF,E,MTL,NHL,CHI,NHL,4,1,0,22,10,
1972,DSF,,CLC,WHA,PHB,WHA,4,0,0,19,6,
2011,CQF,F,STL,NHL,SJS,NHL,4,1,0,14,8,
1975,QF,H,NYI,NHL,BUF,NHL,4,2,0,21,18,
1957,SF,A,MTL,NHL,DET,NHL,4,0,0,19,6,
1921,SCSF,,VML,PCHA,REG,WCHL,1,1,0,5,2,TG
1938,SF,A,BOS,NHL,NYR,NHL,4,3,0,14,12,
1990,SCF,O,PIT,NHL,MNS,NHL,4,2,0,28,16,
1977,SF,I,MTL,NHL,TOR,NHL,4,0,0,16,6,
1927,SF,D,NYR,NHL,BOS,NHL,1,0,1,5,2,TG
1980,Pre,D,NYR,NHL,LAK,NHL,3,1,0,23,12,
1966,SF,B,MTL,NHL,NYR,NHL,4,0,0,14,8,
1974,QF,F,BUF,NHL,CHI,NHL,4,1,0,20,10,
1983,DSF,A,MTL,NHL,BOS,NHL,3,0,0,10,2,
2009,CF,N,CHI,NHL,SJS,NHL,4,0,0,13,7,
1984,DF,L,EDM,NHL,WIN,NHL,4,0,0,22,11,
1994,CF,M,NJD,NHL,PHI,NHL,4,2,0,20,14,
1999,CQF,F,DAL,NHL,EDM,NHL,4,1,0,14,11,
1931,SF,A,NYR,NHL,MTL,NHL,3,1,0,13,9,
1995,CQF,A,PHI,NHL,TBL,NHL,4,2,0,26,13,
1952,SF,B,MTL,NHL,CHI,NHL,4,3,0,18,14,
1973,QF,C,PHI,NHL,ATF,NHL,4,0,0,17,6,
1929,SF,D,MTL,NHL,NYR,NHL,2,0,0,4,1,
2003,CSF,K,CAL,NHL,DET,NHL,4,2,0,11,12,
1925,SCF,,MTM,NHL,VIC,WCHL,3,1,0,10,3,
