playerid,year,stint,tmid,s,g,gdg
nugenry01,2011,1,EDM,2,5,2
plekato01,2006,1,MTL,3,1,0
robitlu01,2005,1,LAK,3,2,1
czerkma01,2005,2,BOS,2,0,0
ennisty01,2010,1,BUF,4,3,2
umberrj01,2009,1,CBS,2,0,0
littlbr01,2009,1,ATL,4,1,1
hedmavi01,2011,1,TBL,0,1,0
hemskal01,2011,1,EDM,3,6,1
wilsoco01,2011,1,NAS,1,3,1
torrera01,2010,1,VAN,1,1,1
weighdo01,2009,1,NYI,1,0,0
kovalil01,2011,1,NJD,11,14,7
malkiev01,2009,1,PIT,2,1,0
biekske01,2006,1,VAN,1,0,0
nielsfr01,2009,1,NYI,12,7,2
reasoma01,2006,1,EDM,1,1,1
bochebr01,2006,1,CHI,1,0,0
lombama01,2006,1,CAL,2,0,0
gagnesi01,2011,1,LAK,0,3,0
gaborma01,2005,1,MIN,6,0,0
burnsbr01,2007,1,MIN,5,3,1
kanepa01,2007,1,CHI,9,7,3
kunitch01,2005,2,ANA,6,2,2
thorbch01,2007,1,ATL,1,0,0
vanekth01,2011,1,BUF,3,8,0
nolanow01,2007,1,CAL,2,0,0
toewsjo01,2007,1,CHI,2,0,0
gaborma01,2010,1,NYR,1,0,0
colbojo01,2011,1,TOR,0,1,0
arnotja01,2005,1,DAL,1,0,0
montast01,2008,1,AND,1,0,0
clearda01,2006,1,DET,4,2,0
seminal01,2007,1,WAS,7,3,2
stlouma01,2008,1,TBL,5,1,0
bourqre01,2009,1,CAL,1,0,0
arkhide01,2006,1,CHI,2,0,0
parrima01,2005,1,NYI,2,0,0
stollja01,2011,1,LAK,2,8,0
belaner01,2007,1,MIN,1,0,0
parkri01,2009,1,NYI,2,0,0
boyesbr01,2009,1,STL,12,7,3
kunitch01,2011,1,PIT,4,6,2
pisanfe01,2007,1,EDM,3,2,2
gocma01,2009,1,NAS,5,1,0
oreilry01,2010,1,COL,2,1,1
steenal01,2009,1,STL,1,0,0
jokinol01,2008,1,PHO,2,0,0
stemple01,2007,1,STL,2,0,0
morribr01,2007,1,VAN,3,0,0
jagrja01,2011,1,PHI,0,1,0
malonry01,2009,1,TBL,1,0,0
parkri01,2008,1,NYI,2,1,1
sharppa01,2011,1,CHI,1,8,0
streima01,2008,1,NYI,1,0,0
brouwtr01,2011,1,WAS,0,1,0
porteke01,2010,1,COL,2,1,1
plekato01,2008,1,MTL,3,0,0
recchma01,2005,2,CAR,1,0,0
ribeimi01,2010,1,DAL,10,6,1
schrero01,2010,1,NYI,5,3,0
savarma01,2006,1,BOS,6,1,0
nealja01,2011,1,PIT,4,9,2
ekmanol01,2011,1,PHO,1,4,1
svatoma01,2008,1,COL,9,3,3
stillco01,2008,1,FLO,5,1,0
lupuljo01,2008,1,PHI,2,0,0
eliaspa01,2008,1,NJD,7,3,1
staplti01,2010,1,ATL,1,1,1
sharppa01,2005,2,CHI,2,0,0
coleer01,2005,1,CAR,3,1,1
tikhovi01,2008,1,PHO,2,1,1
erikslo01,2010,1,DAL,5,1,1
kovalal01,2005,1,MTL,4,1,0
dubinbr01,2007,1,NYR,1,0,0
parrima01,2005,2,LAK,1,0,0
holmsto01,2005,1,DET,2,1,1
reinpst01,2006,1,PHO,2,0,0
hagmani01,2009,1,TOR,1,1,0
bernist01,2007,1,SJS,1,0,0
peltovi01,2007,1,FLO,4,0,0
crosbsi01,2007,1,PIT,7,2,2
kovalil01,2008,1,ATL,5,1,0
torrera01,2006,1,EDM,1,1,1
batessh01,2005,1,NYI,3,2,0
kubalto01,2010,1,CBS,1,0,0
keslery01,2008,1,VAN,3,1,0
sturmma01,2005,2,BOS,4,0,0
eberljo01,2010,1,EDM,9,4,1
dawesni01,2010,2,MTL,1,1,0
turriky01,2007,1,PHO,1,1,0
vrbatra01,2011,1,PHO,4,13,0
stepade01,2010,1,NYR,5,0,0
havlama01,2007,1,CHI,4,1,0
huntetr01,2005,1,NYI,9,5,2
palmiky01,2011,1,AND,0,1,0
crosbsi01,2006,1,PIT,15,5,4
