playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
rowebo01,1912,VA1,PCHA,D,3,2,0,2,9
oliveha01,1923,CAT,WCHL,R,2,0,0,0,0
poulisk01,1915,MOC,NHA,C,5,1,1,2,6
broadpu01,1919,OTS,NHL,R,4,0,0,0,3
holmeha01,1918,SEA,PCHA,G,5,0,0,0,0
broadpu01,1925,MTM,NHL,R,4,1,0,1,20
matzjo01,1924,MTL,NHL,F,4,0,0,0,2
rickero01,1919,SEA,PCHA,D,5,2,0,2,9
hartgi01,1924,VIC,WCHL,R,4,2,1,3,0
halljo01,1918,MTL,NHL,D,5,0,0,0,6
morribe01,1919,SEA,PCHA,C,5,0,2,2,0
prodggo01,1912,VA1,PCHA,R,2,1,0,1,2
ronansk01,1915,MOC,NHA,R,4,1,0,1,6
ulricja01,1913,VA1,PCHA,R,3,0,0,0,3
denneco01,1922,VAM,PCHA,C,3,0,0,0,0
hartgi01,1925,VIC,WCHL,R,4,0,0,0,2
cleghsp01,1924,MTL,NHL,D,4,0,0,0,2
mackami01,1921,VML,PCHA,L,5,1,0,1,6
foystfr01,1925,VIC,WCHL,L,4,0,0,0,2
oatmaed01,1915,PO1,PCHA,C,5,3,1,4,16
shoreha01,1914,OT1,NHA,D,3,0,0,0,3
mackami01,1920,VML,PCHA,C,5,0,1,1,0
lalonne01,1918,MTL,NHL,C,5,6,0,6,3
cookll01,1923,VAM,PCHA,D,2,0,0,0,4
oatmaru01,1925,VIC,WCHL,R,4,0,0,0,10
hitchli01,1922,OTS,NHL,D,5,1,0,1,4
campbea01,1922,EDE,WCHL,L,2,0,0,0,0
bouchfr01,1923,VAM,PCHA,C,2,1,1,2,2
carpeed01,1916,SEA,PCHA,D,4,0,0,0,3
coutubi01,1916,MOC,NHA,D,4,0,0,0,36
winklha01,1922,EDE,WCHL,G,2,0,0,0,0
corbebe01,1915,MOC,NHA,D,5,0,1,1,32
joliaau01,1924,MTL,NHL,L,4,2,0,2,16
bouchfr01,1922,VAM,PCHA,C,4,2,0,2,0
wilsocu01,1916,SEA,PCHA,R,4,1,2,3,0
mackami01,1922,VAM,PCHA,L,4,1,0,1,4
cookll01,1914,VML,PCHA,D,3,3,0,3,9
wilsocu01,1918,SEA,PCHA,R,5,1,3,4,6
taylocy01,1920,VML,PCHA,L,3,0,1,1,5
bouchge01,1919,OTS,NHL,D,5,2,0,2,2
broadpu01,1914,OT1,NHA,R,3,3,0,3,9
oatmaed01,1923,CAT,WCHL,C,2,0,1,1,0
rileyji01,1916,SEA,PCHA,L,4,0,0,0,3
benedcl01,1919,OTS,NHL,G,5,0,0,0,0
holmeha01,1917,TOA,NHL,G,5,0,0,0,0
griffsi01,1917,VML,PCHA,D,5,1,0,1,9
barboal01,1915,PO1,PCHA,C,5,0,0,0,0
walkeja01,1913,TBS,NHA,L,3,1,0,1,3
murramu01,1918,SEA,PCHA,D,5,2,0,2,6
lehmahu01,1914,VML,PCHA,G,3,0,0,0,0
dennecy01,1920,OTS,NHL,L,5,2,2,4,10
nighbfr01,1920,OTS,NHL,C,5,0,1,1,0
crawfru01,1912,QU1,NHA,R,3,3,0,3,19
broadpu01,1922,OTS,NHL,R,6,6,1,7,12
carsofr01,1925,MTM,NHL,R,4,0,0,0,0
patrile01,1912,VA1,PCHA,D,3,4,0,4,4
lindsbe01,1913,VA1,PCHA,G,3,0,0,0,0
simpsjo01,1922,EDE,WCHL,D,2,0,1,1,0
dundeto01,1912,VA1,PCHA,C,3,3,0,3,8
stewane01,1925,MTM,NHL,C,4,6,1,7,14
prodggo01,1915,MOC,NHA,D,5,3,1,4,6
denneco01,1917,TOA,NHL,L/C,5,3,1,4,0
headlfe01,1924,MTL,NHL,D,4,0,0,0,0
skinnal01,1917,TOA,NHL,R,5,8,2,10,0
mummeha01,1917,TOA,NHL,D,5,0,6,6,0
berlilo01,1918,MTL,NHL,L,5,1,1,2,0
gerared01,1919,OTS,NHL,D,5,2,1,3,3
