year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1985,NHL,MTL,25,11,4.0,,15,22,3.0,,,,,,4,6,0,,7,3,3,,8,3,1,,10,5,1.0,,5.0,6.0,1.0,,4,9,1,,2,1,0,
1964,NHL,MTL,20,8,7.0,,16,15,4.0,,,,,,4,0,3,,4,6,2,,9,2,2,,8,5,0.0,,4.0,6.0,3.0,,7,4,1,,,,,
1982,NHL,NYR,24,13,3.0,,11,22,7.0,,,,,,6,7,0,,6,4,1,,6,5,2,,5,7,3.0,,5.0,4.0,2.0,,7,7,1,,0,1,1,
1950,NHL,MTL,17,10,8.0,,8,20,7.0,,,,,,4,2,3,,4,7,2,,3,8,2,,6,4,3.0,,2.0,6.0,2.0,,6,3,3,,,,,
1977,NHL,BUF,25,7,8.0,,19,12,9.0,,,,,,5,2,1,,9,4,1,,7,1,5,,5,3,5.0,,9.0,2.0,2.0,,7,4,3,,2,3,0,
1985,NHL,HAR,21,17,2.0,,19,19,2.0,,,,,,6,4,0,,5,7,0,,8,5,1,,7,6,0.0,,2.0,10.0,1.0,,9,3,2,,3,1,0,
1984,NHL,MNS,14,19,7.0,,11,24,5.0,,,,,,2,6,1,,6,4,4,,4,9,1,,3,6,4.0,,3.0,9.0,1.0,,6,8,1,,1,1,0,
1975,WHA,TOT,16,20,4.0,,8,32,1.0,,,,,,2,4,1,,4,9,1,,6,9,1,,3,7,2.0,,1.0,11.0,0.0,,8,8,0,,0,4,0,
1940,NHL,DET,14,5,5.0,,7,11,6.0,,,,,,,,,,4,1,4,,5,5,1,,4,5,3.0,,4.0,3.0,2.0,,4,2,1,,,,,
2010,NHL,PHO,21,13,,7,22,13,,6,,,,,3,4,,3,8,3,,2,6,6,,2,8,4,,2,8.0,4.0,,1,9,4,,1,1,1,,2
1961,NHL,TOR,25,5,5.0,,12,17,6.0,,,,,,4,2,1,,9,4,2,,6,4,2,,8,3,2.0,,5.0,6.0,1.0,,5,3,3,,,,,
1925,WCHL,POR,6,10,0.0,,6,6,2.0,,,,,,,,,,2,0,0,,4,4,1,,2,5,0.0,,3.0,4.0,1.0,,1,3,0,,,,,
1974,WHA,HOU,28,11,0.0,,25,14,0.0,,,,,,4,4,0,,10,4,0,,10,3,0,,5,5,0.0,,12.0,4.0,0.0,,9,4,0,,3,1,0,
1993,NHL,BOS,20,14,8.0,,22,15,5.0,,,,,,4,3,4,,8,3,2,,5,6,1,,8,4,2.0,,8.0,3.0,2.0,,6,6,2,,3,4,0,
1980,NHL,PIT,21,16,3.0,,9,21,10.0,,,,,,4,5,1,,2,8,3,,5,6,3,,6,6,1.0,,7.0,5.0,1.0,,5,6,3,,1,1,1,
1977,NHL,TOR,21,13,6.0,,20,16,4.0,,,,,,4,1,2,,8,4,1,,9,5,1,,5,5,3.0,,7.0,2.0,3.0,,7,8,0,,1,4,0,
1954,NHL,TOR,14,10,11.0,,10,14,11.0,,,,,,2,3,3,,8,3,3,,6,4,4,,4,6,5.0,,3.0,3.0,5.0,,1,5,2,,,,,
1970,NHL,PIT,18,12,9.0,,3,25,11.0,,,,,,2,4,3,,3,6,5,,5,7,3,,6,5,1.0,,3.0,7.0,3.0,,2,7,3,,0,1,2,
1998,NHL,BOS,22,10,9.0,,17,20,4.0,,,,,,4,5,2,,6,2,3,,6,6,1,,4,6,2.0,,5.0,5.0,2.0,,7,4,3,,7,2,0,
1974,NHL,PIT,25,5,10.0,,12,23,5.0,,,,,,2,4,1,,6,6,3,,4,6,4,,8,3,2.0,,7.0,3.0,3.0,,9,4,2,,1,2,0,
1992,NHL,STL,22,13,7.0,,15,23,4.0,,,,,,5,6,1,,3,6,3,,5,7,1,,9,4,2.0,,7.0,6.0,1.0,,6,4,1,,2,3,2,
1971,NHL,NYR,26,6,7.0,,22,11,6.0,,,,,,6,1,4,,9,2,0,,10,2,2,,6,4,2.0,,10.0,2.0,2.0,,7,4,3,,0,2,0,
1952,NHL,MTL,18,12,5.0,,10,11,14.0,,,,,,4,3,2,,4,3,5,,6,4,3,,7,3,5.0,,5.0,5.0,2.0,,2,5,2,,,,,
1927,NHL,MTM,12,6,4.0,,12,8,2.0,,,,,,,,,,3,2,1,,4,5,1,,5,2,1.0,,5.0,3.0,3.0,,7,2,0,,,,,
