coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
harrite01c,1975,MNS,NHL,1,,80,20,53,7,,,,
gardihe01c,1925,CAT,WCHL,1,,30,10,17,3,,,,
arniesc01c,2011,CBS,NHL,1,,41,11,25,5,,,,
juliecl01c,2011,BOS,NHL,1,,82,49,29,4,7,3,4,0
playfji01c,2006,CAL,NHL,1,,82,43,29,10,6,2,4,0
kurteor01c,1977,VAN,NHL,1,,80,20,43,17,,,,
kellyre01c,1973,TOR,NHL,1,,78,35,27,16,4,0,4,0
viviaja01c,1974,CLC,WHA,2,,45,21,22,2,5,1,4,0
hitchke01c,1996,DAL,NHL,1,,82,48,26,8,7,3,4,0
ivanto01c,1951,DET,NHL,1,,70,44,14,12,8,8,0,0
frasecu01c,2000,ATL,NHL,1,,82,23,47,12,,,,
lalonne01c,1920,MTL,NHL,1,,24,13,11,0,,,,
pleaula01c,1987,HAR,NHL,2,,26,13,13,0,6,2,4,0
quennjo01c,1997,STL,NHL,1,,82,45,29,8,10,6,4,0
plantja01c,1973,QUN,WHA,1,,78,38,36,4,,,,
irvindi01c,1948,MTL,NHL,1,,60,28,23,9,7,3,4,0
hitchke01c,1995,DAL,NHL,2,,43,15,23,5,,,,
greenpe01c,1920,OTS,NHL,1,,24,14,10,0,7,5,2,0
crawfma01c,2007,LAK,NHL,1,,82,32,43,7,,,,
blairwr01c,1967,MNS,NHL,1,,74,27,32,15,14,7,7,0
sherofr01c,1977,PHI,NHL,1,,80,45,20,15,12,7,5,0
pilouru01c,1961,CHI,NHL,1,,70,31,26,13,12,6,6,0
cleghod01c,1927,PIP,NHL,1,,44,19,17,8,2,1,1,0
brookhe01c,1992,NJD,NHL,1,,84,40,37,7,5,1,4,0
hennilo01c,2000,NYI,NHL,2,,17,4,11,2,,,,
bouchgu01c,2010,TBL,NHL,1,,82,46,25,11,18,11,7,0
constke01c,1993,SJS,NHL,1,,84,33,35,16,14,7,7,0
risebdo01c,1990,CAL,NHL,1,,80,46,26,8,7,3,4,0
neilsro01c,1993,FLO,NHL,1,,84,33,34,17,,,,
johnsto01c,1972,BOS,NHL,1,,52,31,16,5,,,,
reaybi01c,1972,CHI,NHL,1,,78,42,27,9,16,10,6,0
primejo01c,1951,TOR,NHL,1,,70,29,25,16,4,0,4,0
simpste01c,1988,NYI,NHL,1,,27,7,18,2,,,,
stevejo01c,2011,LAK,NHL,2,,4,2,2,0,,,,
gerared01c,1927,MTM,NHL,1,,44,24,14,6,9,5,3,1
gardnji01c,1914,MOC,NHA,1,,20,6,14,0,,,,
duttore01c,1935,NYA,NHL,1,,48,16,25,7,5,2,3,0
ivanto01c,1949,DET,NHL,1,,70,37,19,14,14,8,6,0
greenpe01c,1923,OTS,NHL,1,,24,16,8,0,2,0,2,0
allenke01c,1968,PHI,NHL,1,,76,20,35,21,4,0,4,0
deboepe01c,2011,NJD,NHL,1,,82,48,28,6,24,14,10,0
munrodu01c,1929,MTM,NHL,1,,44,23,16,5,4,1,3,0
stewaro01c,1977,LAK,NHL,1,,80,31,34,15,2,0,2,0
imlacpu01c,1979,TOR,NHL,3,,10,5,5,0,3,0,3,0
pagepi01c,1993,QUE,NHL,1,,84,34,42,8,,,,
deabi01c,1981,DET,NHL,2,,11,3,8,0,,,,
patrifr01c,1913,VML,PCHA,1,,16,7,9,0,,,,
berrybo01c,1993,STL,NHL,1,,84,40,33,11,4,0,4,0
suthebi01c,1979,WIN,NHL,2,,3,1,2,0,,,,
perroje01c,1988,QUE,NHL,2,,47,16,26,5,,,,
gallage01c,2003,CBS,NHL,2,,45,16,25,4,,,,
