driverid,driverref,number,code,forename,surname,dob,nationality,url
1,Гамильтон,44.0,ХАМ,Льюис,Гамильтон,1985-01-07,Британские,http://en.wikipedia.org/wiki/Lewis_Hamilton
2,Хайдфельд,,Привет.,Ник,Хайдфельд,1977-05-10,Немецкий,http://en.wikipedia.org/wiki/Nick_Heidfeld
3,Росберг,6.0,ROS,Нико,Росберг,1985-06-27,Немецкий,http://en.wikipedia.org/wiki/Nico_Rosberg
4,Алонсо,14.0,АЛО,Фернандо,Алонсо,1981-07-29,Испанский,http://en.wikipedia.org/wiki/Fernando_Alonso
5,Коровален,,KOV,Хейкки,Ковалайнен,1981-10-19,Финский,http://en.wikipedia.org/wiki/Heikki_Kovalaineen
6,Накаджима,,NAK,Казуки,Накаджима,1985-01-11,Японский,http://en.wikipedia.org/wiki/Kazuki_Nakajima
7,Бурдаи,,БУ,Себастьян,Бурдай,1979-02-28,Французский,http://en.wikipedia.org/wiki/S%C3%A9bastien_Bourdais
8,Рейкконен,7.0,РАИ,Кими,Ряйккенен,1979-10-17,Финский,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
9,Кубика,,КУБ,Роберт,Кубика,1984-12-07,Польский,http://en.wikipedia.org/wiki/Robert_Kubica
10,Глок,,ГЛО,Тимо,Глок,1982-03-18,Немецкий,http://en.wikipedia.org/wiki/Timo_Glock
11,Сато,,САТ,Такума,Сато,1977-01-28,Японский,http://en.wikipedia.org/wiki/Takuma_Sato
12,Пикет_jr,,PIQ,Нельсон,Пикет-младший.,1985-07-25,Бразилия,"http://en.wikipedia.org/wiki/Nelson_Piquet,_Jr."
13,массаa,19.0,МАС,Фелипе,Масса,1981-04-25,Бразилия,http://en.wikipedia.org/wiki/Felipe_Massa
14,Культард,,COU,Дэвид,Коултард,1971-03-27,Британские,http://en.wikipedia.org/wiki/David_Coulthard
15,Трулли,,TRU,Ярно,Трулли,1974-07-13,Итальянский,http://en.wikipedia.org/wiki/Jarno_Trulli
16,сутил,99.0,Заткнись.,Эдриан,Сютил,1983-01-11,Немецкий,http://en.wikipedia.org/wiki/adrian_Sutil
17,Веббер,,ВЭБ,Марк,Веббер,1976-08-27,Австралия,http://en.wikipedia.org/wiki/mark_Webber
18,кнопка,22.0,БОЛЕЕ,Дженсон,Кнопка,1980-01-19,Британские,http://en.wikipedia.org/wiki/Jenson_Button
19,Дэвидсон,,ДАВ,Энтони,Дэвидсон,1979-04-18,Британские,http://en.wikipedia.org/wiki/Anthony_Davidson
20,Ветерель,5.0,VET,Себастьян,Веттель,1987-07-03,Немецкий,http://en.wikipedia.org/wiki/Sebastian_Vettel
21,Фишичелла,,ФИС,Джанкарло,Фишичелла,1973-01-14,Итальянский,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
22,Баррихелло,,БАР,Рубены,Баррихелло,1972-05-23,Бразилия,http://en.wikipedia.org/wiki/Rubens_Barrichello
23,Raf_shumacher,,ШМ,Ральф,Шумахер,1975-06-30,Немецкий,http://en.wikipedia.org/wiki/Ralf_Schumacher
24,Лиуцци,,ЛЮ,Витантонио,Люззи,1980-08-06,Итальянский,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi
25,Вёрц,,ВУР,Александр,Вурц,1974-02-15,Австрия,http://en.wikipedia.org/wiki/Alexander_Wurz
26,скорость,,ОИН,Скотт,Скорость,1983-01-24,Американцы,http://en.wikipedia.org/wiki/Scott_Speed
27,Альберы,,ALB,Кристиджан,Альберы,1979-04-16,Датч,http://en.wikipedia.org/wiki/Cristijan_Albers
28,markus_winkelhock,,ВИН,Маркус,Винкельхок,1980-06-13,Немецкий,http://en.wikipedia.org/wiki/Markus_Winkelhock
29,Ямамото,,ЯМ,Сакон,Ямамото,1982-07-09,Японский,http://en.wikipedia.org/wiki/Sakon_Yamamoto
30,Майкл_шумахер,,КБМ,Майкл,Шумахер,1969-01-03,Немецкий,http://en.wikipedia.org/wiki/Michael_Schumacher
31,Монтойя,,МОН,Хуан,Пабло Монтойя,1975-09-20,Колумбия,http://en.wikipedia.org/wiki/Juan_Pablo_Montoya
32,Клиен,,KLI,Кристиан,Клиен,1983-02-07,Австрия,http://en.wikipedia.org/wiki/christian_Klien
33,Монтейру,,ТМО,Тиаго,Монтейру,1976-07-24,Португальский,http://en.wikipedia.org/wiki/Tiago_Monteiro
34,Ид,,IDE,Юдзи,Идентификатор,1975-01-21,Японский,http://en.wikipedia.org/wiki/Yuji_Ide
35,Вильнюв,,VIL,Жак,Вильнев,1971-04-09,Канада,http://en.wikipedia.org/wiki/Jacques_Villeneuve
36,Чудовище,,ФМО,Франк,Монтаньи,1978-01-05,Французский,http://en.wikipedia.org/wiki/Franck_Montagny
37,Роза,,ДЛР,Педро,&lt; &lt; Роза &gt; &gt;,1971-02-24,Испанский,http://en.wikipedia.org/wiki/Pedro_de_la_Rosa
38,дверные челюсти,,СЛЕДУЮЩАЯ СЛЕДУЮЩАЯ СЛЕДУЮЩАЯ СЕССИЯ,Роберт,Дорнбос,1981-09-23,Датч,http://en.wikipedia.org/wiki/Robert_Dornbos
39,Картикеян,,КАР,Нарация,Картикеян,1977-01-14,Индейцы,http://en.wikipedia.org/wiki/Narain_Karthikeyan
40,картошка,,ФРИ,Патрик,Фризахер,1980-09-26,Австрия,http://en.wikipedia.org/wiki/Patrick_Friesacher
41,Зонта,,Зон,Рикардо,Зонта,1976-03-23,Бразилия,http://en.wikipedia.org/wiki/Ricardo_Zonta
42,Пиццония,,PIZ,Антониу,Пиццония,1980-09-11,Бразилия,http://en.wikipedia.org/wiki/Ant%C3%B4nio_Pizzonia
43,Матта,,,Кристиано,Да Матта,1973-09-19,Бразилия,http://en.wikipedia.org/wiki/Cristiano_da_Matta
44,Пани,,,Оливье,Панис,1966-09-02,Французский,http://en.wikipedia.org/wiki/Olivier_Panis
45,Пантано,,,Джорджио,Пантано,1979-02-04,Итальянский,http://en.wikipedia.org/wiki/Giorgio_Pantano
46,Брюни,,,Джанмария,Бруни,1981-05-30,Итальянский,http://en.wikipedia.org/wiki/Gianmaria_Bruni
47,Баумгартнер,,,Zsolt,Баумгартнер,1981-01-01,Венгерский,http://en.wikipedia.org/wiki/Zsolt_Baumgartner
48,ген,,,Марк,Гене,1974-03-29,Испанский,http://en.wikipedia.org/wiki/Mark_Gen%C3%A9
49,Френтен,,,Хайнц-Харальд,Френцен,1967-05-18,Немецкий,http://en.wikipedia.org/wiki/Heinz-Harald_Frentzen
50,verstappen,,,Джос,Верстаппен,1972-03-04,Датч,http://en.wikipedia.org/wiki/Jos_Verstappen
51,Уилсон,,,Джастин,Уилсон,1978-07-31,Британские,http://en.wikipedia.org/wiki/Justin_Wilson_(gacing_driver)
52,sholan,,,Ральф,Фирман,1975-05-20,Ирландский,http://en.wikipedia.org/wiki/Ralph_Firman
53,Киза,,,Николя,Киеса,1978-03-03,Датский,http://en.wikipedia.org/wiki/Nicolas_Kiesa
54,Бурти,,,Лучиано,Бёрти,1975-03-05,Бразилия,http://en.wikipedia.org/wiki/Luciano_Burti
55,Алеси,,,Джин,Алеси,1964-06-11,Французский,http://en.wikipedia.org/wiki/Jean_Alesi
56,баранина,,,Эдди,Ирвин,1965-11-10,Британские,http://en.wikipedia.org/wiki/Eddie_Irwine
57,Хаккинен,,,Мика,Хяккинен,1968-09-28,Финский,http://en.wikipedia.org/wiki/Mika_H%C3%A4kkkinen
102,Сенна,,,Айртон,Сенна,1960-03-21,Бразилия,http://en.wikipedia.org/wiki/Ayrton_Senna
117,Прост,,,Ален,Прост,1955-02-24,Французский,http://en.wikipedia.org/wiki/Alain_Prost
119,patrese,,,Риккардо,Патрес,1954-04-17,Итальянский,http://en.wikipedia.org/wiki/Riccardo_Patrese
177,keke_rosberg,,,Кеке,Росберг,1948-12-06,Финский,http://en.wikipedia.org/wiki/Keke_Rosberg
182,Славаa,,,Ники,Лауда,1949-02-22,Австрия,http://en.wikipedia.org/wiki/Niki_Lauda
199,Рейтман,,,Карлос,Рейтманн,1942-04-12,Аргентина,http://en.wikipedia.org/wiki/Carlos_Reutemann
203,Гиллес_вильнев,,,Жиль,Вильнев,1950-01-18,Канада,http://en.wikipedia.org/wiki/Gilles_Villeneuve
221,Депайлер,,,Патрик,Депайлер,1944-08-09,Французский,http://en.wikipedia.org/wiki/Patrick_Depailler
222,Проверятель,,,Джоди,Проверятель,1950-01-29,Южная Африка,http://en.wikipedia.org/wiki/Jody_Sceckter
238,Петрсон,,,Ронни,Питерсон,1944-02-14,Шведский,http://en.wikipedia.org/wiki/Ronnie_Peterson
289,холм,,,Грэм,Холм,1929-02-15,Британские,http://en.wikipedia.org/wiki/Graham_Hill
304,хульм,,,Дэнни,Хульме,1936-06-18,Новозеландец,http://en.wikipedia.org/wiki/Denny_Hulme
306,Ремниза,,,Жан-Пьер,Белтуаз,1937-04-26,Французский,http://en.wikipedia.org/wiki/Jean-Perent_Beltoise
328,Стюарт,,,Джеки,Стюарт,1939-06-11,Британские,http://en.wikipedia.org/wiki/Jackie_Stewart
356,Джек_брабхам,,,Джек,Брэбхэм,1926-04-02,Австралия,http://en.wikipedia.org/wiki/Jack_Brabham
358,ardt,,,Йохен,Риндт,1942-04-18,Австрия,http://en.wikipedia.org/wiki/Jochen_Rindt
360,Макларен,,,Брюс,МакЛарен,1937-08-30,Новозеландец,http://en.wikipedia.org/wiki/Bruce_McLaren
427,тринтигнант,,,Морис,Тринтигнант,1917-10-30,Французский,http://en.wikipedia.org/wiki/Morice_Trintignant
475,мх,,,Стерлинг,Мосс,1929-09-17,Британские,http://en.wikipedia.org/wiki/Stirling_Moss
579,Фангио,,,Хуан,Фангио,1911-06-24,Аргентина,http://en.wikipedia.org/wiki/Juan_Manuel_Fangio
