constructorid,constructorref,name,nationality,url
2,bmw_sauber,BMW Sauber,Немецкий,http://en.wikipedia.org/wiki/BMW_Sauber
5,Torro_rosso,Торо Россо,Итальянский,http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso
6,ferrari,Феррари,Итальянский,http://en.wikipedia.org/wiki/Scuderia_Ferrari
7,Toyota,Тойота,Японский,http://en.wikipedia.org/wiki/Toyota_Racing
9,красный_булль,Красный Бык,Австрия,http://en.wikipedia.org/wiki/Red_Bull_Racing
10,сила_индиа,Войдите в Индию,Индейцы,http://en.wikipedia.org/wiki/Force_India
13,mf1,MF1,Русский,http://en.wikipedia.org/wiki/Midland_F1_Racing
17,Джордан,Иордания,Ирландский,http://en.wikipedia.org/wiki/Jordan_Grand_Prix
19,Ягуар,Ягуар,Британские,http://en.wikipedia.org/wiki/Jaguar_Racing
20,Прост,Прост,Французский,http://en.wikipedia.org/wiki/Prost_Grand_Prix
21,стрелки,Стрелы,Британские,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International
22,Бенеттон,Бенеттон,Итальянский,http://en.wikipedia.org/wiki/Benetton_Formula
25,Тайррелл,Тиррелл,Британские,http://en.wikipedia.org/wiki/Tyrrell_Racing
26,Лола,Лола,Британские,http://en.wikipedia.org/wiki/MasterCard_Lola
28,Форти,Форти,Итальянский,http://en.wikipedia.org/wiki/Forti
29,работа на ногах,Футболка,Британские,http://en.wikipedia.org/wiki/Footwork_Arrows
30,Мирный,Тихоокеанский регион,Британские,http://en.wikipedia.org/wiki/Pacific_Racing
33,Личинка,Лорушка,Французский,http://en.wikipedia.org/wiki/Larrousse
35,Даллара,Даллара,Итальянский,http://en.wikipedia.org/wiki/Dallara
36,eldimetal,Фондметалл,Итальянский,http://en.wikipedia.org/wiki/Fondmetal
42,колония,Колони,Итальянский,http://en.wikipedia.org/wiki/Enzo_Coloni_Racing_Car_Systems
45,Оселла,Оселла,Итальянский,http://en.wikipedia.org/wiki/Osella
46,Оникс,Оникс,Британские,http://en.wikipedia.org/wiki/Onyx_(гонка_team)
48,риал,Rial,Немецкий,http://en.wikipedia.org/wiki/Rial_%28racing_team%29
50,баран,ВДА,Британские,http://en.wikipedia.org/wiki/RAM_Racing
52,дух,Дух,Британские,http://en.wikipedia.org/wiki/Spirit_(gacing_team)
62,Ребак,Противоречие,Мексика,http://en.wikipedia.org/wiki/Rebaque
65,Мартини,Мартини,Французский,http://en.wikipedia.org/wiki/Martini_(кары)
66,brm,БРМ,Британские,http://en.wikipedia.org/wiki/BRM
67,ручка,Песня,Американцы,http://en.wikipedia.org/wiki/Penske_Racing
69,Макгуайр,МакГуайр,Австралия,http://en.wikipedia.org/wiki/McGuire_(Формула_One)
70,Боро,Боро,Датч,http://en.wikipedia.org/wiki/Boro_(Формула_One)
73,Парнелли,Парнелли,Американцы,http://en.wikipedia.org/wiki/Parnelli
75,холм,Посольство Хилл,Британские,http://en.wikipedia.org/wiki/Hill_(constructor)
76,Линкар,Линкар,Британские,http://en.wikipedia.org/wiki/Lyncar
77,Троян,Троян,Британские,http://en.wikipedia.org/wiki/Trojan_(Racing_team)
79,символ,Токен,Британские,http://en.wikipedia.org/wiki/Token_(Racing_team)
80,iso_marlboro,Изо Марлборо,Британские,http://en.wikipedia.org/wiki/Iso_Marlboro
82,Матра,Матра,Французский,http://en.wikipedia.org/wiki/Matra
85,bellasi,Белласи,Швейцария,http://en.wikipedia.org/wiki/Bellasi
87,Купер,Купер,Британские,http://en.wikipedia.org/wiki/Cooper_Car_Company
88,Орел,Орёл,Американцы,http://en.wikipedia.org/wiki/Anglo_American_Racers
90,прото,Прото,Британские,http://en.wikipedia.org/wiki/Protos_(constructor)
92,Спирокко,Сирокко,Британские,http://en.wikipedia.org/wiki/Scirocco-Powell
93,re,РЭ,Родезийцы,http://en.wikipedia.org/wiki/RE_%28automobile%29
97,Гилби,Гилби,Британские,http://en.wikipedia.org/wiki/Gilby
99,Эмерисон,Эмерисон,Британские,http://en.wikipedia.org/wiki/Emerieson
100,enb,ENB,Бельгия,http://en.wikipedia.org/wiki/Ecurie_Nationale_Belge
102,Фергюсон,Фергюсон,Британские,http://en.wikipedia.org/wiki/Ferguson_Research_Ltd.
105,Мазерати,Мазерати,Итальянский,http://en.wikipedia.org/wiki/Maserati
106,Скараб,Скараб,Американцы,http://en.wikipedia.org/wiki/Scarab_(constructor)
108,Эпперли,Эпперли,Американцы,http://en.wikipedia.org/wiki/Epperly
109,Филлипсы,Филлипс,Американцы,http://en.wikipedia.org/wiki/Phillips_ (constructor)
111,Тревис,Тревис,Американцы,http://en.wikipedia.org/wiki/Trevis
113,kurtis_kraft,Куртис Крафт,Американцы,http://en.wikipedia.org/wiki/Kurtis_Kraft
116,эвинг,Ювинг,Американцы,http://en.wikipedia.org/wiki/Ewing_ (constructor)
118,vanwall,Ванволл,Британские,http://en.wikipedia.org/wiki/Vanwall
120,Дюнн,Данн,Американцы,http://en.wikipedia.org/wiki/Dunn_Engineering
121,Старейшина,Старейшина,Американцы,http://en.wikipedia.org/wiki/Elder_ (constructor)
123,Фрай,Фрай,Британские,http://en.wikipedia.org/wiki/Fry_(gacing_team)
130,Базатти,Бугатти,Французский,http://en.wikipedia.org/wiki/Bugatti
131,Мерседес,Мерседес,Немецкий,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One
133,хм,HWM,Британские,http://en.wikipedia.org/wiki/Hersham_and_Walton_Motors
