year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1932,NHL,NYR,8,6,1,1,25,13,103,,,,,,,
1976,NHL,STL,4,0,4,0,4,19,60,0,0,13,1,4,16,0
1975,WHA,EDO,4,0,4,0,11,22,,,,,,,,
1994,NHL,TOR,7,3,4,0,20,22,89,0,7,36,1,2,27,0
2008,NHL,CAR,18,8,10,0,42,52,231,4,6,60,0,8,71,1
2002,NHL,PHI,13,6,7,0,34,33,152,4,5,50,4,9,50,1
2006,NHL,MIN,5,1,4,0,9,12,79,0,2,27,1,5,19,1
1939,NHL,CHI,2,0,2,0,3,5,14,,,,,,,
1997,NHL,PIT,6,2,4,0,15,18,70,0,4,33,0,5,27,3
1982,NHL,QUE,4,1,3,0,8,11,117,0,2,12,0,3,24,1
1956,NHL,MTL,10,8,2,0,37,18,122,,,,,,,
1975,NHL,ATF,2,0,2,0,1,3,21,0,0,8,0,0,6,0
1937,NHL,NYR,3,1,2,0,7,8,24,,,,,,,
1989,NHL,MTL,11,5,6,0,29,29,235,4,2,51,2,9,56,0
1979,NHL,LAK,4,1,3,0,10,21,73,2,1,16,2,3,15,2
1958,NHL,BOS,7,3,4,0,21,20,113,,,,,,,
2009,NHL,SJS,15,8,7,0,41,41,163,0,14,71,0,9,49,1
1992,NHL,WIN,6,2,4,0,17,21,85,0,6,23,0,4,29,1
1948,NHL,TOR,9,8,1,0,28,15,94,,,,,,,
1976,WHA,IND,9,5,4,0,33,34,,,,,,,,
1981,NHL,BOS,11,6,5,0,43,39,253,2,9,40,1,14,42,0
1983,NHL,WAS,8,4,4,0,28,25,161,2,10,38,1,5,25,0
1967,NHL,MNS,14,7,7,0,48,39,104,,9,,1,8,,1
1971,NHL,STL,11,4,7,0,27,47,232,,8,,1,14,,0
1934,NHL,MTL,2,0,1,1,5,6,38,,,,,,,
2007,NHL,DAL,18,10,8,0,45,41,218,0,18,90,4,13,76,0
1923,NHL,MTL,2,2,0,0,5,2,15,,,,,,,
2008,NHL,NJD,7,3,4,0,15,17,91,0,3,27,0,2,29,0
