year,hofid,name,category
1970,gadsbbi01h,Bill Gadsby,Player
1976,gibsoja02h,Jack Gibson,Builder
1977,hortoti01h,Tim Horton,Player
2009,lamorlo01h,Lou Lamoriello,Builder
1999,morriia01h,Scotty Morrison,Builder
2000,mullejo01h,Joe Mullen,Player
1974,vossca01h,Carl Voss,Builder
1981,ashlejo01h,John Ashley,Referee/Linesman
1961,hainsge01h,George Hainsworth,Player
1969,wortero01h,Roy Worters,Player
1972,belivje01h,Jean Beliveau,Player
1966,reardke01h,Ken Reardon,Player
1963,dandule01h,Leo Dandurand,Builder
1992,gainebo01h,Bob Gainey,Player
1958,bouchfr01h,Frank Boucher,Player
1998,stastpe01h,Peter Stastny,Player
1947,robincl01h,Claude Robinson,Builder
1947,shoreed01h,Eddie Shore,Player
1979,howelha01h,Harry Howell,Player
1961,schmimi01h,Milt Schmidt,Player
1995,robinla01h,Larry Robinson,Player
1962,mcgimbi01h,Billy McGimsie,Player
1947,roberjo02h,John Robertson,Builder
1958,pickaal01h,Allan Pickard,Builder
1992,mcdonla01h,Lanny McDonald,Player
2010,ciccadi01h,Dino Ciccarelli,Player
1985,cheevge01h,Gerry Cheevers,Player
1962,lavioja01h,Jack Laviolette,Player
1961,dayha01h,Hap Day,Player
1999,gretzwa01h,Wayne Gretzky,Player
1974,coultar01h,Art Coulter,Player
1966,blaketo01h,Toe Blake,Player
1961,appssy01h,Syl Apps,Player
1963,gormato01h,Tommy Gorman,Builder
1975,hallgl01h,Glenn Hall,Player
2006,hotchha01h,Harley Hotchkiss,Builder
2007,francro01h,Ron Francis,Player
2011,belfoed01h,Ed Belfour,Player
2007,messima01h,Mark Messier,Player
1992,johnsbo02h,Bob Johnson,Builder
1962,darraja01h,Jack Darragh,Player
1964,diliofr01h,Francis Dilio,Builder
1968,cowlebi01h,Bill Cowley,Player
2009,robitlu01h,Luc Robitaille,Player
1945,vezinge01h,Georges Vezina,Player
1958,hayge01h,George Hay,Player
2002,langwro01h,Rod Langway,Player
1965,farrear01h,Art Farrell,Player
1977,ballaha01h,Harold Ballard,Builder
1962,smithal03h,Alf Smith,Player
1950,richage01h,George Richardson,Player
1962,brownwa02h,Walter Brown,Builder
1991,pulfobo01h,Bob Pulford,Player
1974,burchbi01h,Billy Burch,Player
2009,yzermst01h,Steve Yzerman,Player
2004,bourqra01h,Raymond Bourque,Player
1958,irvindi01h,Dick Irvin,Player
2006,brookhe01h,Herb Brooks,Builder
2008,andergl01h,Glenn Anderson,Player
1996,salmibo01h,Borje Salming,Player
1987,laperja01h,Jacques Laperriere,Player
2000,bushwa01h,Walter Bush,Builder
1962,maxwest01h,Steamer Maxwell,Player
1982,ullmano01h,Norm Ullman,Player
1967,colvine01h,Neil Colville,Player
1950,triheha01h,Harry Trihey,Player
1964,durnabi01h,Bill Durnan,Player
1984,parenbe01h,Bernie Parent,Player
1974,ivanto01h,Tommy Ivan,Builder
1981,bucykjo01h,John Bucyk,Player
1958,fredrfr01h,Frank Fredrickson,Player
1961,ionmi01h,Mickey Ion,Referee/Linesman
1966,brimsfr01h,Frank Brimsek,Player
1978,pollosa01h,Sam Pollock,Builder
2007,stevesc01h,Scott Stevens,Player
1961,conacch01h,Charlie Conacher,Player
1958,moranpa01h,Paddy Moran,Player
2001,kurrija01h,Jari Kurri,Player
1945,allanmo01h,Montagu Allan,Builder
1962,huttobo01h,Bowse Hutton,Player
1997,sathegl01h,Glen Sather,Builder
1958,mcnamge02h,George McNamara,Player
1987,pavelma03h,Matt Pavelich,Referee/Linesman
2001,hawerda01h,Dale Hawerchuk,Player
1965,mosiebi01h,Bill Mosienko,Player
1965,scanlfr01h,Fred Scanlon,Player
1962,wilsoph01h,Phat Wilson,Player
1961,seibeol01h,Oliver Seibert,Player
2008,larioig01h,Igor Larionov,Player
1960,bouchge01h,Georges Boucher,Player
1962,greensh01h,Shorty Green,Player
2003,lafonpa01h,Pat LaFontaine,Player
