year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1998,SCF,O,DAL,NHL,BUF,NHL,4,2,0,13,9,
1998,CSF,K,DAL,NHL,STL,NHL,4,2,0,17,12,
1912,SCF,,VA1,PCHA,QU1,NHA,2,1,0,16,12,EX
1973,QF,B,NYR,NHL,MTL,NHL,4,2,0,21,17,
1980,QF,J,NYR,NHL,STL,NHL,4,2,0,29,22,
1944,SF,A,TOR,NHL,MTL,NHL,4,2,0,15,21,
1956,SCF,C,MTL,NHL,BOS,NHL,4,1,0,15,6,
1921,F,,REG,WCHL,EDE,WCHL,1,0,1,3,2,TG
1991,DSF,C,NYR,NHL,NJD,NHL,4,3,0,28,25,
1993,CSF,K,TOR,NHL,SJS,NHL,4,3,0,26,21,
1961,SCF,C,TOR,NHL,CHI,NHL,4,2,0,18,15,
1976,DSF,,WIJ,WHA,SDM,WHA,4,3,0,28,19,
1945,SF,A,MTL,NHL,CHI,NHL,4,0,0,26,7,
1990,DF,J,PIT,NHL,WAS,NHL,4,1,0,19,13,
2006,CQF,D,OTT,NHL,PIT,NHL,4,1,0,18,10,
1927,SF,C,MTM,NHL,MTL,NHL,1,0,1,3,2,TG
1996,SCF,O,DET,NHL,PHI,NHL,4,0,0,16,6,
1993,CQF,B,WAS,NHL,PIT,NHL,4,2,0,20,12,
1959,SF,B,TOR,NHL,DET,NHL,4,2,0,20,16,
1978,QF,H,NYR,NHL,PHI,NHL,4,1,0,28,8,
2002,CQF,E,DAL,NHL,EDM,NHL,4,2,0,20,11,
1994,CSF,K,DET,NHL,SJS,NHL,4,0,0,24,6,
2008,CF,N,DET,NHL,CHI,NHL,4,1,0,19,10,
1997,CQF,G,DET,NHL,PHO,NHL,4,2,0,24,18,
1992,DSF,E,STL,NHL,CHI,NHL,4,0,0,13,6,
2001,CQF,A,MTL,NHL,BOS,NHL,4,2,0,20,18,
1986,SCF,O,EDM,NHL,PHI,NHL,4,3,0,22,18,
1947,SF,A,TOR,NHL,BOS,NHL,4,1,0,20,13,
1981,DSF,H,VAN,NHL,CAL,NHL,3,0,0,10,5,
1975,QF,F,PHI,NHL,TOR,NHL,4,3,0,33,23,
1984,DSF,A,MTL,NHL,BOS,NHL,3,2,0,19,17,
1964,SF,A,CHI,NHL,DET,NHL,4,3,0,23,19,
1972,ACF,,NEW,WHA,WIJ,WHA,4,1,0,30,18,
2005,CQF,F,COL,NHL,DAL,NHL,4,1,0,18,15,
1937,SF,D,CHI,NHL,NYA,NHL,2,1,0,5,5,
1936,SF,D,NYR,NHL,MTM,NHL,2,0,0,5,0,
2001,CQF,E,DET,NHL,VAN,NHL,4,2,0,22,16,
1987,DSF,E,DET,NHL,TOR,NHL,4,2,0,32,20,
1984,DF,J,PHI,NHL,NYI,NHL,4,1,0,16,11,
1918,F,,SEA,PCHA,VML,PCHA,1,1,0,7,5,TG
1984,DSF,G,EDM,NHL,LAK,NHL,3,0,0,11,7,
1926,SF,C,OTS,NHL,MTL,NHL,1,0,1,5,1,TG
1992,DF,L,LAK,NHL,VAN,NHL,4,2,0,26,25,
1987,SCF,O,EDM,NHL,BOS,NHL,4,0,1,21,12,
1996,CQF,E,COL,NHL,CHI,NHL,4,2,0,28,14,
1975,Pre,B,NYI,NHL,VAN,NHL,2,0,0,8,4,
1944,SCF,C,TOR,NHL,DET,NHL,4,3,0,9,9,
1926,SCF,E,OTS,NHL,BOS,NHL,2,0,2,7,3,
1998,CF,N,DAL,NHL,COL,NHL,4,3,0,23,16,
2003,CQF,F,SJS,NHL,STL,NHL,4,1,0,12,9,
1967,SCF,G,MTL,NHL,STL,NHL,4,0,0,11,7,
1975,Pre,,PHR,WHA,SDM,WHA,2,3,0,13,17,
1991,SCF,O,PIT,NHL,CHI,NHL,4,0,0,15,10,
1978,SF,,EDO,WHA,NEW,WHA,4,3,0,35,29,
2005,CQF,D,BUF,NHL,PHI,NHL,4,2,0,27,14,
2002,CQF,H,VAN,NHL,STL,NHL,4,3,0,17,21,
1978,QF,E,NYI,NHL,CHI,NHL,4,0,0,14,3,
2006,CQF,A,BUF,NHL,NYI,NHL,4,1,0,17,11,
1994,CQF,E,DET,NHL,DAL,NHL,4,1,0,17,10,
1924,SF,,MTL,NHL,TRS,NHL,2,0,0,5,2,TG
2009,CQF,H,DET,NHL,PHO,NHL,4,3,0,26,18,
1988,CF,N,CAL,NHL,CHI,NHL,4,1,0,15,8,
1938,QF,B,TOR,NHL,NYA,NHL,2,0,0,6,0,
1970,SF,E,MTL,NHL,MNS,NHL,4,2,0,27,19,
2005,CF,N,EDM,NHL,ANA,NHL,4,1,0,16,13,
2005,CSF,K,EDM,NHL,SJS,NHL,4,2,0,19,12,
1943,SF,A,MTL,NHL,TOR,NHL,4,1,0,23,6,
1946,SF,A,MTL,NHL,BOS,NHL,4,1,0,16,10,
