year,lgid,tmid,oppid,w,l,t,otl
2003,NHL,PHO,ANA,2,1,1.0,2
1993,NHL,SJS,WIN,2,0,2.0,
1956,NHL,BOS,CHI,8,5,1.0,
2006,NHL,TBL,EDM,1,0,,0
1992,NHL,CHI,NYR,1,1,0.0,
1993,NHL,EDM,NJD,0,1,1.0,
1995,NHL,MTL,WAS,1,3,0.0,
1925,WCHL,VIC,POR,5,3,0.0,
2000,NHL,WAS,EDM,1,0,0.0,0
1974,NHL,CHI,MNS,5,1,0.0,
1960,NHL,BOS,DET,4,8,2.0,
2009,NHL,PIT,CHI,0,0,,1
2011,NHL,MIN,STL,2,1,,1
1997,NHL,EDM,VAN,1,4,0.0,
1975,WHA,IND,NEW,7,2,3.0,
1975,NHL,TOR,WAS,4,0,1.0,
1994,NHL,HAR,PHI,1,2,0.0,
2009,NHL,WAS,NAS,1,0,,0
1965,NHL,NYR,CHI,4,9,1.0,
1985,NHL,EDM,QUE,2,1,0.0,
1971,NHL,PIT,MTL,1,4,1.0,
1977,WHA,CIN,NEW,3,8,0.0,
2003,NHL,BUF,EDM,0,1,0.0,0
2007,NHL,TBL,PHI,2,2,,0
2011,NHL,WAS,NAS,1,1,,0
1972,NHL,DET,PIT,2,0,3.0,
1974,NHL,VAN,PIT,1,3,0.0,
1987,NHL,CHI,NYR,0,2,1.0,
2010,NHL,CAL,STL,4,0,,0
2010,NHL,PHO,EDM,3,1,,0
1932,NHL,BOS,MTL,4,1,1.0,
1928,NHL,TOR,NYA,3,3,0.0,
2005,NHL,EDM,PIT,1,0,,0
2006,NHL,LAK,ATL,0,1,,0
1976,WHA,EDO,HOU,1,7,1.0,
2007,NHL,NYI,CAR,2,1,,1
1979,NHL,MTL,DET,3,0,1.0,
1990,NHL,PHI,MTL,2,0,1.0,
1990,NHL,BUF,DET,1,1,1.0,
2006,NHL,CHI,PHI,0,1,,0
2000,NHL,NYI,CBS,0,1,1.0,0
1998,NHL,NAS,PHI,0,2,0.0,
1995,NHL,ANA,LAK,2,3,1.0,
1971,NHL,PHI,CHI,2,3,1.0,
1989,NHL,WIN,TOR,2,0,1.0,
1999,NHL,PHO,TOR,0,1,0.0,0
2000,NHL,CHI,STL,1,4,0.0,0
2001,NHL,EDM,PHO,4,0,0.0,0
1970,NHL,MNS,NYR,0,6,0.0,
1982,NHL,DET,PHI,0,3,0.0,
1996,NHL,PHI,NYI,1,3,1.0,
1975,WHA,CLC,MFS,4,0,0.0,
2001,NHL,CBS,BOS,1,1,0.0,0
2005,NHL,CHI,PHI,0,1,,0
2008,NHL,FLO,NJD,1,2,,1
1981,NHL,WIN,NYI,1,2,0.0,
1975,WHA,SDM,CAC,2,1,1.0,
1995,NHL,TOR,EDM,3,0,1.0,
1986,NHL,PIT,HAR,0,3,0.0,
1974,NHL,PHI,TOR,3,0,1.0,
1997,NHL,CAL,EDM,1,3,1.0,
1978,WHA,CZE,QUN,0,1,0.0,
2011,NHL,WPG,OTT,1,3,,0
1994,NHL,QUE,NYR,3,0,0.0,
2003,NHL,TBL,PIT,4,0,0.0,0
1991,NHL,BUF,PHI,1,1,1.0,
1996,NHL,BUF,TOR,1,1,0.0,
2001,NHL,OTT,PHO,1,1,0.0,0
2008,NHL,NJD,OTT,4,0,,0
1988,NHL,NYR,STL,3,0,0.0,
1962,NHL,CHI,BOS,10,2,2.0,
2000,NHL,MTL,PIT,2,1,1.0,0
2010,NHL,TOR,BOS,4,2,,0
1976,NHL,WAS,MTL,0,6,0.0,
2007,NHL,MTL,DAL,0,1,,0
1974,WHA,TOT,SDM,3,3,0.0,
1980,NHL,MTL,MNS,1,2,1.0,
1970,NHL,VAN,STL,1,3,2.0,
1997,NHL,FLO,NYI,2,1,2.0,
2002,NHL,BUF,EDM,0,0,1.0,0
2009,NHL,COL,NAS,1,2,,1
2008,NHL,DET,TOR,0,1,,0
1977,NHL,BUF,BOS,4,2,0.0,
1991,NHL,WIN,MTL,0,1,1.0,
1963,NHL,CHI,TOR,7,5,2.0,
2011,NHL,NAS,OTT,0,1,,0
2009,NHL,TOR,WAS,2,2,,0
1999,NHL,PIT,NYI,4,1,0.0,0
2009,NHL,NYI,ATL,3,1,,0
1974,NHL,CLF,NYR,0,2,2.0,
1992,NHL,PHI,EDM,1,0,1.0,
1970,NHL,BUF,TOR,1,5,0.0,
2007,NHL,ATL,NJD,1,2,,1
2001,NHL,DET,CAR,2,0,0.0,0
1997,NHL,WAS,FLO,3,3,0.0,
2006,NHL,DET,NYI,1,0,,0
1932,NHL,TOR,OTS,6,0,0.0,
2009,NHL,PHI,AND,0,0,,1
1994,NHL,LAK,WIN,3,0,1.0,
2010,NHL,NYI,NYR,2,4,,0
2007,NHL,STL,CAL,1,3,,0
1987,NHL,PHI,EDM,1,2,0.0,
1976,NHL,PIT,MTL,0,4,2.0,
1969,NHL,PHI,OAK,3,2,3.0,
1973,WHA,MFS,HOU,3,5,0.0,
2000,NHL,PIT,FLO,2,1,1.0,0
1978,NHL,CHI,DET,0,3,1.0,
1997,NHL,SJS,PIT,1,1,0.0,
1992,NHL,CAL,WIN,2,3,2.0,
