coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
primejo01c,1950,TOR,NHL,1,,70,41,16,13,11,8,2,1
blairwr01c,1969,MNS,NHL,1,,32,9,13,10,,,,
munrodu01c,1930,MTM,NHL,1,,32,14,13,5,,,,
rossar01c,1937,BOS,NHL,1,,48,30,11,7,3,0,3,0
irvindi01c,1931,TOR,NHL,2,,43,23,15,5,7,5,1,1
arboual01c,1975,NYI,NHL,1,,80,42,21,17,13,7,6,0
slatete01c,1976,CIN,WHA,1,,81,39,37,5,4,0,4,0
juliecl01c,2007,BOS,NHL,1,,82,41,29,12,7,3,4,0
quinnpa01c,1985,LAK,NHL,1,,80,23,49,8,,,,
barkldo01c,1971,DET,NHL,1,,11,3,8,0,,,,
primejo01c,1952,TOR,NHL,1,,70,27,30,13,,,,
gainebo01c,2008,MTL,NHL,2,,16,6,6,4,4,0,4,0
abelsi01c,1963,DET,NHL,1,,70,30,29,11,14,7,7,0
babcomi01c,2009,DET,NHL,1,,82,44,24,14,12,5,7,0
evansja01c,1986,HAR,NHL,1,,80,43,30,7,6,2,4,0
schoeji01c,1993,WAS,NHL,2,,37,19,12,6,11,5,6,0
ryanro01c,1973,NEW,WHA,1,,78,43,31,4,7,3,4,0
wilsojo01c,1978,PIT,NHL,1,,80,36,31,13,7,2,5,0
deboepe01c,2009,FLO,NHL,1,,82,32,37,13,,,,
lalonne01c,1929,OTS,NHL,1,,44,21,15,8,2,0,1,1
boondi01c,1913,MOW,NHA,1,,15,4,11,0,,,,
wilsoro02c,1996,ANA,NHL,1,,82,36,33,13,11,4,7,0
hartscr01c,1995,CHI,NHL,1,,82,40,28,14,10,6,4,0
adamsja01c,1943,DET,NHL,1,,50,26,18,6,5,1,4,0
gainebo01c,1991,MNS,NHL,1,,80,32,42,6,7,3,4,0
ivanto01c,1949,DET,NHL,1,,70,37,19,14,14,8,6,0
gordosc01c,2009,NYI,NHL,1,,82,34,37,11,,,,
laforbi01c,1984,VAN,NHL,1,,20,4,14,2,,,,
wattto01c,1985,VAN,NHL,1,,80,23,44,13,3,0,3,0
schmimi01c,1959,BOS,NHL,1,,70,28,34,8,,,,
deabi01c,1981,DET,NHL,2,,11,3,8,0,,,,
bouchge01c,1949,BOS,NHL,1,,70,22,32,16,,,,
odonoge01c,1922,TRS,NHL,1,,5,2,3,0,,,,
kingda01c,1992,CAL,NHL,1,,84,43,30,11,6,2,4,0
roberji01c,1996,STL,NHL,2,,9,3,3,3,,,,
stewaro01c,1977,LAK,NHL,1,,80,31,34,15,2,0,2,0
muckljo01c,1989,EDM,NHL,1,,80,38,28,14,22,16,6,0
raedeca01c,2002,SJS,NHL,2,,1,1,0,0,,,,
gretzwa01c,2005,PHO,NHL,1,,82,38,39,5,,,,
anderji01c,1974,WAS,NHL,1,,54,4,45,5,,,,
gordosc01c,2008,NYI,NHL,1,,82,26,47,9,,,,
demerja01c,1976,IND,WHA,1,,81,36,37,8,9,5,4,0
bouchge01c,1933,OTS,NHL,1,,48,13,29,6,,,,
mauripa01c,2010,CAR,NHL,1,,82,40,31,11,,,,
crozijo01c,1975,CAC,WHA,1,,80,41,35,4,10,5,5,0
watsoph01c,1973,VAB,WHA,2,,12,3,9,0,,,,
martija02c,1987,STL,NHL,1,,80,34,38,8,10,5,5,0
johnsbo02c,1990,PIT,NHL,1,,80,41,33,6,24,16,8,0
gormato01c,1937,MTM,NHL,2,,30,6,19,5,,,,
greenpe01c,1919,OTS,NHL,1,,24,19,5,0,5,3,2,0
sherofr01c,1973,PHI,NHL,1,,78,50,16,12,17,12,5,0
macneal01c,1980,CAL,NHL,1,,80,39,27,14,16,9,7,0
laviope01c,2006,CAR,NHL,1,,82,40,34,8,,,,
arboual01c,1989,NYI,NHL,1,,80,31,38,11,5,1,4,0
wilsoro02c,2007,SJS,NHL,1,,82,49,23,10,13,6,7,0
irvindi01c,1938,TOR,NHL,1,,48,19,20,9,10,5,5,0
demerja01c,1995,MTL,NHL,1,,4,0,4,0,,,,
irvindi01c,1937,TOR,NHL,1,,48,24,15,9,7,4,3,0
cunnijo01c,1989,NJD,NHL,2,,66,31,28,7,6,2,4,0
brookhe01c,1983,NYR,NHL,1,,80,42,29,9,5,2,3,0
gordoja01c,1974,MNS,NHL,1,,38,11,22,5,,,,
stuarbr02c,1911,OT1,NHA,1,,18,9,9,0,,,,
berrybo01c,1992,STL,NHL,2,,73,33,30,10,11,7,4,0
