playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
lemiema01,1989,1,PIT,NHL,C,59.0,45.0,78.0,123.0,78.0,-18,14,35,3,0,4,1,226,,,,,,,,,,,,
howego01,1959,1,DET,NHL,R,70.0,28.0,45.0,73.0,46.0,,,,,,,,,6,1,5,6,4,,,,,,,
petroro01,1994,1,HAR,NHL,C,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
johnsal01,1960,1,DET,NHL,R,70.0,16.0,21.0,37.0,14.0,,,,,,,,,11,2,2,4,6,,,,,,1,
marshbr01,1981,1,CAL,NHL,D,17.0,0.0,1.0,1.0,10.0,-16,0,,0,,0,0,17,,,,,,,,,,,,
gassobr01,1975,1,VAN,NHL,L,4.0,0.0,0.0,0.0,5.0,-2,0,,0,,0,0,3,,,,,,,,,,,,
curryfl01,1947,1,MTL,NHL,R,31.0,1.0,5.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,
cheveti01,1993,1,DET,NHL,G,30.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,,,,,,,,,,,,
courtru01,1995,1,VAN,NHL,R,81.0,26.0,39.0,65.0,40.0,25,6,4,4,5,4,2,205,6,1,3,4,2,-4,0,1,0,0,0,8
ramhoti01,2007,1,CAL,NHL,D,1.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,,0,,,,,,,,,,,,
jackmri01,2006,2,AND,NHL,D,24.0,1.0,10.0,11.0,10.0,3,1,5,0,0,0,,23,7,1,1,2,2,2,1,0,0,0,0,2
coryro01,1979,1,WIN,NHL,D,46.0,2.0,9.0,11.0,32.0,-16,1,,0,,0,0,47,,,,,,,,,,,,
hamelde01,2006,1,OTT,NHL,L,43.0,4.0,3.0,7.0,10.0,4,0,0,0,0,0,,36,,,,,,,,,,,,
huardbi01,1993,1,OTT,NHL,L,63.0,2.0,2.0,4.0,162.0,-19,0,0,0,0,0,0,24,,,,,,,,,,,,
brenndo01,1931,1,NYR,NHL,D,38.0,4.0,3.0,7.0,40.0,,,,,,,,,7,1,0,1,10,,,,,,,
thomast01,1988,1,CHI,NHL,L,45.0,21.0,19.0,40.0,69.0,-2,8,5,0,1,0,0,124,12,3,5,8,10,-2,1,3,0,0,2,23
niedesc01,1996,1,NJD,NHL,D,81.0,5.0,30.0,35.0,64.0,-4,3,15,0,0,3,0,159,10,2,4,6,6,0,2,3,0,0,1,34
suthest01,1976,1,QUN,WHA,L,36.0,6.0,9.0,15.0,34.0,6,0,,0,,,,60,17,5,0,5,16,-4,,,,,0,
velisra01,1989,1,NJD,NHL,D,62.0,0.0,6.0,6.0,72.0,4,0,0,0,0,0,0,34,6,0,0,0,4,-5,0,0,0,0,0,2
