name,id,award,year,lgid,note
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Bob Pulford,pulfobo01,Patrick,2010,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
Eddie Shore,shoreed01,Patrick,1969,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
John Bucyk,bucykjo01,Patrick,1976,NHL,
Mark Messier,messima01,Patrick,2008,NHL,
Milt Schmidt,schmimi01,Patrick,1995,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
Walter Bush,bushwa01h,Patrick,1972,NHL,
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
Weston Adams,adamswe01h,Patrick,1973,NHL,posthumous
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Neal Broten,brotene01,Patrick,1997,NHL,
John A. 'Snooks' Kelly,,Patrick,1971,NHL,
Stan Fischler,,Patrick,2006,NHL,
Jerry York,,Patrick,2009,NHL,
Charles M. Schulz,,Patrick,1980,NHL,
Mike Ilitch,ilitcmi01h,Patrick,1990,NHL,
Frank Mathers,mathefr01,Patrick,1986,NHL,
John MacInnes,,Patrick,1985,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
Craig Patrick,patricr01,Patrick,1999,NHL,
Jack Parker,,Patrick,2009,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Brian Leetch,leetcbr01,Patrick,2006,NHL,
Bruce McNall,,Patrick,1992,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Charles L. Crovat,,Patrick,1973,NHL,posthumous
Brian Burke,,Patrick,2007,NHL,
Gordie Howe,howego01,Patrick,1966,NHL,
Lou Vairo,,Patrick,1999,NHL,
John Mayasich,,Patrick,1997,NHL,
David Poile,,Patrick,2000,NHL,
Len Ceglarski,,Patrick,1989,NHL,
Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
Scotty Bowman,bowmasc01c,Patrick,2000,NHL,
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
Max McNab,mcnabma01,Patrick,1997,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
Phil Housley,houslph01,Patrick,2007,NHL,
Joe Mullen,mullejo01,Patrick,1994,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
Larry Pleau,pleaula01,Patrick,2001,NHL,
John B. Sollenberger,,Patrick,1970,NHL,posthumous
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Robert Ridder,,Patrick,1993,NHL,
Al Arbour,arboual01,Patrick,1991,NHL,
Peter Karmanos,,Patrick,1997,NHL,
Tony Rossi,,Patrick,2010,NHL,
Donald Clark,,Patrick,1974,NHL,
Hoby Baker,bakerho01h,Patrick,1986,NHL,posthumous
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Ken Morrow,morroke01,Patrick,1995,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
Bill Cleary,,Patrick,1996,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
Bruce Norris,norribr01h,Patrick,1975,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
Mark Johnson,johnsma02,Patrick,2010,NHL,
Art Ross,rossar01,Patrick,1983,NHL,posthumous
Mario Lemieux,lemiema01,Patrick,1999,NHL,
Stan Mikita,mikitst01,Patrick,1975,NHL,
Red Dutton,duttore01,Patrick,1992,NHL,
Murray Armstrong,armstmu01,Patrick,1976,NHL,
Red Berenson,berenre01,Patrick,2005,NHL,
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
Mike Richter,richtmi01,Patrick,2008,NHL,
Thomas Lockhart,lockhth01h,Patrick,1967,NHL,
Seymour H. Knox III,,Patrick,1996,NHL,posthumous
Art Berglund,,Patrick,1991,NHL,
George Gund,,Patrick,1995,NHL,
Mike Emrick,,Patrick,2003,NHL,
Ray Miron,,Patrick,2003,NHL,
Ted Lindsay,lindste01,Patrick,2007,NHL,
Dan Kelly,kellyda01,Patrick,1988,NHL,
Jim Devellano,,Patrick,2008,NHL,
Keith Allen,allenke01,Patrick,1987,NHL,
Dave Andrews,,Patrick,2009,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
