playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
brookwa01,,,Wade,Brookbank,,,,76,227,L,20489,30382,brookwa01,2003,2008,,,D,1977,9,29,Canada,SK,Lanigan,,,,,,
obyrnry01,,,Ryan,O'Byrne,,Ryan David,,77,234,R,20958,72665,obyrnry01,2007,2011,,,D,1984,7,19,Canada,BC,Victoria,,,,,,
levinal01,,,Alex,Levinsky,,Alexander,Mine Boy,70,184,R,13387,3131,levinal01,1930,1938,,,D,1910,2,2,USA,NY,Syracuse,1990,9,1,Canada,ON,Toronto
valkga01,,,Garry,Valk,,Garry P.,,73,200,L,11685,5534,valkga01,1990,2002,,,L,1967,11,27,Canada,AB,Edmonton,,,,,,
shillbi01,,,Bill,Shill,,William Roy,,73,175,R,14305,13326,shillbi01,1942,1946,,,R,1923,3,6,Canada,ON,Toronto,,,,,,
bodnaan01,,,Andrew,Bodnarchuk,,,,71,172,L,,89570,bodnaan01,2009,2009,,,D,1988,7,11,Canada,AB,Drumheller,,,,,,
steveke01,,,Kevin,Stevens,,Kevin Michael,Artie,75,230,L,11564,5177,steveke01,1987,2001,,,L,1965,4,15,USA,MA,Brockton,,,,,,
parroda01,,,Dave,Parro,,David E.,,71,165,L,18654,4159,parroda01,1980,1983,,,G,1957,4,30,Canada,SK,Saskatoon,,,,,,
nechavi01,,,Viktor,Nechayev,,Viktor,,73,183,L,13827,8804,nechavi01,1982,1982,,,C,1955,1,28,Russia,,Kuybichevki-Voftocha,,,,,,
corriyv01,,,Yvon,Corriveau,,Yvon,,73,195,L,10296,1108,corriyv01,1985,1993,,,L,1967,2,8,Canada,ON,Welland,,,,,,
evansst01,,,Stewart,Evans,,Stewart,Stew,70,170,L,12563,1603,evansst01,1930,1938,,,D,1908,6,19,Canada,ON,Ottawa,1996,6,9,,,
cowenja01,,,Jared,Cowen,,,,77,220,R,,98865,cowenja01,2009,2011,,,D,1991,1,25,Canada,SK,Allan,,,,,,
nattrra01,,,Ralph,Nattrass,,Ralph William,,72,185,R,13825,12097,nattrra01,1946,1949,,,D,1925,5,26,Canada,SK,Gainsboro,,,,,,
coteal02,,,Alain,Cote,,Alain Gabriel,,72,207,R,10298,1111,coteal02,1985,1993,,,D,1967,4,14,Canada,QC,Montmagny,,,,,,
bourbda01,,,Dan,Bourbonnais,,Daniel Richard,,70,185,L,12064,8345,bourbda01,1981,1983,,,L,1962,3,6,Canada,MB,Winnipeg,,,,,,
macdojo01,,,Joey,MacDonald,,,,72,197,L,21572,35678,macdojo01,2006,2011,,,G,1980,2,7,Canada,NS,Pictou,,,,,,
exelbra01,,,Randy,Exelby,,Randy,,69,170,L,18509,1608,exelbra01,1988,1989,,,G,1965,8,13,Canada,ON,Toronto,,,,,,
lemiejo01,,,Jocelyn,Lemieux,,Jocelyn,,71,220,L,10933,3104,lemiejo01,1986,1997,,,R,1967,11,18,Canada,QC,Mont-Laurier,,,,,,
schmino01,,,Norm,Schmidt,,Norman W.,,71,190,R,14246,4809,schmino01,1983,1987,,,D,1963,1,24,Canada,ON,Sault Ste. Marie,,,,,,
druryhe01,,,Herb,Drury,,Herbert Joseph,,67,165,R,12495,22888,druryhe01,1925,1930,,,L,1895,3,2,Canada,ON,Midland,1965,7,1,USA,PA,Pittsburgh
umberrj01,,,R.J.,Umberger,,,,74,200,L,20133,54470,umberrj01,2005,2011,,,C,1982,5,3,USA,PA,Pittsburg,,,,,,
banksda01,,,Darren,Banks,,Darren Alexander,,74,215,L,10055,193,banksda01,1992,1993,,,L,1966,3,18,Canada,ON,Toronto,,,,,,
kudelbo01,,,Bob,Kudelski,,Robert R.,,73,205,R,10852,2846,kudelbo01,1987,1995,,,R,1964,3,3,USA,MA,Springfield,,,,,,
rhodeda01,,,Damian,Rhodes,,Damian G.,Dusty,71,195,L,18367,4539,rhodeda01,1990,2001,,,G,1969,5,28,USA,MN,St. Paul,,,,,,
wiemeja01,,,Jason,Wiemer,,Jason,,73,225,L,11098,11358,wiemeja01,1994,2005,,,C,1976,4,14,Canada,BC,Kimberley,,,,,,
bissopa01,,,Paul,Bissonnette,,,,74,211,L,21010,59747,bissopa01,2008,2011,,,L,1985,3,11,Canada,ON,Welland,,,,,,
stastpa01,,,Paul,Stastny,,,,72,205,L,21663,69840,stastpa01,2006,2011,,,C,1985,12,27,Canada,QC,Quebec,,,,,,
juneajo01,,,Joe,Juneau,,Joseph,,72,195,R,10744,2608,juneajo01,1991,2003,,,C,1968,1,5,Canada,QC,Pont-Rouge,,,,,,
solheke01,,,Ken,Solheim,,Kenneth Lawrence,,75,210,L,14394,5080,solheke01,1980,1985,,,L,1961,3,27,Canada,AB,Hythe,,,,,,
nealja01,,,James,Neal,,,,74,185,L,21652,76997,nealja01,2008,2011,,,L,1987,9,3,Canada,ON,Whitby,,,,,,
browngr01,,,Greg,Brown,,Gregory Curtis,,72,185,R,10176,612,browngr01,1990,1994,,,D,1968,3,7,USA,MA,Southboro,,,,,,
mullejo01,,mullejo01h,Joe,Mullen,,Joseph Patrick,,69,180,R,P200001,3838,mullejo01,1979,1996,,,R,1957,2,26,USA,NY,New York,,,,,,
loynsly01,,,Lynn,Loyns,,,,71,205,L,20850,31107,loynsly01,2002,2005,,,L,1981,2,21,Canada,SK,Naicam,,,,,,
gadsbbi01,gadsbbi01c,gadsbbi01h,Bill,Gadsby,,William Alexander,Gads,72,180,L,P197002,1801,gadsbbi01,1946,1965,,,D,1927,8,8,Canada,AB,Calgary,,,,,,
cuttaja01,,,Jakub,Cutta,,,,75,214,L,19616,45228,cuttaja01,2000,2003,,,D,1981,12,29,Czech Republic,,Jablonec Nad Nisou,,,,,,
,lamorlo01c,lamorlo01h,Lou,Lamoriello,,,,,,,B200901,61933,lamorlo99c,,,,,,1942,10,21,USA,RI,Providence,,,,,,
mulleki01,mulleki01c,,Kirk,Muller,,Kirk C.,Captain Kirk,72,205,L,11153,3839,mulleki01,1984,2002,,,C,1966,2,8,Canada,ON,Kingston,,,,,,
hatchke01,,,Kevin,Hatcher,,Kevin John,,75,230,R,10619,2192,hatchke01,1984,2000,,,D,1966,9,9,USA,MI,Detroit,,,,,,
mcelhcu01,,,Curtis,McElhinney,,,,74,193,L,20717,62849,mcelhcu01,2007,2011,,,G,1983,5,23,Canada,ON,London,,,,,,
,,morriia01h,Ian,Morrison,,,Scotty,,,,B199901,,,,,,,,1930,4,22,Canada,QC,Montreal,,,,,,
