playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
smithbi01,1985,1,NYI,NHL,41,2308,20,14,4,2,1,143,1204,1,60,0,1,,1,0,4,34
smithga01,1977,1,WAS,NHL,17,980,2,12,3,2,0,68,,,,,,,,,,
caseyjo01,1985,1,MNS,NHL,26,1402,11,11,1,2,0,91,789,,,,,,,,,
youngwe01,1990,1,PIT,NHL,18,773,4,6,2,0,0,52,428,,,,,,,,,
currami01,1972,1,MFS,WHA,43,2540,23,17,2,3,4,131,1437,2,90,0,2,,0,0,9,61
waiteji01,1994,1,CHI,NHL,2,119,1,1,0,0,0,5,51,,,,,,,,,
melocgi01,1981,1,MNS,NHL,51,3026,26,15,9,2,1,175,,4,184,1,2,,1,0,8,
palmami01,1982,1,TOR,NHL,53,2965,21,23,7,3,0,197,1534,4,252,1,3,,0,0,17,
waiteji01,1998,1,PHO,NHL,16,898,6,5,4,0,1,41,390,,,,,,,,,
blakemi02,1981,1,LAK,NHL,2,51,0,0,0,0,0,2,,,,,,,,,,
walshfl01,1932,1,MTM,NHL,22,1303,8,11,3,,2,56,,,,,,,,,,
wilsodu01,1976,1,PIT,NHL,45,2627,18,19,8,1,5,129,,,,,,,,,,
goodmpa01,1939,1,CHI,NHL,31,1920,16,10,5,,4,62,,2,127,0,2,,,0,5,
humphed01,1976,1,QUN,WHA,22,1240,12,8,1,0,1,74,619,,,,,,,,,
cheevge01,1972,1,CLC,WHA,52,3144,32,20,0,2,5,149,1695,9,548,5,4,,0,0,22,278
rolosdw01,2001,1,MIN,NHL,45,2506,14,20,7,0,5,112,1132,,,,,,,,,
potvife01,1998,2,NYI,NHL,11,606,2,7,1,0,0,37,345,,,,,,,,,
dionmi01,1980,2,WIN,NHL,14,757,3,6,3,1,0,61,,,,,,,,,,
grahajo01,2005,1,TBL,NHL,57,3152,29,22,1,8,5,161,1450,4,188,1,3,,1,0,15,98
holmeha01,1925,1,VIC,WCHL,30,1859,15,11,4,,4,53,,4,240,2,0,2,,1,6,
winklha01,1921,1,EDE,WCHL,15,891,10,4,0,,1,36,,2,120,0,1,1,,0,3,
smithbi01,1987,1,NYI,NHL,38,2107,17,14,5,1,2,113,1062,,,,,,,,,
moogan01,1997,1,MTL,NHL,42,2337,18,17,5,1,3,97,1024,9,474,4,5,,1,1,24,204
bernijo01,2009,1,LAK,NHL,3,185,3,0,0,0,1,4,94,,,,,,,,,
lindsbe01,1912,1,VA1,PCHA,15,927,10,5,0,,1,56,,,,,,,,,,
dipieri01,2009,1,NYI,NHL,8,462,2,5,0,2,1,20,201,,,,,,,,,
mccarch01,1914,1,MOW,NHA,19,1182,14,5,0,,0,76,,2,120,1,1,0,,1,4,
thibajo01,1994,1,QUE,NHL,18,898,12,2,2,0,1,35,423,3,148,1,2,,0,0,8,76
sawchte01,1964,1,TOR,NHL,36,2160,17,13,6,0,1,92,,1,60,0,1,,0,0,3,
chabolo01,1933,1,MTL,NHL,47,2928,21,20,6,,8,101,,2,131,0,1,1,,0,4,
whitmka01,1994,1,VAN,NHL,11,558,0,6,2,1,0,37,279,1,20,0,0,,0,0,2,18
buzinst01,1942,1,NYR,NHL,9,560,2,6,1,,0,55,,,,,,,,,,
croziro01,1971,1,BUF,NHL,63,3654,13,34,14,7,2,214,,,,,,,,,,
spoonre01,1929,1,PIP,NHL,1,60,0,1,0,,0,6,,,,,,,,,,
cheevge01,1969,1,BOS,NHL,41,2384,24,8,8,0,4,108,,13,781,12,1,,0,0,29,
keansdo01,1985,1,BOS,NHL,30,1757,14,13,3,1,0,107,782,,,,,,,,,
takkoka01,1986,1,MNS,NHL,38,2075,13,18,4,4,0,119,1061,,,,,,,,,
labarja01,2003,1,NYR,NHL,4,198,1,2,0,0,0,16,91,,,,,,,,,
eliotda01,1984,1,LAK,NHL,33,1882,12,11,6,2,0,137,944,,,,,,,,,
palmami01,1976,1,TOR,NHL,50,2877,23,18,8,4,4,154,,6,360,3,3,,0,0,16,
fitzpma01,1991,1,NYI,NHL,30,1743,11,13,5,5,0,93,949,,,,,,,,,
esposto01,1974,1,CHI,NHL,71,4219,34,30,7,5,6,193,,8,472,3,5,,0,0,34,
peetepe01,1990,1,PHI,NHL,26,1270,9,7,1,2,1,61,623,,,,,,,,,
mccusre01,1922,1,REG,WCHL,2,120,0,2,0,,0,14,,,,,,,,,,
fisetst01,1998,1,LAK,NHL,42,2403,18,21,1,2,3,104,1217,,,,,,,,,
kochadi01,1999,1,TBL,NHL,5,238,1,4,0,1,0,17,111,,,,,,,,,
riggipa01,1981,1,CAL,NHL,52,2934,19,19,11,1,2,207,,3,193,0,3,,0,0,10,
valiqst01,2003,2,NYR,NHL,2,120,1,1,0,0,0,6,71,,,,,,,,,
karakmi01,1935,1,CHI,NHL,48,2990,21,19,8,,9,92,,2,120,1,1,,,0,7,
khabini01,1998,1,PHO,NHL,63,3657,32,23,7,6,8,130,1681,7,449,3,4,,1,0,18,236
croziro01,1974,1,BUF,NHL,23,1260,17,2,1,0,3,55,,5,293,3,2,,0,0,14,
brochma01,2001,1,VAN,NHL,6,216,0,3,0,1,0,15,104,,,,,,,,,
drydeda01,1975,1,EDO,WHA,62,3567,22,34,5,2,1,235,1927,3,180,0,3,,0,0,15,
wilsole01,1953,1,DET,NHL,1,16,0,0,0,,0,0,,,,,,,,,,
fitzpma01,1989,1,NYI,NHL,47,2653,19,19,5,4,3,150,1472,4,152,0,2,,0,0,13,71
gilbegi01,1981,1,DET,NHL,27,1478,6,10,6,2,0,105,,,,,,,,,,
francem01,1949,1,NYR,NHL,1,60,0,1,0,,0,8,,,,,,,,,,
hornere01,1928,1,TOR,NHL,1,2,0,0,0,,0,0,,,,,,,,,,
riendvi01,1990,1,STL,NHL,44,2671,29,9,6,1,3,134,1241,13,687,6,7,,2,1,35,294
snowga01,1994,1,QUE,NHL,2,119,1,1,0,0,0,11,63,1,9,0,0,,0,0,1,3
bluejo01,1995,1,BUF,NHL,5,255,2,2,0,1,0,15,137,,,,,,,,,
roberea01,1938,1,NYA,NHL,46,2850,17,18,10,,3,136,,,,,,,,,,
rolosdw01,2010,2,TBL,NHL,34,1993,18,12,4,3,4,85,967,17,982,10,6,,1,1,41,541
gossema01,1992,1,HAR,NHL,16,867,5,9,1,1,0,57,499,,,,,,,,,
lehtoka01,2011,1,DAL,NHL,59,3497,32,22,4,6,4,136,1739,,,,,,,,,
sevigri01,1979,1,MTL,NHL,11,632,5,4,2,3,0,31,,,,,,,,,,
broderi01,1977,1,QUN,WHA,36,1962,18,15,2,1,0,121,1120,11,622,5,5,,1,1,38,
knickri01,1992,1,LAK,NHL,10,532,6,4,0,0,0,35,292,,,,,,,,,
sawchte01,1950,1,DET,NHL,70,4200,44,13,13,,11,139,,6,463,2,4,,,1,13,
beaupdo01,1982,1,MNS,NHL,36,2011,19,10,5,2,0,120,1048,4,245,2,2,,1,0,20,
potvife01,2000,2,LAK,NHL,23,1410,13,5,5,0,5,46,571,13,812,7,6,,1,2,33,361
mcneige01,1950,1,MTL,NHL,70,4200,25,30,15,,6,184,,11,775,5,6,,,1,25,
storrja01,2002,1,LAK,NHL,39,2027,12,19,2,4,3,86,904,,,,,,,,,
hodsoke01,1999,1,TBL,NHL,24,769,2,7,4,3,0,47,327,,,,,,,,,
blumfr01,1972,1,OTN,WHA,2,28,0,0,0,0,0,3,17,,,,,,,,,
racican01,1993,1,MTL,NHL,11,500,2,6,2,0,0,37,246,,,,,,,,,
roussdo01,1999,1,ANA,NHL,20,988,6,5,3,1,1,52,445,,,,,,,,,
tellqmi01,2008,1,PHO,NHL,15,798,7,5,1,2,0,38,408,,,,,,,,,
garonma01,2008,2,PIT,NHL,4,206,2,1,0,0,0,10,94,1,24,0,0,,0,0,0,8
bluejo01,1993,1,BOS,NHL,18,944,5,8,3,1,0,47,407,,,,,,,,,
cloutja01,1984,1,BUF,NHL,1,65,0,0,1,0,0,4,37,,,,,,,,,
keansdo01,1982,1,LAK,NHL,6,304,0,2,2,0,0,24,138,,,,,,,,,
gardnge01,1970,1,VAN,NHL,18,922,6,8,1,1,0,52,,,,,,,,,,
lehmahu01,1911,1,NWR,PCHA,15,911,9,6,0,,0,77,,,,,,,,,,
