playerid,year,stint,tmid,w,l,sa,ga
millery01,2009,1,BUF,4,4,31,11
clemmsc01,2009,1,FLO,2,1,11,1
lalimpa01,2005,1,STL,0,2,5,3
tellqmi01,2006,2,PHO,3,1,16,4
bouchbr01,2005,1,PHO,1,0,3,0
hardijo01,2008,1,MIN,0,1,2,1
greisth01,2009,1,SJS,1,0,6,0
legacma01,2008,1,STL,3,1,13,4
ramoka01,2008,1,TBL,1,3,13,5
bironma01,2008,1,PHI,2,3,17,5
toskave01,2007,1,TOR,2,3,15,6
pavelon01,2009,1,ATL,0,4,11,6
hasekdo01,2005,1,OTT,2,4,16,6
lenevda01,2005,1,PHO,0,1,3,1
holmqjo01,2007,1,TBL,1,0,4,1
kiprumi01,2006,1,CAL,3,4,16,7
legacma01,2005,1,DET,2,2,17,7
toivoha01,2005,1,BOS,0,1,3,2
rolosdw01,2010,1,NYI,0,1,3,2
kolesvi01,2005,1,COL,1,0,7,0
belfoed01,2006,1,FLO,1,5,25,9
belfoed01,2005,1,TOR,2,4,14,6
budajpe01,2010,1,COL,3,0,14,1
dipieri01,2007,1,NYI,3,2,21,6
poggeju01,2008,1,TOR,0,1,2,2
hillejo01,2008,1,AND,5,1,31,5
bryzgil01,2008,1,PHO,2,3,20,10
rolosdw01,2006,1,EDM,3,2,21,6
bouchbr01,2006,1,CHI,0,2,4,4
montoal01,2011,1,NYI,2,2,13,5
conklty01,2009,1,STL,2,2,10,5
rolosdw01,2011,1,TBL,2,2,15,5
kolziol01,2007,1,WAS,2,4,34,11
conklty01,2006,1,CBS,1,1,5,2
cassifr01,2006,1,WAS,0,1,3,2
vokouto01,2011,1,WAS,1,1,4,2
osgooch01,2008,1,DET,4,2,21,6
huetcr01,2009,1,CHI,3,4,38,13
clemmsc01,2005,1,NJD,1,1,7,3
enrotjh01,2010,1,BUF,3,0,19,5
dubiewa01,2005,1,NYI,1,0,3,0
kolziol01,2006,1,WAS,1,5,17,9
labarja01,2011,1,PHO,0,2,11,7
halakja01,2006,1,MTL,2,0,8,2
lehtoka01,2009,1,DAL,1,0,4,0
gigueje01,2008,1,AND,2,2,12,4
hedbejo01,2008,1,ATL,3,0,13,1
dunhami01,2006,1,NYI,1,1,8,3
bernijo01,2009,1,LAK,1,0,6,0
fernama01,2007,1,BOS,1,0,3,0
lehtoka01,2011,1,DAL,7,3,39,9
kiprumi01,2005,1,CAL,1,7,23,12
andercr01,2010,1,COL,1,0,3,0
hillejo01,2007,1,AND,2,1,12,5
wardca01,2005,1,CAR,1,0,3,0
koskimi01,2010,1,NYI,1,0,4,0
mclenja01,2005,1,FLO,0,1,4,2
poulike01,2010,1,NYI,0,1,3,2
mcelhcu01,2009,2,AND,1,2,8,4
elliobr01,2011,1,STL,1,3,14,5
lundqhe01,2011,1,NYR,4,3,25,7
emeryra01,2009,1,PHI,2,1,9,2
millery01,2010,1,BUF,2,1,8,4
toskave01,2006,1,SJS,0,1,3,3
labarja01,2010,1,PHO,1,1,5,2
conklty01,2008,1,DET,2,2,13,4
khabini01,2005,1,CHI,2,1,15,5
weekeke01,2005,1,NYR,3,1,13,6
hillejo01,2011,1,AND,3,7,40,17
norrefr01,2008,1,CBS,0,1,2,1
quickjo01,2008,1,LAK,4,1,14,4
huetcr01,2007,1,MTL,2,3,13,5
gustajo01,2010,1,TOR,2,1,10,4
gerbema01,2005,1,CAR,7,2,33,10
thibajo01,2006,1,PIT,1,1,5,3
rinnepe01,2009,1,NAS,6,3,45,11
fleurma01,2009,1,PIT,6,2,23,6
leighmi01,2009,1,CAR,1,0,3,0
lundqhe01,2008,1,NYR,9,4,40,10
khabini01,2011,1,EDM,0,5,20,12
grahajo01,2005,1,TBL,4,1,16,4
bacasja01,2006,1,STL,1,1,6,2
bryzgil01,2011,1,PHI,3,5,25,13
clemmsc01,2006,1,NJD,0,2,6,3
legacma01,2009,1,CAR,2,2,16,4
niittan01,2010,1,SJS,2,0,4,0
aubinje01,2007,1,LAK,1,1,4,2
theodjo01,2010,1,MIN,2,1,15,7
thomati01,2010,1,BOS,1,5,19,9
toivoha01,2007,1,STL,1,2,9,2
budajpe01,2011,1,MTL,0,4,15,7
tellqmi01,2005,1,TOR,1,1,5,2
gigueje01,2006,1,AND,4,6,39,13
andercr01,2011,1,OTT,6,1,25,7
labarja01,2009,1,PHO,6,1,27,8
leclapa01,2008,1,CBS,0,1,3,2
noronmi01,2005,1,BUF,0,0,1,1
rasktu01,2010,1,BOS,1,1,5,2
budajpe01,2005,1,COL,0,5,14,9
dubiewa01,2006,1,NYI,2,0,6,1
grahajo01,2007,1,CAR,1,0,3,2
gigueje01,2005,1,ANA,3,7,31,12
elliobr01,2010,2,COL,2,1,10,1
mclenja01,2006,1,CAL,0,1,11,4
josepcu01,2008,1,TOR,2,1,11,3
bouchbr01,2009,1,PHI,1,2,7,4
