year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1982,NHL,NJD,11,20,9.0,,6,29,5.0,,,,,,3,6,3,,1,10,4,,3,9,0,,4,6,4.0,,1,8,2.0,,4,10,0,,1,0,1,
1970,NHL,NYR,30,2,7.0,,19,16,4.0,,,,,,6,2,1,,7,3,3,,11,2,2,,6,3,4.0,,9,4,0.0,,9,3,1,,1,1,0,
1924,NHL,TRS,10,5,0.0,,9,6,0.0,,,,,,,,,,0,1,0,,3,5,0,,7,3,0.0,,8,0,0.0,,1,2,0,,,,,
1977,WHA,BIR,23,16,2.0,,13,25,1.0,,,,,,1,6,0,,5,7,2,,8,4,0,,7,7,0.0,,5,9,0.0,,7,7,1,,3,1,0,
1996,NHL,TOR,18,20,3.0,,12,24,5.0,,,,,,5,6,0,,5,9,0,,7,7,0,,2,10,1.0,,4,5,1.0,,5,4,5,,2,3,1,
1946,NHL,DET,14,10,6.0,,8,17,5.0,,,,,,1,4,1,,6,6,1,,1,6,4,,4,6,1.0,,4,2,3.0,,6,3,1,,,,,
1989,NHL,STL,20,15,5.0,,17,19,4.0,,,,,,5,5,1,,6,4,3,,5,8,2,,7,4,2.0,,9,4,0.0,,5,9,1,,,,,
1996,NHL,OTT,16,17,8.0,,15,19,7.0,,,,,,3,3,4,,4,7,2,,4,7,1,,4,6,3.0,,6,5,3.0,,5,6,2,,5,2,0,
2009,NHL,NAS,24,14,,3,23,15,,3,,,,,6,6,,1,9,4,,0,9,4,,2,6,7,,0,3,2,,2,11,5,,1,3,1,,0
1997,NHL,BOS,19,16,6.0,,20,14,7.0,,,,,,7,5,1,,4,6,4,,6,5,2,,6,4,2.0,,1,2,3.0,,9,4,1,,6,4,0,
1986,NHL,NYR,18,18,4.0,,16,20,4.0,,,,,,2,4,4,,5,7,2,,8,6,0,,5,6,2.0,,7,5,0.0,,7,7,0,,0,3,0,
1919,NHL,MTL,8,4,0.0,,5,7,0.0,,,,,,,,,,,,,,1,2,0,,7,2,0.0,,3,5,0.0,,2,2,0,,,,,
1940,NHL,NYR,13,7,4.0,,8,12,4.0,,,,,,,,,,3,3,2,,4,6,2,,3,5,3.0,,7,4,1.0,,4,1,0,,,,,
1993,NHL,NYI,23,15,4.0,,13,21,8.0,,,,,,3,7,1,,6,6,1,,6,4,1,,2,8,2.0,,9,4,1.0,,5,6,4,,5,1,2,
2005,NHL,PHO,19,18,,4,19,21,,1,,,,,5,8,,1,8,4,,1,7,6,,0,6,7,,1,1,3,,1,8,6,,0,3,5,,1
1998,NHL,PHO,23,13,5.0,,16,18,7.0,,,,,,4,2,1,,10,0,1,,7,5,2,,4,5,5.0,,5,8,1.0,,7,6,2,,2,5,0,
2007,NHL,AND,28,9,,4,19,18,,4,1,1,,0,3,6,,2,8,4,,2,7,6,,1,8,4,,1,10,2,,1,8,4,,1,2,0,,0
1999,NHL,PHI,25,6,7.0,3,20,16,5.0,0,,,,,6,5,1,1,7,2,3,0,8,3,2,0,5,4,3.0,0,7,3,2.0,0,7,4,1,2,5,1,0,0
1988,NHL,NYI,19,18,3.0,,9,29,2.0,,,,,,4,5,1,,3,10,1,,3,9,0,,6,7,1.0,,5,7,1.0,,6,8,1,,1,1,0,
1973,WHA,LAS,17,22,0.0,,8,31,0.0,,,,,,3,7,0,,6,9,0,,4,8,0,,7,7,0.0,,1,10,0.0,,3,12,0,,1,0,0,
2006,NHL,TBL,22,18,,1,22,15,,4,,,,,5,6,,0,8,5,,2,5,8,,0,9,4,,0,9,2,,2,7,7,,0,1,1,,1
1994,NHL,BUF,15,8,1.0,,7,11,6.0,,,,,,,,,,,,,,,,,,3,2,1.0,,4,5,2.0,,7,5,2,,6,7,2,
1936,NHL,MTL,16,8,0.0,,8,10,6.0,,,,,,,,,,5,4,1,,5,3,1,,9,3,1.0,,4,3,2.0,,1,5,1,,,,,
1992,NHL,OTT,9,29,4.0,,1,41,0.0,,,,,,1,9,1,,1,13,0,,1,12,2,,2,12,0.0,,4,7,1.0,,0,10,0,,1,7,0,
1997,NHL,PIT,21,10,10.0,,19,14,8.0,,,,,,7,5,2,,7,4,3,,7,3,3,,8,3,2.0,,1,2,3.0,,6,3,4,,4,4,1,
1977,NHL,COR,17,14,9.0,,2,26,12.0,,,,,,3,2,3,,3,7,2,,2,7,3,,3,9,3.0,,2,7,5.0,,4,7,4,,2,1,1,
1976,WHA,HOU,33,3,4.0,,17,21,2.0,,,,,,5,5,2,,7,2,1,,6,7,1,,10,2,1.0,,9,3,1.0,,10,4,0,,3,1,0,
1912,NHA,MOW,6,4,0.0,,4,6,0.0,,,,,,,,,,,,,,1,1,0,,5,3,0.0,,3,5,0.0,,1,1,0,,,,,
1958,NHL,TOR,17,13,5.0,,10,19,6.0,,,,,,2,6,0,,4,7,3,,4,4,5,,6,6,1.0,,4,6,1.0,,7,3,1,,,,,
1984,NHL,NYI,26,11,3.0,,14,23,3.0,,,,,,6,3,0,,8,5,1,,6,7,0,,6,6,2.0,,6,5,1.0,,7,7,1,,1,1,1,
1970,NHL,TOR,24,9,6.0,,13,24,2.0,,,,,,2,6,0,,4,9,1,,10,4,0,,7,5,2.0,,9,2,2.0,,4,6,3,,1,1,0,
1967,NHL,MTL,26,5,6.0,,16,17,4.0,,,,,,5,1,2,,3,8,3,,6,5,3,,10,0,1.0,,10,2,1.0,,8,6,0,,,,,
2003,NHL,COL,19,14,6.0,2,21,8,7.0,5,,,,,5,4,0,0,9,3,2,1,4,3,5,0,11,1,2.0,2,4,4,2.0,2,6,7,2,1,1,0,0,1
1978,NHL,CHI,18,12,10.0,,11,24,5.0,,,,,,4,1,3,,4,7,2,,4,8,2,,5,7,2.0,,6,3,3.0,,4,8,2,,2,2,1,
2010,NHL,STL,23,13,,5,15,20,,6,,,,,6,1,,2,6,7,,1,8,4,,2,2,8,,2,6,5,,2,7,7,,1,3,1,,1
2009,NHL,MIN,25,12,,4,13,24,,4,,,,,5,9,,0,5,3,,3,10,6,,0,7,6,,1,3,3,,0,7,7,,2,1,2,,2
1967,NHL,MNS,17,12,8.0,,10,20,7.0,,,,,,2,3,2,,3,7,3,,7,5,2,,7,5,2.0,,4,7,2.0,,4,5,4,,,,,
