playerid,year,stint,tmid,s,g,gdg
mcdonan01,2005,1,ANA,6,2,0
nielsfr01,2008,1,NYI,5,3,1
handzmi01,2005,1,PHI,4,2,1
kubinpa01,2005,1,TBL,1,0,0
nagyla01,2005,1,PHO,5,1,1
hossama02,2006,1,NYR,4,3,3
kotalal01,2006,1,BUF,7,5,4
parrima01,2006,1,MIN,2,0,0
fedorse01,2006,1,CBS,3,2,1
caldeky01,2005,1,CHI,1,0,0
morrobr01,2011,1,DAL,0,1,0
vyborda01,2007,1,CBS,3,0,0
sullist01,2011,1,PIT,0,2,0
nedvepe01,2005,1,PHO,1,0,0
wolskwo01,2011,2,FLO,3,7,1
streima01,2007,1,MTL,2,0,0
littlbr01,2007,1,ATL,1,1,0
dumonjp01,2005,1,BUF,1,0,0
weighdo01,2007,1,STL,1,0,0
prongch01,2006,1,AND,1,0,0
miettan01,2011,1,WPG,0,1,0
amontto01,2005,1,CAL,8,3,1
stumpjo01,2007,1,FLO,3,1,1
kozlovy01,2005,1,ATL,7,5,2
gilbeto01,2007,1,EDM,1,0,0
bellbr02,2008,1,OTT,1,0,0
zettehe01,2007,1,DET,10,3,2
letesma01,2010,1,PIT,4,1,1
stewach02,2011,1,STL,0,1,0
richami02,2008,1,PHI,10,4,2
lecavvi01,2008,1,TBL,11,3,0
clowery01,2010,1,SJS,8,3,2
armstde01,2006,1,LAK,1,0,0
galiatj01,2009,1,COL,2,0,0
lupuljo01,2010,2,TOR,2,0,0
browndu01,2007,1,LAK,8,4,1
giroucl01,2008,1,PHI,2,0,0
dubinbr01,2010,1,NYR,4,1,1
smithcr01,2011,1,NAS,0,4,0
pothibr01,2006,1,WAS,1,0,0
perezal01,2005,1,MTL,3,0,0
latengu01,2009,1,MTL,1,0,0
jokinol01,2007,1,FLO,8,3,2
fishemi01,2008,1,OTT,5,2,2
gueribi01,2008,1,NYI,2,1,0
fransco01,2010,1,NAS,3,1,1
huselkr01,2008,1,CBS,8,2,2
isbisbr01,2007,1,VAN,1,0,0
wingeto01,2011,1,SJS,0,1,0
malkiev01,2008,1,PIT,7,2,1
keslery01,2007,1,VAN,9,1,0
prospva01,2008,1,TBL,5,0,0
leinovi01,2009,1,DET,3,0,0
connoti01,2009,1,BUF,7,1,0
ritchby01,2007,1,VAN,1,0,0
dawesni01,2010,1,ATL,2,1,1
samuemi01,2005,1,DET,1,0,0
perrema01,2009,1,WAS,1,0,0
brindro01,2008,1,CAR,2,1,0
doansh01,2008,1,PHO,4,2,0
marchto01,2007,1,AND,1,0,0
kovalil01,2011,1,NJD,11,14,7
goligal01,2008,1,PIT,2,1,1
chimeja01,2005,1,CBS,1,1,1
ribeimi01,2007,1,DAL,5,1,0
hossama01,2010,1,CHI,2,0,0
sundima01,2005,1,TOR,7,1,1
brunean01,2007,1,COL,1,0,0
satanmi01,2005,1,NYI,10,7,5
turgepi01,2005,1,COL,1,0,0
oshietj01,2008,1,STL,6,2,2
osullpa01,2008,2,EDM,2,1,1
backsni02,2008,1,WAS,3,1,0
langeja01,2006,1,NJD,5,3,1
crosbsi01,2008,1,PIT,10,3,2
iginlja01,2006,1,CAL,4,3,1
toewsjo01,2007,1,CHI,2,0,0
krejcda01,2009,1,BOS,10,4,3
miettan01,2006,1,DAL,3,0,0
enstrto01,2007,1,ATL,1,0,0
tallihe01,2007,1,BUF,2,1,0
filatni01,2010,1,CBS,2,1,0
brashdo01,2007,1,WAS,1,0,0
johnsja02,2009,1,LAK,17,6,1
setogde01,2007,1,SJS,3,1,1
wisnija01,2010,2,MTL,2,0,0
nielsfr01,2007,1,NYI,1,0,0
kozlovi01,2007,1,WAS,7,3,1
