playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
matzjo01,1924,MTL,NHL,F,4,0,0,0,2
taylocy01,1914,VML,PCHA,R/L,3,7,3,10,3
bostrhe01,1922,EDE,WCHL,D,1,0,0,0,0
ronansk01,1915,MOC,NHA,R,4,1,0,1,6
berlilo01,1916,MOC,NHA,L,4,0,0,0,0
bensobo01,1923,CAT,WCHL,D,2,0,0,0,0
barboal01,1915,PO1,PCHA,C,5,0,0,0,0
harrism01,1922,VAM,PCHA,L,4,1,0,1,8
cleghsp01,1923,MTL,NHL,D,4,2,1,3,2
vezinge01,1918,MTL,NHL,G,5,0,0,0,0
munrodu01,1925,MTM,NHL,D,4,1,0,1,6
corbebe01,1916,MOC,NHA,D,4,2,1,3,3
bouchbi01,1923,MTL,NHL,R,4,5,1,6,6
darraja01,1919,OTS,NHL,R/L,5,5,2,7,3
halljo01,1912,QU1,NHA,D,3,0,0,0,7
headlfe01,1924,MTL,NHL,D,4,0,0,0,0
anderer02,1923,CAT,WCHL,R,2,0,0,0,2
nighbfr01,1914,VML,PCHA,C,3,4,6,10,6
walkeja01,1925,VIC,WCHL,C,4,0,0,0,0
foystfr01,1918,SEA,PCHA,L,5,9,1,10,0
manthsy01,1924,MTL,NHL,D,4,0,0,0,2
hartgi01,1924,VIC,WCHL,R,4,2,1,3,0
griffsi01,1917,VML,PCHA,D,5,1,0,1,9
smailwa01,1912,VA1,PCHA,L,1,0,0,0,0
mcgifro01,1913,TBS,NHA,F,3,2,0,2,25
brucemo01,1920,OTS,NHL,F,5,0,0,0,0
cleghsp01,1924,MTL,NHL,D,4,0,0,0,2
oatmaed01,1921,VML,PCHA,R,5,1,1,2,14
carsofr01,1925,MTM,NHL,R,4,0,0,0,0
vezinge01,1924,MTL,NHL,G,4,0,0,0,0
rothssa01,1925,MTM,NHL,F,4,0,0,0,0
gerared01,1921,TRS,NHL,D,1,0,0,0,0
walkeja01,1919,SEA,PCHA,C,5,1,3,4,0
gerared01,1919,OTS,NHL,D,5,2,1,3,3
marksja01,1912,QU1,NHA,R,3,2,0,2,2
arbouam01,1915,MOC,NHA,L,4,3,0,3,8
mackami01,1917,VML,PCHA,C,5,5,5,10,12
lindsbe01,1913,VA1,PCHA,G,3,0,0,0,0
bouchge01,1922,OTS,NHL,D,6,2,1,3,6
holmeha01,1917,TOA,NHL,G,5,0,0,0,0
parkeer01,1922,VAM,PCHA,R,4,0,2,2,2
mackami01,1914,VML,PCHA,L,3,4,2,6,6
hitchli01,1922,OTS,NHL,D,5,1,0,1,4
merriho01,1914,OT1,NHA,D,3,0,0,0,0
taylocy01,1917,VML,PCHA,L,5,9,0,9,15
mackami01,1920,VML,PCHA,C,5,0,1,1,0
rickero01,1919,SEA,PCHA,D,5,2,0,2,9
fredrfr01,1925,VIC,WCHL,C,4,1,1,2,10
duttore01,1923,CAT,WCHL,D,2,0,0,0,9
smithto01,1912,QU1,NHA,L,3,4,0,4,0
loughcl01,1925,VIC,WCHL,D,4,1,0,1,8
oatmaed01,1915,PO1,PCHA,C,5,3,1,4,16
mcnamge02,1913,TBS,NHA,D,3,2,0,2,4
prodggo01,1912,VA1,PCHA,R,2,1,0,1,2
randake01,1917,TOA,NHL,R/D,5,1,0,1,0
cookll01,1920,VML,PCHA,D,5,2,0,2,20
nighbfr01,1919,OTS,NHL,C,5,6,1,7,2
broadpu01,1914,OT1,NHA,R,3,3,0,3,9
camerbi01,1923,MTL,NHL,R,4,0,0,0,0
bostrhe01,1923,VAM,PCHA,D,2,1,0,1,0
haldeha01,1925,VIC,WCHL,D,4,1,0,1,8
andrell01,1921,TRS,NHL,F,5,2,0,2,3
denneco01,1917,TOA,NHL,L/C,5,3,1,4,0
rossar01,1914,OT1,NHA,D,3,0,0,0,12
lavioja01,1916,MOC,NHA,L,4,1,2,3,9
vezinge01,1923,MTL,NHL,G,4,0,0,0,0
campbea01,1922,EDE,WCHL,L,2,0,0,0,0
hartgi01,1925,VIC,WCHL,R,4,0,0,0,2
oatmaru01,1925,VIC,WCHL,R,4,0,0,0,10
noblere01,1925,MTM,NHL,D,4,0,0,0,4
benedcl01,1914,OT1,NHA,G,3,0,0,0,0
dennecy01,1919,OTS,NHL,L,5,0,2,2,3
lavioja01,1915,MOC,NHA,L,2,0,0,0,6
rickero01,1918,SEA,PCHA,D,5,1,2,3,0
stanlba01,1917,VML,PCHA,R,5,2,0,2,6
roachjo01,1921,TRS,NHL,G,5,0,0,0,0
holmeha01,1913,TBS,NHA,G,3,0,0,0,0
adamsja01,1921,VML,PCHA,C,5,6,1,7,18
broadpu01,1925,MTM,NHL,R,4,1,0,1,20
skinnal01,1923,VAM,PCHA,R,2,0,0,0,0
coutubi01,1923,MTL,NHL,D,4,0,0,0,0
denneco01,1922,VAM,PCHA,C,3,0,0,0,0
foystfr01,1925,VIC,WCHL,L,4,0,0,0,2
vezinge01,1916,MOC,NHA,G,4,0,0,0,0
stuarbi01,1921,TRS,NHL,D,5,0,2,2,6
meekiha01,1925,VIC,WCHL,L,4,0,0,0,6
skinnal01,1921,VML,PCHA,R,5,0,1,1,12
cookll01,1923,VAM,PCHA,D,2,0,0,0,4
dundeto01,1912,VA1,PCHA,C,3,3,0,3,8
