id,season,team_id1,team_id2,pred,team_id1_wins,team_id2_wins
2011_1112_1181,2011,1112,1181,0.5,1,0
2013_1242_1276,2013,1242,1276,0.5,0,1
2011_1181_1214,2011,1181,1214,0.5,1,0
2011_1140_1459,2011,1140,1459,0.5,1,0
2011_1345_1389,2011,1345,1389,0.5,1,0
2013_1211_1455,2013,1211,1455,0.5,0,1
2011_1206_1437,2011,1206,1437,0.5,1,0
2013_1161_1281,2013,1161,1281,0.5,1,0
2012_1435_1458,2012,1435,1458,0.5,0,1
2012_1140_1266,2012,1140,1266,0.5,0,1
2011_1181_1276,2011,1181,1276,0.5,1,0
2013_1285_1393,2013,1285,1393,0.5,0,1
2012_1124_1160,2012,1124,1160,0.5,1,0
2014_1196_1338,2014,1196,1338,0.5,1,0
2011_1139_1338,2011,1139,1338,0.5,1,0
2014_1211_1329,2014,1211,1329,0.5,1,0
2013_1274_1334,2013,1274,1334,0.5,1,0
2014_1173_1196,2014,1173,1196,0.5,0,1
2012_1433_1455,2012,1433,1455,0.5,1,0
2012_1243_1379,2012,1243,1379,0.5,1,0
2012_1290_1443,2012,1290,1443,0.5,0,1
2013_1308_1387,2013,1308,1387,0.5,0,1
2012_1196_1266,2012,1196,1266,0.5,1,0
2011_1196_1417,2011,1196,1417,0.5,1,0
2014_1153_1217,2014,1153,1217,0.5,0,1
2011_1211_1385,2011,1211,1385,0.5,1,0
2013_1217_1307,2013,1217,1307,0.5,1,0
2011_1361_1396,2011,1361,1396,0.5,1,0
2012_1211_1452,2012,1211,1452,0.5,1,0
2012_1393_1458,2012,1393,1458,0.5,1,0
2011_1326_1427,2011,1326,1427,0.5,1,0
2012_1161_1293,2012,1161,1293,0.5,0,1
2012_1242_1246,2012,1242,1246,0.5,0,1
2014_1243_1246,2014,1243,1246,0.5,0,1
2012_1301_1361,2012,1301,1361,0.5,1,0
2012_1272_1387,2012,1272,1387,0.5,0,1
2013_1276_1433,2013,1276,1433,0.5,1,0
2014_1234_1397,2014,1234,1397,0.5,0,1
2011_1266_1393,2011,1266,1393,0.5,1,0
2014_1184_1242,2014,1184,1242,0.5,0,1
2011_1103_1323,2011,1103,1323,0.5,0,1
2014_1110_1458,2014,1110,1458,0.5,0,1
2012_1163_1235,2012,1163,1235,0.5,0,1
2012_1235_1246,2012,1235,1246,0.5,0,1
2012_1143_1378,2012,1143,1378,0.5,0,1
2012_1124_1246,2012,1124,1246,0.5,0,1
2012_1243_1393,2012,1243,1393,0.5,0,1
2011_1125_1458,2011,1125,1458,0.5,0,1
2013_1272_1277,2013,1272,1277,0.5,0,1
2014_1163_1386,2014,1163,1386,0.5,1,0
2014_1163_1246,2014,1163,1246,0.5,1,0
2014_1276_1459,2014,1276,1459,0.5,1,0
2012_1246_1443,2012,1246,1443,0.5,1,0
2014_1372_1417,2014,1372,1417,0.5,0,1
2014_1372_1433,2014,1372,1433,0.5,1,0
2012_1242_1301,2012,1242,1301,0.5,1,0
